科学家,句子编号,句子,情感得分,情感类别
居里夫人,1049,"冰鞋很丧气地挂在衣橱里,还没有一点结冰的影 子",0.6484,正面
居里夫人,1050,"你当然不知道,在这种乡下小地方,我们看结冰和结冰后的好 处,至少是和你那加里西亚的保守党与进步党之间的讨论一样重 要 你不要以为你说的事情使我厌烦,正相反,我觉得真正满意 极了;我知道还有地方有人在活动,而且甚至于还在思想!你正住 在活动的中心,那么我的生活就很奇怪地象我们那条河里的浊水 中的鼻涕虫了",0.9972,正面
居里夫人,1051,幸而不久我就有希望脱离这种麻木状态了,0.948,正面
居里夫人,1052,"我不知道等你再看见我的时候,你会认为我在人们中间度过 的这几年对我是好是坏",0.383,负面
居里夫人,1053,"所有的人都说我居留斯茨初基期间大 有改变,身体方面和精神方面都大有改变",0.9772,正面
居里夫人,1054,"这并不足奇,我到这里 来的时候才十八岁,而这几年我什么没有遭受到!有些时刻,我将 来一定会看作我一生中最残酷的时刻",0.9904,正面
居里夫人,1055,"我对于每一件事的感觉都 太强烈,具有一种真实的强烈性;然后我激励自己,我天性中的勇 气占了优势,我就觉得似乎是由一场噩梦中醒来最重要的原 则是:不要叫人打倒你,也不要叫事情打倒你",1.0,正面
居里夫人,1056,"我计算着还有多少天,还有多少钟点,就到了节日,就可以动 身回家",0.7326,正面
居里夫人,1057,"有时候,要新印象、要变换、要生命、要活动的感觉,以极 大的力量缠绕着我,使我想作最蠢的事,以求我的生活不至于永远 如此",1.0,正面
居里夫人,1058,"幸而我的工作很多,这种情形很少发生",0.7474,正面
居里夫人,1059,"这是我在这里的最后一年,我应该更多费一点气力,让孩子 们可以考得好 第七章 逃脱 玛妮雅小姐当家庭女教师已经过了三年",0.9977,正面
居里夫人,1060,"这是很单调的三 年:有很多工作,没有钱,有一些小快乐,有一件伤心事",0.9863,正面
居里夫人,1061,"现在有一 些不容易感觉到的活动,激动着这个青年女子生活中可悲的停滞 状态",1.0,正面
居里夫人,1062,"在巴黎、在华沙、在斯茨初基,都发生了一些事;这些事表面 上无足轻重,实际上已经使玩弄着玛妮雅的命运的神秘游戏发生 了改变",1.0,正面
居里夫人,1063,"斯可罗多夫斯基先生拿到养老金之后,开始设法找报酬高的 职务",0.6669,正面
居里夫人,1064,他想帮助他的女儿们,0.7985,正面
居里夫人,1065,"1888年4月,他接受了一个既讨厌又 麻烦的位置:管理离华沙不远的斯图德西尼茨地方的一个儿童感 化院",0.3586,负面
居里夫人,1066,"那里的空气和环境都令人不愉快,什么都不好,只是工资比 较高,这个极好的老人从中提出一部分月费,供给布罗妮雅求学",0.9059,正面
居里夫人,1067,布罗妮雅做的第一件事是嘱咐玛妮雅不要再寄钱给她,0.4399,中性
居里夫人,1068,"第二 件事是请她的父亲此后由每月寄去的四十卢布中留下八卢布,用 来一点一点地归还她妹妹寄给她的那笔钱",0.3915,负面
居里夫人,1069,"从这时候起,玛妮雅 的财产才由零开始增加 这个医科学生写的信,还由巴黎带来了别的消息",0.9621,正面
居里夫人,1070,"她正在工 作,她的考试很成功,而且她正在恋爱!她爱一个波兰人,叫作卡 西密尔 德卢斯基,是她的同学,品质很好,令人喜欢,唯一不方便 的特点只是不许他住在俄属波兰,他若回来,政府就要放逐他",0.9999,正面
居里夫人,1071,"玛妮雅在斯茨初基的工作,到1889年也行将结束,从圣让节 起Z家就用不着她了,她必须另找位置",0.9193,正面
居里夫人,1072,"这个年轻的家庭女教师已 经有了一个位置在斟酌中,华沙大实业家之一 F 家请她去",0.9817,正面
居里夫人,1073,"这总算 是一种改变,而玛妮雅是如此强烈地需要这样的改变! 1889年3月13日,玛妮雅写给卡霁雅的信上说: 再有五个星期就到复活节了 这对于我是一个很重要的 日子,因为我的前途要在那天决定",1.0,正面
居里夫人,1074,"除了F 家的位置之外,还有一 个供我选择",0.8152,正面
居里夫人,1075,"我在这两个位置中间还犹豫未决,我不知道应该怎 么办",0.5292,中性
居里夫人,1076,我只想着复活节,0.7983,正面
居里夫人,1077,"我的头脑充满激情,里面塞的计划太 多了",0.6472,正面
居里夫人,1078,"我不知道要起什么变化!你的玛妮雅一直到她的末日,都 将是浮躁的人中最浮躁的 离别了斯茨初基和那些甜菜地在亲切的微笑中双 圣让节,天主教圣徒中有两个圣让, 一个是施洗圣让,节日在6月24日; 一个 是使徒圣让,节日在12月27日",0.9999,正面
居里夫人,1079,这里说的是施洗圣让节日,0.2877,负面
居里夫人,1080,"方都有点过于亲切玛丽亚 斯可罗多夫斯卡辞别了Z 家的人 她得到了解放,回到华沙,愉快地呼吸着本城的空气",0.6832,正面
居里夫人,1081,"而不久 她已经又在火车上了!她动身到索坡特,波罗的海海滨的一个阴郁 地方,去会她的新雇主",0.8945,正面
居里夫人,1082,"1889年7月14日,玛妮雅由索坡特写给卡霁雅的信上说: 虽然我有过一些愁惨的预感,可是我的旅程的确很平安 没有人偷我的东西,连试都不曾试过;五次换车我都没有上错车, 我吃完了所有的赛叠基,只剩下一些小面包和糖果",1.0,正面
居里夫人,1083,"沿路我都遇着一些仁慈的保护者,他们给我一切便利",0.9939,正面
居里夫人,1084,"我怕 他们把他们的善意发展到帮助我吃我带的食物的程度,所以没有 让他们看见我的赛叠基! F 先生和夫人在车站等我",0.9573,正面
居里夫人,1085,"他们十分亲切,我也很喜欢那些 孩子",0.982,正面
居里夫人,1086,"诸事都还顺遂,而实在也应该顺遂! 在这个避暑地的舒尔兹旅馆里,生活并不十分有趣,正如玛 妮雅后来写的,在克罗斯一带,天天只遇着同样的人们,他们只谈 论衣着打扮和其他同样有趣的东西",0.9765,正面
居里夫人,1087,"天气冷了,所有的人都在家 里:F夫人,她的丈夫,她的母亲他们的脾气都很坏,若是可能 的话,我真想藏到地底下去! 但是不久,父母和小孩同家庭女教师就登上返回华沙的途程",0.9974,正面
居里夫人,1088,下一年是这个青年女子的比较愉快的时期,0.9601,正面
居里夫人,1089,"F夫人很美,很娴 雅,很富有,她有许多皮货和珠宝,衣柜里有渥斯做的衣服,客 厅里有她穿晚装的画像",0.9736,正面
居里夫人,1090,"玛妮雅在这段期间,从旁观中认识了财 富可以给一个娇纵的女子什么样的琐碎而可爱的东西她永远 不能有的东西",0.9958,正面
居里夫人,1091,"这是她初次也是末次遇到奢侈生活! F 夫人很优待她,所以 渥斯,以制作讲究的女服著名的地方",0.9944,正面
居里夫人,1092,"这种接触并不讨厌; F 夫人被这个非凡的斯可罗多夫斯卡小姐 迷住了,到处称赞她,并且要她参加所有的茶会,要她参加所有的 舞会 突然一声霹雳: 一天早晨,邮递员送到一封巴黎来信",0.9544,正面
居里夫人,1093,"这封写 在四方纸上的可怜的信,是布罗妮雅在解剖室里上两次课之间草 草写的;这个高尚的女子提议请玛妮雅下一年到她的新家庭里 去住! 1890年3月,布罗妮雅由巴黎写给玛妮雅的信上说: 假如诸事都象我们希望的那样顺遂,我一定可以在假期 开始的时候结婚",1.0,正面
居里夫人,1094,"到那时候,我的未婚夫就已经当上医生,我也只 剩下最后一次考试了",0.7398,正面
居里夫人,1095,"我们还要在巴黎住一年.我在这一年里考 试完,然后我们回波兰",0.9029,正面
居里夫人,1096,"我看不出我们的计划有什么不合理的地 方,你说我对么?你须记得我是二十四岁,这不算什么,可是他是 三十四岁,这就比较严重了,等得太久是荒谬的! 现在,我的小玛妮雅,你一生中总该有一天作出些成绩 来",0.9556,正面
居里夫人,1097,"若是你今年能筹划几百卢布,明年你就可以到巴黎来,住在我 们家里,这里有你的住处和食物",0.9862,正面
居里夫人,1098,你一定要有几百卢布付索尔本 的学费,0.1806,负面
居里夫人,1099,"第一年你同我们一起过;到第二年和第三年我们不在这 里的时候,我敢担保父亲一定会帮助你,那怕有魔鬼捣乱,他也一 定设法",0.1697,负面
居里夫人,1100,你必须这样决定;你已经等得太久了!我敢担保你两年就可以 成为学士,0.1158,负面
居里夫人,1101,"你应该想一想这件事,积几个钱,存在安全地方,不要 借出去,也许立刻换成法郎比较好些,因为近来兑换率很合算,迟 一点也许会跌价 "" 人们也许以为热心的玛妮雅会答复说这个好运气使她高兴极 了,说她就要去了吧?一点不对!这些年的远居他乡没有使这个 非凡的青年女子愤激,反而使她犯了顾虑重重的毛病",0.6157,正面
居里夫人,1102,她的牺牲 精神使她能够有意地错过她的好运,0.9753,正面
居里夫人,1103,"因为她已经答应她的父亲要 和他住在一起,因为她要帮助她的姐姐海拉,因为她要帮助她的哥 哥约瑟夫,玛妮雅竟不再愿意离开!她就这样回复了布罗妮雅的 邀 请",0.6945,正面
居里夫人,1104,"1890年3月12日,玛妮雅由华沙写信给布罗妮雅说: 亲爱的布罗妮雅,我一向愚蠢,现在愚蠢,而且我将终身愚 蠢;或者用通行的说法,我从来不曾有过幸运,现在我没有幸运,而 且我将永远没有幸运",1.0,正面
居里夫人,1105,"我曾象梦想灵魂得救一样地梦想过巴黎,但是我早已不再希 望到那里去了",1.0,正面
居里夫人,1106,"现在有了去巴黎的可能,我倒不知道该怎么办了 我不敢同父亲谈这件事,我相信我们明年在一起住的计划,最 合他的心意,而且他仍然抱着这种想法,我也愿意使他的暮年有一 点快乐",0.9955,正面
居里夫人,1107,"可是在另一方面,我想到我的还有点价值的才干就这样 毁了,我也觉得很伤心",0.3054,负面
居里夫人,1108,"再说我还答应了海拉,在一年内我要设法 使她能够回家,并且给她在华沙找事情做",0.3412,负面
居里夫人,1109,"你不能了解我多么替 她难过!她永远是我们家里最小的孩子,我觉得我有照料她的 责任,这个可怜的小东西真是极需照料啊! 但是你,布罗妮雅,我求你用你的全部力量负责为约瑟夫谋福 利;即使你认为去哀求那个能够解决他的困难的S夫人并不是你的 责任,我也请你克服这种感情",0.7026,正面
居里夫人,1110,"总之,《圣经》上清清楚楚地说过: 敲门,就给你们开门",0.1913,负面
居里夫人,1111,"即使要牺牲一点你的自尊心,那又有什么 关系呢?深情的请求,不会叫人反感的",0.5434,中性
居里夫人,1112,"我知道应该怎么写那封 信,我真知道!你必须对这位夫人解释清楚:所谈的不是一笔巨 款,只不过要几百卢布,以便约瑟夫可以留在华沙继续学习,继续 开业;他的前途完全仗着这笔钱;若是没有这种帮助,他那极好的 天赋就要糟蹋了 总而言之, 你必须详详细细地写上,因为,亲 爱的布罗内茨卡,若是你只简单地向这位夫人借钱,她一定不把这 件事放在心上,那不是成功的办法",0.0012,负面
居里夫人,1113,"即使你觉得这惹人讨厌,那又 算什么?只要目的达到,有什么关系?再说,这种请求难道太大么? 人们不是常比这个还更讨厌么?有了这种帮助,约瑟夫就可以成为 社会上有用的人;然而他如果离开华沙到地方上去,他就算完了! 我用海拉、约瑟夫、父亲和我自己的摧毁了的前途打搅你,我 心里忧愁已极,悲伤已极,我觉得我多么不应该告诉你这些事,使 你不快乐啊!在我们这些人里,只你有人们所说的幸运",1.0,正面
居里夫人,1114,"请原谅我, 但是你看,有这么些事情使我难过,我自然很难用愉快的语气结束 这封信",0.6669,正面
居里夫人,1115,我亲切地拥抱你,0.9769,正面
居里夫人,1116,"下次写信的时候,我将写得长些而且快活 些,但是今天我觉得在这个世界上特别难过",0.9909,正面
居里夫人,1117,"请你亲切地想着我, 也许我在这里也能感觉到你的惠爱",0.9536,正面
居里夫人,1118,"布罗妮雅坚持着,争辩着",0.4969,中性
居里夫人,1119,"可惜她缺少解决这个问题的手段, 她太穷了,没有力量为她的妹妹付旅费,不能强迫她的妹妹上火 车",0.6109,正面
居里夫人,1120,"后来决定,玛妮雅先履行F夫人家的聘约,再在华沙住一年",0.7095,正面
居里夫人,1121,"她要在父亲身边生活,她父亲在斯图德西尼茨的职务新近解除 了",0.9998,正面
居里夫人,1122,"她可以教课,增加她的积蓄",0.6595,正面
居里夫人,1123,"然后再动身 经过了乡间的蛰伏状态和F家的浮华纷扰之后,玛妮雅又回到 她感到亲切的环境中:自己的家,老教师斯可罗多夫斯基先生就在 身边,激励精神的有兴趣的谈话",1.0,正面
居里夫人,1124,"流动大学又对她打开了神秘之 门;还有一件无上快乐的,也是极重要的事情:玛妮雅生平第一次 进入了一个实验室里! 在克拉科夫大道六十六号, 一个种着丁香花的院子的尽头,有 一座两层的小建筑,只有极小的窗户透进光线",0.9848,正面
居里夫人,1125,"这个地方夸大地 叫做工农业博物馆,这样虚夸而且含糊的名称,是专为哄骗俄国 当局的一个外表,因为博物馆决不会引人怀疑!在一个博物馆 里教波兰青年学科学,谁也不会加以干涉玛妮雅的一个表兄, 约瑟夫 柏古斯基,是这里的领导人",1.0,正面
居里夫人,1126,玛丽 居里后来写道:我在这个实验室里工作的时间很有 限,0.8961,正面
居里夫人,1127,"我一般只能在晚间吃过晚饭之后或星期日到那里去,而那里 就只剩了我一个人",0.6439,正面
居里夫人,1128,我试着作一些物理学和化学书籍中描写的实 验.而结果有时却出乎意料之外,0.9981,正面
居里夫人,1129,"不时有些没有想到的小小的成 功使我感到鼓舞;但是因为缺乏经验,我有时候也不免为意外事故 或失败而陷于失望",0.9999,正面
居里夫人,1130,"总而言之,虽然我是付了代价才知道,在这方 面求进步既不迅速也不容易;但是我在实验研究方面的嗜好,却是 在这些裕步尝试中发展起来的",0.9998,正面
居里夫人,1131,"到夜间很晚的时候,玛妮雅才遗憾地离开静电计、试管和精密 天平,回到家里,脱去衣服,在她的窄床上躺下",0.841,正面
居里夫人,1132,但是她不能入睡,0.0843,负面
居里夫人,1133,"一种激动人心的兴奋使她睡不着,这种感觉是她从来不曾有过的; 她长久以来不明确的使命,现在就象受到一种神秘的命令的驱使 那样呈现出来",1.0,正面
居里夫人,1134,"这个青年女子突然感觉到迫不及待,感到烦扰",0.9815,正面
居里夫人,1135,"玛 妮雅把工农业博物馆的试管拿在她那美丽的巧手里的时候,就 神奇地又回到她童年时期的依稀的回忆中了:想到她父亲的那些 物理仪器,那些总放在玻璃匣里不动,而且她总想拿来玩的东西",1.0,正面
居里夫人,1136,她已经重新结牢了自己的生命之线,0.7774,正面
居里夫人,1137,"虽然她在夜晚很激动,在白天,表面上却很平静",0.9556,正面
居里夫人,1138,"玛妮雅掩饰 自己心里发狂般的焦急,不使周围的人知道",0.8963,正面
居里夫人,1139,"她要在这最后的几 个月亲密日子中,使她的父亲能够完全快乐",0.9996,正面
居里夫人,1140,"她忙于料理她哥哥的 婚事,为海拉找工作",0.9344,正面
居里夫人,1141,"也许还有一种比较自私的挂虑,阻止她决定 离开家的日子:她相信自己仍旧爱卡西密尔 Z",0.9586,正面
居里夫人,1142,"而且,虽然她觉 得有一种不可抗拒的力量把她驱向巴黎,可是想到要流落他乡好 几年,心里总不能不感到痛苦",0.9964,正面
居里夫人,1143,"1891年9月,玛妮雅在喀尔巴阡山的察科巴纳度假,她要 察科巴纳,波兰南部城市",0.9232,正面
居里夫人,1144,在那里与卡西密尔 Z会面;斯可罗多夫斯基先生对布罗妮雅讲过 这个情形,0.8668,正面
居里夫人,1145,"斯可罗多夫斯基先生写给布罗妮雅的信上说: 玛妮雅还须在察科巴纳留几天,十三日以前不能回来,因为 她咳嗽很厉害,并且患了流行性感冒;当地医生告诉她说,若是不 就地治好,怕要拖延一冬",0.3618,负面
居里夫人,1146,"这个小淘气!这得怪她自己,她从来不 当心,而且从来不注意照气候添减衣服",0.2447,负面
居里夫人,1147,"她写信给我说她很郁闷;我担心她的忧愁和她的职业的不稳 定,会把她愁坏了",0.7691,正面
居里夫人,1148,"她有一个秘密的前途计划,可是要到回家后才 同我详谈",0.9644,正面
居里夫人,1149,"老实说,我完全能想出来是什么事,可我不知道我是应 该喜欢还是应该发愁",0.7565,正面
居里夫人,1150,"假如我的预见准确,我恐怕以前使她难过 的那些人,又会要使她难堪;如果目的是要建立一个称心的生 活,而且使两个人幸福,倒也值得挺身对付这些阻碍",1.0,正面
居里夫人,1151,"不过,真相如 何,我是一点都不知遒! 你请玛妮雅到巴黎去的提议,来得太出乎意料之外,使她很焦 躁,而且增加她的烦乱",0.997,正面
居里夫人,1152,"我知道她极希望去到这个科学的发祥地, 这是她时时刻刻在念的梦想",0.9317,正面
居里夫人,1153,"只是目前的情形很不顺利,尤其是, 假如玛妮雅在回来的时候还没有完全痊愈,我要反对她动身,因为 在巴黎过冬是很苦的,别的困难就不必说了,我也不考虑她离开我 之后我会如何痛苦,因为这最末一个理由显然是次要的",1.0,正面
居里夫人,1154,"昨天我给 她写了一封信,我尽力鼓励她",0.8917,正面
居里夫人,1155,"如果她留在华沙,即使她不教课, 我也还有点面包足够她和我吃上一年",0.9038,正面
居里夫人,1156,"听说你的卡西密尔诸事顺遂,我很高兴",0.6985,正面
居里夫人,1157,"如果你们一人一个 卡西密尔,那够多新鲜啊! "" 亲爱的斯可罗多夫斯基先生!他内心深处确实不甚愿意他的 小玛妮雅,他的宠儿,离开他到大世界里去冒险;他渺茫地希望能 有一件事把她留在波兰,例如:她与卡西密尔 Z 结婚 但是在察科巴纳,那两个青年人在山中的两次散步中,已经进 行了决定性的交谈",1.0,正面
居里夫人,1158,"由于那个大学生又对玛妮雅吐露他已说过上 百次的犹疑和恐惧,玛妮雅觉得厌烦,说出破釜沉舟的话来: 既然你看不出有解决我们处境的方法,我可教不了你",0.9544,正面
居里夫人,1159,"在这个时间很长而态度够冷淡的恋爱中,玛妮雅的表现,正如 斯可罗多夫斯基教授后来说的,是骄傲自尊",1.0,正面
居里夫人,1160,这个青年女子切断了那仍在牵制她的脆弱的联系,0.8895,正面
居里夫人,1161,她不再压 制自己的急迫心情,0.6533,正面
居里夫人,1162,"她计算了一下她过了多少年的痛苦日子, 一 直心里象油煎,可是还须勉强忍耐",0.3502,负面
居里夫人,1163,"她中学毕业已有八年,当家庭 女教师已有六年",0.9655,正面
居里夫人,1164,"她已经不是一个来日方长的少女,再过几个星 期,她就二十四岁了",0.9911,正面
居里夫人,1165,"忽然,她大声疾呼,向布罗妮雅求助",0.8603,正面
居里夫人,1166,"1891年9月23日,玛妮雅由华沙写给布罗妮雅的信上说: 布罗妮雅,我现在请你给我一个确定的答复",0.4459,中性
居里夫人,1167,"请你决定 是否真能留我住在你家里,因为我能够来了",0.3363,负面
居里夫人,1168,"我已经能够支付自 己的一切费用,如果供给我伙食不至于使你负担过重,就请你写信 告诉我",0.8057,正面
居里夫人,1169,"今夏我经受了一些将要影响我一生的残酷折磨,到巴黎 去可以使我的精神恢复平衡,这将是一大幸事;但是,从另一方面 说,我不愿意使你受累",0.9998,正面
居里夫人,1170,"你既然分娩在即,我在你家里也许能有一点用处",0.2625,负面
居里夫人,1171,"无论如何, 请写信告诉我这件事怎么样",0.3436,负面
居里夫人,1172,"假如我可以到巴黎去,请你告诉我, 并且告诉我须经过哪些入学考试,以及最迟在哪 一 天还可以 报 名",0.823,正面
居里夫人,1173,"希望动身的念头,使我很不安,在接到你的回信之前,我不能 对你说任何其他的事;因此我求你立刻给我写信",0.1163,负面
居里夫人,1174,我谨向你们两 人亲切致意,0.9849,正面
居里夫人,1175,"你把我安置在任何地方都无不可,我决不妨碍你们",0.8927,正面
居里夫人,1176,"我答应 你们我决不制造麻烦,也决不扰乱秩序",0.0949,负面
居里夫人,1177,"我恳求你回复我,不过要 很坦白! 布罗妮雅没有用电报回复她,那是因为电报是一种过费的奢 侈品",0.1245,负面
居里夫人,1178,"玛妮雅没有跳上最早的一次火车,那是因为她必须先精打 细算地计划一下这次重大的旅行",0.4208,中性
居里夫人,1179,"她把她所有的卢布摆在桌上, 到了最后,她的父亲加上了一笔很小的款项,这是他能拿出来的最 大数目了",0.57,中性
居里夫人,1180,"护照须用若干,火车票须用若干由华沙到巴黎决不应该 冒冒失失地去乘坐三等车俄法两国最便宜的车",0.1286,负面
居里夫人,1181,"谢天谢地, 德国车有四等的,没有房间,设备很简单,差不多同货车一样,车上 四边各有一条凳子,中间是空的,坐一把折叠椅,并不算太不 舒服! 她没有忘记经验丰富的布罗妮雅的劝告:把自己的一切应用 物品都带去,免得到巴黎后再有意外的花销",0.9966,正面
居里夫人,1182,玛妮雅的被、褥、床 单、手巾等等需要提早交慢车运走,0.1102,负面
居里夫人,1183,"她用结实的布做的内衣和衣 服、鞋,两顶帽子,都已经一起放在一张沙发上,沙发附近就是一个 打开了盖子的装得满满的棕色大木箱,这是一件买来的稀有而且 讲究的东西,很朴素可是很坚固;这个青年女子精心地在上面用大 黑字写上她的简写名字:玛 斯(M.S.)! 被褥已经运走,箱子已经托运,这个旅行者还剩下一些各式各 样的粗重包裹,这是她在路上的伴侣:三天在火车上的食物和饮 料、坐德国火车时要用的折椅、书籍、一袋糖果、一床毯子 3 玛妮雅把包裹放在车箱的行李网架里,在那窄而硬的长凳上 占了一个坐位,就又下来到月台上",0.9664,正面
居里夫人,1184,"她穿着一件磨得麻花了的宽 大的大衣,容光焕发,灰色的眼睛今天闪着异常热烈的光辉,她的 样子显得多么年轻啊! 她突然情绪激动,又为种种顾虑所苦恼,便拥抱她的父亲,对 他说了许多温柔怯懦的话,差不多象是谢罪一般",1.0,正面
居里夫人,1185,"我不会离开很久的两年,至多三年!我的学业一结束, 几次考试一考完,立刻就回来,我们再住在一起,而且永远不再分 离是不是呢? 这位教师把年轻的女儿紧紧搂在怀里,嘶哑着声音喃喃地说: 是的,我的小玛妞希雅,快回来;好好用功,祝你好运气! 这节四等车箱呼啸着、发出哐当哐当的响声,在黑夜里穿过 德 国",1.0,正面
居里夫人,1186,"玛妮雅蜷缩在她的折椅上,用毯子盖着两腿,她的包裹都堆在 周围,不时小心地点一点数目;这时候,她尝到了无上的快乐",0.5353,中性
居里夫人,1187,"她 默想过去,默想这次等了许久的美妙的旅行",0.9916,正面
居里夫人,1188,"她试着幻想将来,想 象自己不久将回到故乡,在这里成为一个谦虚的教授",0.9996,正面
居里夫人,1189,"她没有想到,绝对没有想到,她登上这列火车的时候,就是在 黑暗与光明之间作了最终的抉择,就是在无变化的渺小岁月与广 阔生活之间作了最后的抉择",1.0,正面
居里夫人,1190,"第 二 卷 第八章 巴黎 由拉维垒特路到索尔本,所经过的并不是巴黎美丽的街区,而 且那里的交通既不迅速也不舒服",0.9914,正面
居里夫人,1191,"从布罗妮雅和她丈夫住的德意 志路到东车站,有三匹马拉的两层公共马车,车上有一个螺旋梯 子,通到那令人眩晕的顶层;由东车站到埃格罗路,另有一路公 共马车",0.9998,正面
居里夫人,1192,"当然罗,玛妮雅一定是爬上那不蔽风日的顶层 比较便 宜,而且比较有趣得多!这个青年女子,腋下夹着她从前上流动大 学用过的旧皮包,在这个活动瞭望台顶上,俯身伸着脖子贪婪地看 着周围;她的脸被冬风吹僵了",1.0,正面
居里夫人,1193,"那条没有尽头的拉发叶特路平淡 无奇,这有什么关系?塞拔斯托波大道两旁,只是一家接一家的阴 郁店铺,这又有什么关系?那些小铺子,那些没有叶子的榆树,那 人群,那充满灰尘的气息,这一切就是巴黎总之,这就是巴黎! 在巴黎,人们觉得自己多么年轻,觉得自己多么有力量,多么 繁忙,而且充满了希望!而由一个波兰小女子看来,巴黎给她一种 何等不可思议的解脱感! 由于这次艰辛的旅行而疲惫不堪的玛妮雅,刚刚在那浓烟弥 漫的北车站下了火车;那种惯有的奴隶压迫感忽然离开了她,她的 肩膀舒展了,心脏和肺叶都觉得舒服,呼吸到自由国度的空气,这 在玛妮雅还是头一次",1.0,正面
居里夫人,1194,"因为她很兴奋,她觉得事事无不稀奇:在行 * 德意志路,现称让 若雷斯路,原注 人道上逍遥闲步的人们能用他们愿意用的言语说话,是稀奇事;书 店能不受限制地卖世界各地的书籍,也是稀奇事而最稀奇的, 乃是这些微微斜向市中心的平直大路,正引着她,玛妮雅 斯可罗 多夫斯卡,走向一所大学敞开着的大门;这是一所多么著名的大 学啊!这所最著名的大学,几世纪以前人们就把它形容作宇宙的 缩影,路德说过:最著名、最杰出的学校是在巴黎,它叫做索 尔本! 这次经历简直就是一篇神话",1.0,正面
居里夫人,1195,"那辆缓慢、颠簸而且寒冷的公 共马车,无异于一辆魔车,正把那个可怜的金发公主由她的贫寒住 处送到她梦里的宫殿去",0.8304,正面
居里夫人,1196,"这辆四轮马车走过塞纳河,周围的东西都使玛妮雅心醉:那 条雾蒙蒙的河的两个支流,那些庄严而又优美的岛屿,那些古迹, 那些广场,在左边的圣母教堂的那些塔",0.9938,正面
居里夫人,1197,"走上圣米雪尔大道的时 候,驾车的马放慢了步伐,一步一步地走着",0.9998,正面
居里夫人,1198,"就是那里!到了!这个 女学生拿起她的皮包,提起她那沉重的毛料裙子的裙褶,匆忙中, 她不留心撞了邻座的一个人,她羞怯地用迟疑的法国话道了歉;然 后,由车顶急急走下梯级,到了街上,脸色紧张,向那座宫殿的铁栅 跑 去",0.9985,正面
居里夫人,1199,"这座知识之宫,在1891年的时候,样子很特别,六年以来索尔 本一直在改建,现在象一条正在换皮的巨蟒",0.0745,负面
居里夫人,1200,"在那很长的、颜色很 白的新正面后边,邻近黎塞留时代的老朽建筑的工地上,不断传 出鹤嘴锄的撞击声",0.6115,正面
居里夫人,1201,"这种忙乱情况,使学生们的生活增添了一种 别致的混乱",0.9943,正面
居里夫人,1202,"在工程进行中,由一个教室移到另一个教室上课;在 路德(14831546),十六世纪德国宗教改革运动的发起者、基督教(新 教)路德宗的创始人. 塞纳河,法国北部河流,发源于东部海拔471米的朗格勒高原,流经巴黎 盆地,在勒阿弗尔附近注入英吉利海峡,全长776公里",1.0,正面
居里夫人,1203,"黎塞留(15851642),法王路易十三的宰相、枢机主教. 圣雅克路弃置的旧屋里,不得不设了几个临时实验室",0.9896,正面
居里夫人,1204,"但是这有什么关系?今年还和往年一样,门房附近的墙上贴 着一张白纸布告: 法兰西共和国 理学院第一学期 1891年11月3日在索尔本开课 神奇的字!光辉的字! 这个青年女子,用她一卢布一卢布积蓄起来的一点钱,取得了 听课的权利;她可以由布告上的复杂时间表里列着的无数课程中, 选她愿意听的课",0.3191,负面
居里夫人,1205,"她在那些实验室里有了自己的位置;那里有 人领导,有人指导,她可以不必盲目摸索着运用各种仪器做简单试 验了",0.2703,负面
居里夫人,1206,"玛妮雅现在是啊,快乐极了!理学院的学生了",0.9976,正面
居里夫人,1207,"事实上,她已经不再名叫玛妮雅,也不再名叫玛丽亚了;她 在入学注册单上是用法文写的玛丽 斯可罗多夫斯卡",0.9852,正面
居里夫人,1208,"但是因为 她的同学不会说斯可罗多夫斯卡这个很难说的字,而这个波兰 女子又不肯让人随便叫她玛丽,她就很神秘地没有名字",0.966,正面
居里夫人,1209,"一些年 轻人在那个回音很响的走廊里,常常遇着这个女子,衣服穿得朴素 寒俭,脸上神气沉静严肃,头发柔软而且光亮;他们都觉得惊讶,转 过身来,彼此问着:这是谁?回答假如有回答总是空泛 的:这是个外国人她的名字简直没法儿念! 上物理课的 时候,她永远坐第一排她不大说话那些年轻人都用眼睛 追随着她,直到她那优美的身影消失在走廊里,然后说了一句结 论:美丽的头发! 有很长的时候,索尔本的学生们,只认识他们这个不与人交往 的同学的金色头发和斯拉夫式的头",1.0,正面
居里夫人,1210,但是此刻这个青年女子对于这些青年男子最不感觉兴趣,0.9961,正面
居里夫人,1211,"她 被几个严肃的先生迷住了,这些人的头衔是最高学府的教授,她 要夺取他们的秘密",0.9985,正面
居里夫人,1212,"依照那个时代的可敬的规矩,他们上课都打 白领带、穿黑礼服,衣服上总沾着粉笔灰",0.6651,正面
居里夫人,1213,玛丽就看着这些庄重衣 服和灰色胡须过日子,0.1744,负面
居里夫人,1214,"前天是李普曼先生的课,极有分量,极有条理",0.5584,中性
居里夫人,1215,"昨天她听布 提先生讲课,他那象猿猴的头里装满了科学的宝藏",0.8557,正面
居里夫人,1216,"玛丽愿意听 所有的课程,愿意认识那张白纸布告上列着的二十三位教授",0.7511,正面
居里夫人,1217,她 觉得似乎永远不能满足她心里的焦渴,0.4841,中性
居里夫人,1218,"在开始几个星期里,她遇到了一些没有料到的障碍",0.4535,中性
