科学家,句子编号,句子,情感得分
丽丝·迈特纳,6879,"77.Hahn to Meitner,24 January 1939(MC).In Krafft.Im Schatten der Sensa- tion,282-283. 可以看到原子质量是多么牢固地留在哈恩的思想中:他似乎只是因 459 为质量论点不起作用而放弃了它,而不是因为他意识到了考虑原子电荷的必要 性",-1.0
丽丝·迈特纳,6883,"弗里什回信说(Frisch to Meitner,6 February 1939 [MC]),哈恩可能有点忌妒,而且因而[裂变 的]证明用物理方法来作比用化学分离来作是这样地简单得多和容易得多而感 到烦恼",-1.0
丽丝·迈特纳,6889,"迈特纳和弗里什的短文的重要性是绝无问题的, 它用简单的概念清楚地讨论了裂变过程的物理学",-1.0
丽丝·迈特纳,6890,"95.Gustav Korlen,Politik und Wissenschaft im schwedischen Exil,Ber Wis- 460 senschaftsgesch.7:11-21;Svante Lindqvist,ed.,Center on the Periphery: Historical Aspects of 20th-Century Swedish Physics(Canton,Mass.:Science History Publications,1993),xxi;Helmut Mssener,Osterreichische Wissenschaftler im schwedischem Exil,""in Friedrich Stadler,ed.,Vertriebene Vernunft II:Emigration und Eril osterreichischer Wissenschaft(Wien:Jugend und Volk,1988),965-975. 96.Ingmar Bergstrom,Stockholm,pers.comm,May 1992. 第十一章 优先权问题 1.F.Joliot, Preuve exprimentale de la rupture explosive des noyaux d'uranium et de thorium sous I'action des neutrons,Comptes Rendus 208; 605 人",-1.0
丽丝·迈特纳,6893,"See Fritz Krafft,Im Schatten der Sensation:Ieben und Wirken von Fritz Strassmann(Weinheim:Verlag Chemie,1981),97 n.71. 8.N.Feather and E.Bretscher,Atomic Numbers of the So-called Transuranic Elements,""Nature 143:516. 9.J.L.Heilbron and Robert W.Seidel,Lawrence and His laboratory:A History of the lawrence Berkeley Laboratory,vol.1(Berkeley,Los Angeles,and Oxford: University of California Press,1989),446-447. 10.Gnter Herrmann,Five Decades Ago:From the 'Transuranics'to Nuclear Fission,""Angew.Chem.Intl.Ed.Engl.29481-508.1939 年6月,哈 思和斯特喇斯曼解决了碘问题",-1.0
丽丝·迈特纳,6926,"这是指的一个事实,即 铀后物质混合物的放射化学性质不依赖于中子能量,从而包括迈特纳在内的一切 研究者都被误导到了一种信念,认为慢中子过程和快中子过程是同一种过程,从而 原始核都是238U. 一旦弄明白蚀后物质是一些裂变碎片,问题就清楚了",-1.0
丽丝·迈特纳,6948,"在美国的大专院校任教的犹太人较少,犹太大学 生的注册名额有限制,生活方面(限定顾客)和就业方面(犹太人不许申请) 的排斥是明显的",-1.0
丽丝·迈特纳,6978,"122.Cassidy,Uncertainty,442. 123.Meitner to Paul Scherrer,26 June 1945(MC).Meitner's information is consistent with the conclusions of Cassidy and Walker. 124.Stefan Rozental,quoted in Pais,Niels Bohr's Times,483. 125.Aage Bohr,""The War Years and the Atomic Weapons,""in Rozental,Niels Bohr,193;Moore,Niels Bohr,290-293;Cassidy,Uncertainty,436ff,;Walker, German National Socialism,225ff.;Pais,Niels Bohr's Times,481-485. 126. 争论一直进行到现在,主要是因为,正如鲁道耳夫 派尔斯所指出的那 样,海森伯的正直性问题和德国物理学家们是不能还是不肯制造原子弹的问题有476 些关系",-1.0
丽丝·迈特纳,6982,"129.Elisabeth Heisenberg,Inner Ezile:Recollections of a Life with Werner Heisenberg,trans.S.Cappellari and C.Morris(Boston:Birkhauser,1984),77- 81;Heisenberg,Physics and Beyond,181-182;Thomas Powers,Heisenberg's War(New York:Alfred A.Knopf,1993),114-116. 海森伯声称他要和波尔讨 论核武器工作的道德问题;关于这种说法的讨论见Cassidy,Uncertainty,437-438, 442,and Walker,German National Socialism,225-226. 130.Cassidy,Uncertainty,474.Forinner emigration,see Ernst Glaser, ""Zum Problem der 'Inneren Emigration'am beispiel von Hans Thirring,""in Stadler, Vertriebene Vernunfi I,1065-1074.Cassidy 指出,尽管海森伯动用了为了物理 学而使用战争的理由,他事实上却使物理学对战争成为有用的和使他自己对帝国 的统治者们成为可接受的了",-1.0
丽丝·迈特纳,6987,"在一篇较早 的给高德斯密的报告中(Rosbaud to Goudsmit,August 1945 [AIP]),罗斯保德叙 述了一次和海森伯的坦率讨论;在讨论中,他们在政治问题上是完全不一致的",-1.0
丽丝·迈特纳,6991,"134.Hendrik B.G.Casimir,Haphazard Reality:Half aCentury of Science (New York:Harper &.Row,1983),207-208;Walker,German National Socialism, 105. 135.Heisenberg to Dirk Coster,16 February 1943(DM,IMC 291051)Powers, 477 in Heisenberg's War,431-432, 举出了外才克尔对海森伯的信的诠释,即认为那 是一次迫切的然而却绝望的道歉,海森伯必然在字里行间隐藏了别的含意",-1.0
丽丝·迈特纳,6994,"在她的海森伯传即Inner Exile的第82页上有一段典型的论 述,把对犹太人的迫害说得似乎是庸人自扰和也许是幻觉式的在1943年9月 份,玻尔曾经逃出了丹麦,坐小船在夜间越过了海峡,表面上是害怕反对犹太人的 一种计划的威胁(本书作者的着重语气)也提到她丈夫为保证玻尔的研究所的 独立而受的艰苦(他不得不[和盖世太保们一起]吃吃喝喝没有任何更省 事的办法)",-1.0
丽丝·迈特纳,7021,"38.Operation Epsilon,76-77. 39.Ibid.,90. 40.Goudsmit,Alsos,46-49;Powers,Heisenberg's War,431;Cassidy,Uncer- tainty,485,513ff.Max Dresden (letter to the editor,Physics Today 44,no.5[May 1991]:92,94)提到高德斯密对海森伯深感失望和生气,认为他的忠于纳粹德国是 违反了国际物理学界关于正直和责任的标准",-1.0
丽丝·迈特纳,7034,"这种立场和 Walker 在(inLegendenand German National Socialism,Chap.7,n.85,p.264) 的立场相一致,Walker 指责了从Jungk 到现在 的后来作者们不加批判地接受了海森伯的故事",-1.0
丽丝·迈特纳,7044,"又,Time,20 August 1945,31,哈恩给Naturwis- senschaften 写了一篇没有信心的短文,但是已经逃避希特勒而来到哥本哈根 的迈特纳却把想法告诉了尼耳斯 玻尔,而玻尔就把它带到了美国,而美国的科学 家们就跳到了他们的原子破碎那里,然后就很有义气地等着,以便迈特纳能 够首先发表",-1.0
丽丝·迈特纳,7045,"69.Operation Epsilon,102-103. 70.Otto Hahn to Major Rittner,8 August 1945.Copy in Meitner's papers (MC);not reproduced in the Farm Hall transcripts 71.Hahn to Meitner,7 February 1939(MC). 72.So stated by Karl-Erik Zimen,Die Saga des Urans und der Januskopf des Fortschritts,""Atomwirtschaft(December 1988):578-584;and Zimen,Otto Hahn, Lise Meitner und die Kernspaltung im Ausblick auf die Zukunft,Phys.B1.35 :200-210. 73. 这一名称和本章的标题都来自Primo Levi,The Drowned and the Saved, trans.Raymond Rosenthal(New York:Vintage International,1989),31. 第十四章 抑制过去 1.For the Farm Hall reaction to Hahn's award see Operation Epsilon:The Farm Hall Transcripts(Berkeley,Los Angeles,and Oxford:University of California Press,1993),244ff. 2.Lilli Eppstein,Stocksund,pers.comm.,18 February 1987 3.Hans Pettersson to Lise Meitner,16 November 1945(MC).krokbenslaggare 这个词是指一个企图坑害别人的人,一个玩弄诡计的小人",-1.0
丽丝·迈特纳,7072,"关于各个诺贝尔委员会,见 Elisabeth Crawford, J.L.Heilbron,and Rebecca Ullrich,The Nobel Population:1901-1937(Berkeley: University of California,(ffice for History of Science and Technology/Uppsala:Up- psala University,Office for History of Science,1987),6-7. 19.Operation Epsilon,244-245;Krafft,Im Schatten der Sensation,483-484. 20.Karl-Erik Zimen,Otto Hahn,Lise Meitner und die Kernspaltung im Aus- blick auf die Zukunft,""Phys.Bl.35:200-210.诺贝尔委员会[原文如此, 应为王国科学院]的多数人不允许自己的观点被1945年的充满仇恨的气氛所污 染,而这就减轻了重建德国科学的困难",-1.0
丽丝·迈特纳,7082,"74.Aftonbladet,11 December 1946.For the translation,I am grateful to Lilli Eppstein. 75. Otto Hahn, Von den Natrlichen Umwandlungen des Urans zu seiner Kernspaltung Knstlichen Zerspaltung,La Priz Nobel en 1946(Stockholm,1948),167- 183.English translation:From the Natural Transmutations of Uranium to Its Arti ficial Fission,Nobel Lactures,Chemistry,1942-1962(Amsterdam:Elsevier, 1964),51-66. 76.Meitner,diary,14 December 1946(MC). 77.Hahn to Meitner,21 December 1938(MC), 78.Hahn,Mein Leben,206;My Life,199;Krafft,Im Schatten der Sensation, 484. 除了别的许多不确切处以外,哈恩还把他的旅馆记错了:他住在Grand Hotel, 不是Savoy. 79.In 1966,Hahn asked Frisch(Hahn to Frisch,19 August 1966 [MC]): ""Does Tante Lise stillhave resentments from July 1938 when she,accompanied by Herr Coster,left Germany?For a while she believed it was not at all necessary. 641 Frisch replied(Frisch to Hahn.23 August 1966 [MC]):She certainly regards it as right that she left Germany in 1938;she has often told me the story,and always with gratitude for the people who helped her leave. 80.Meitner,1950-1951 memorandum booklet,27-28 June 1951(MC):(H [指哈恩]和我,共餐责备我离开得这么晚:忘了我是按自己的动念来感受的, 以及发生在他和霍尔莱恩之间的事也忘了他在1933年留住了我",-1.0
丽丝·迈特纳,7087,"7.Meitner to Eva von Bahr-Bergius,31 August 1946(MC). 8.Meitner to Bahr-Bergius,24 December 1946(MC). 9.Meitner to Bahr-Bergius,31 August 1946(MC). 10.Meitner to James Franck,14 July 1957(FP). 11.Meitner to Franck,22 August 1952(FP). 12.Meitner to Franck,14 July 1957(FP). 13.Ibid. 14.Meitner to Frau[?]Schindler,20 February 1957(MC):较高级职位中 对妇女的排斥是严重的",-1.0
丽丝·迈特纳,7102,"并请参阅Mark Walker,German National Socialism and the Quest for Nuclear Power,1939-1949(Cambridge:Cam- bridge University Press,1989),213-215. 57.Laue to Meitner,15 June 1948(MC). 58.Meitner to Margrethe Bohr,10 July 1948(MC). 59.Meitner to Hahn,6 June 1948(MC);reprinted in Krafft,Im Schatten der Sensation,185-186. 60.Hahn to Meitner,16 June 1948(MC). 61.Meitner to Hahn,23 July 1948(MC). 表示着和迈特纳相同的观点,Ute Deichmann,in Biologen Unter Hitler(Frankfurt:Campus Verlag,1992),188,指 出,德国人当时并不了解,作为一个群体,他们是被外国科学家们深深不信任的,特 别是在那些被毁坏了的国土上,例如荷兰、比利时、法国和挪威",-1.0
丽丝·迈特纳,7107,"外才克尔的信 (C.F.von Weizsacker to Meitner,24 April 1948 [MC]) 是严重地自我中心式的:昨天晚上您让我深深看 到了降临到您身上的命运我知道,人们不能减缓彼此的孤独",-1.0
丽丝·迈特纳,7108,"而且,按照事情 已经发生的方式,我看到我尤其无法减缓您的孤独",-1.0
丽丝·迈特纳,7138,"在他的 Autobiography,p.171 上,哈恩抱怨了他的中子源太弱,但是在(peration Epsilon,p.143 上,他却说海森伯的实验室中有一个高电压装置,他从那里得到了 较强的制备物,即使在他的研究所已经迁到Tailfingen 以后",-1.0
丽丝·迈特纳,7171,"57.Meitner to Franck,14 July 1957(FP). 58.Richard Rhodes,""The Complementarity of the Bomb,""J.Chem.Educ.66 :376-379. 59.Lise Meitner,Lecture,Austrian UNESCOCommission,30 March 1953,in Atomenergie und Frieden:Lise Meitner und Otto Hahn(Vienna:Wilhelm Frick-Ver- Iag,1954),11-26.on 23-24. 60.Meitner to Franck,?March 1958(FP), 61.Meitner to Franck,6October 1957(FP). 62.Meitner to Lilli Eppstein,27 September 1962(EC). 63.Meitner to James Franck,6May 1960(FP). 64.Meitner to Franck,19 August 1957(FP). 65.Meitner to Franck,15 March 1956(FP). 66.Meitner to Hahn,22 June 1953(MC). 67.Meitner to Franck,25 July 1961;also 30 November 1963(FP)(incorrectly given as 20 November 1963 in Jost Lemmerich,Mux Born,James Franck:Physiker in ihrer Zeit:Der Luxus der Gewissens[Berlin:Staatsbibliothek Preussischer Kul- turbesitz,Ausstellungskatalog 17,1982],172;the letter was written shortly after the assassination of President John F.Kennedy). 68.Meitner to Berta Karlik,13July 1959.Quoted in Karlik,Lise Meitner; Nachruf,Alman.Osterr.Akad.Wiss.119:345354. 69.Meitner to Franck,9 October 1958(FP). 70.Lise Meitner,""The Status of Women in the Professions,""Physics Toduy 13, no.8(August 1960):17-21. 71.Meitner to Franck,19 June 1959(FP). 72.Meitner to Franck,9 October 1958;29 March 1959;20 August 1959 (FP). 73.Meitner to Berta Karlik,3 April 1953.Quoted in Karlik,Lise Meitner, 353.Also see Berta Karlik,In Memoriam Lise Meitner,Phys.BI.35:49 -52. 74.Meitner to Berta Karlik,24 August 1950(MC). 75.Meitner to Eppstein,4 October 1963(EC). 76.Lise Meitner,Looking Back,Bull.Atom.Sci.20,no.11(November 1964):2-7. 77.(Otto Robert Frisch,interview,22 March 1975,Cambridge. 657 一 、 三 、 五 、 日 78.Meitner to Hahn,15 November 1953(MC);Meitner to Hertha Sponer,16 December 1953(FP). 79.Meitner to Eppstein,1 November 1960(EC). 80.Meitner to Eppstein,4 October 1963(EC). 81.Meitner to Eppstein,12 December 1963(EC). 82.Meitner to Franck,25 June 1961(FP). 83.Meitner-Franck correspondence,1960(FP);Meitner to Eppstein,16 January 1964(EC). 84.Meitner to Eppstein,1 November 1960(EC). 85.Meitner to Margrethe Bohr,17 June 1947(MC). 86.Meitner to Elisabeth Schiemann,18 November 1961(MPG). 87.Meitner to Eppstein,16 January 1964(EC). 88.Karlik,""Lise Meitner,""in Neue Osterreichische Biographie,Band XX(Wien: Amalthea Verlag,1979),51-56. 89.Meitner to Franck,20 March 1961;25 July 1961(FP);Meitner to Elisabeth Schiemann,18 November 1961(MPG). 90.Meitner to Franck,30 November 1963(FP). 503 91.1960年前后迈特纳笔记本 (MC) 摘录: 提给O.R. [奥托 罗伯特]的向题: 为什么e- 和e+ 是粒子和反粒子而和+却不是? 非奇异性力(对速度的依赖性) 有效核矩起源于物质内部的自由核矩问题 Pauling 的共振价健理论 带电粒子的谱密度 highfalutin? 金属中的费密面?反常趋肤效应? juke box? 史前巨石群(考古学)? 自旋-自旋弛豫效应? 核形状因子的意义是什么? 92.Meitner to Franck,20 March 1961(FP).In 1961, 缪斯堡尔正在被考虑 授予诺贝尔物理学奖",-1.0
何泽慧,12,"赖因哈德 勃兰特 I SBN 978-7-5440-7869-6 山西教育出版社微信公众号 9 I7875440786961> 定价:38.00元 3 山西出版传媒集团 山西教育出版社 图书在版编目(CIP) 数据 何泽慧传/孙汉城,刘晓,钱思进编著.--太原:山西教育出版社,2015.9 ISBN 978-7-5440-7869-6 1.何 .孙刘钱 .何泽慧(19142011)-传记 IV.K826.11 中国版本图书馆CIP数据核字第203677号 何泽慧传 HEZEHUI ZHUAN 孙汉城 刘 晓 钱思进/编著 出 品 人 雷俊林 策 划 刘立平 闫果红 责任编辑 闫果红 复 审 仇小燕 终 审 薛海斌 装帧设计 薛 菲 印装监制 贾永胜 发行总监 王永江 出版发行 山西出版传媒集团 山西教育出版社 (地址:太原市水西门街馒头巷7号 电话:0351-4035711 邮编:030002) 印 装 山西臣功印刷包装有限公司 开 本 78710921/16 印 张 16.75 字 数 267千字 版 次 2015年10月第1版 2015年10月山西第1次印刷 印 数 1-30000册 书 号 ISBN 978-7-5440-7869-6 定 价 38.00元 如有印装质量问题,影响阅读,请与印刷厂联系调换",-1.0
何泽慧,57,"5月1日,抱着不满 半岁的女儿祖玄, 一家三口登上了Andre Lebon号轮船返回祖国",-1.0
何泽慧,81,"科学上的创造性,应当根本地表现为提出自己的问题尔后去解决 它 ,而不只是跟在别人(或文献)提出的问题后面",-1.0
何泽慧,232,"1932年2月7日星期天,查德威克立刻动手,夜以 继日地干了十天,只是在极度疲惫的时候才偶尔打个盹儿",-1.0
何泽慧,293,曾有一个结果困扰着他们,-1.0
何泽慧,312,"一位是众所周知的瑞典人诺贝尔 (Alfred Bernhard Nobel,18331896), 从1901年开始,每年(两次世界大战期间除外)给全世界科学界的杰出人物 颁奖;另一位是比利时人索尔维 (E.Ernest Solvay,18381922), 他出资邀 请世界顶级物理学家与化学家到布鲁塞尔参加索尔维学术会议,探讨争论当前 学科最前沿问题",-1.0
何泽慧,362,"他马上想到:可能用不带电的中子轰击原子核 比用带正电的粒子轰击原子核更容易引起核反应,产生新的放射性同位素, 因为原子核带正电,要排斥粒子",-1.0
何泽慧,401,"这样做看起来没有问题,实际上却把核裂变产生的大质 第 1 章 / 核物理初创时期的历史回顾 量碎片也挡掉了",-1.0
何泽慧,481,"1948年夏,胡济民获得哲学博士学位,并留校任研究助 理,进一步研究核力问题",-1.0
何泽慧,568,"我 想你们二位也许对这些事情有类似的考虑,所以很想听听您的高见,并且关于 现在美国原子核物理实验室现状也请告诉一些消息(因为以往有原子炸弹之 军事秘密问题,听说对于外国人比较不如从前方便)",-1.0
何泽慧,617,做这种观测工作很辛苦,-1.5
何泽慧,632,"他想,断颈时有不大的机会可能分成三片,最小的碎片 同时受另两个大碎片的电场的排斥(因为它们都带正电),重碎片的推力更 大,把它推向偏于轻碎片那一边,所以,第三碎片与轻碎片的夹角略小于第三 碎片与重碎片的夹角",-1.0
何泽慧,701,"在遭受沉重打 击之后,美国总统杜鲁门在1950年11 月 30日举行的一次记者招待会上,在回答会不会使用原子弹的问题时,含糊其 辞地说:要使用一切可以使用的武力",-1.0
何泽慧,782,"何家虽是科举望族,但何澄年幼时很 不幸,三岁时父亲去世,十四岁时母亲也故去",-1.0
何泽慧,809,"1912年8月,陈其美因被 北京政府议员指责盘踞沪上,拥兵自雄, 军政府应撤不撤,梗国家之统一,不得已 何澄于苏州,1939年 (何泽瑛摄) 辞职,1916年被暗杀",-1.0
何泽慧,946,"钱民协说,家 里的电冰箱从1984年一直用到现在,出了问题自己就能修理",-1.0
何泽慧,981,"在《王明贞先生百岁寿辰文集》1中,王明贞回忆道: 在我童年的记忆中,我的祖母也是一位使我畏惧的长者",-1.0
何泽慧,984,"她见到后就愤怒地向我继母说:明贞这时应当去学校念书, 你怎么把她留在家里当婢女使唤?当然从此以后我就进了振华女中附小念 书",-1.0
何泽慧,1003,可见当时女生出国留学学物理是多么地困难,-1.0
何泽慧,1094,"2006年物理系建系 图4 - 1 清华大学科学馆 第4章 / 清华物理,德国兵工 80周年聚会时,老清华物理人李德平(1926 )对此楼从各个角度拍了好 几张相片,担心此旧楼被拆掉",-1.0
何泽慧,1194,"七七事变后第五天,他离 北平去福建,在长汀极其艰苦的条件下创 建厦门大学",-2.2
何泽慧,1265,"他注重基本概念的理解和基本问题的解决,尤其强调增强学生的动手 能力",-1.0
何泽慧,1311,"他们的同班同学于光 远在关于钱三强在清华大学求学时的政治 表现材料中写道:钱三强同志在清华是 不问政治的学生,没有参加过什么政治组 织,但有些正义感,对反动学生的行为有 时不很满意,偶尔也参加全校性的群众运 动",-1.5
何泽慧,1325,"同行五 个清华同学,毫不寂寞",-1.0
何泽慧,1347,"作为家中的长女,她要与苏州家人一起分担 战乱带来的苦难",-1.0
何泽慧,1418,"然而,纳 粹政府认为拉贝在南京的行为有悖于德日之间的外交关系,西门子公司也对他 组建安全区的做法不满意",-1.0
何泽慧,1466,"随着战争的扩大,希特勒的败相逐渐显现,盟军要炸平柏林的传言也让帕 邢教授担心,便设法给何泽慧找一个比较安全的地方",-1.0
何泽慧,1472,"第一次世界大战期间,他在骑兵部队服役,不幸成为俄国的战俘,被监禁 长达5年",-1.0
何泽慧,1503,"每个人 必须要认识到不仅要使自己在工作时间内,而且要在工作时间以外都在酝酿工 作中的问题才行",-1.0
何泽慧,1510,"尽管这样会引起许 多麻烦,还是应当把这件事当作一个规矩来执行",-1.0
何泽慧,1511,这样做的好处是立刻可以知 道各种困难所在和产生误差的来源,-1.0
何泽慧,1512,最大的困难常常会出现在完全没有预料到 的地方,-1.0
何泽慧,1517,"主要的问题是像维恩 (Wilhelm Wien,19061980,因热辐射规律 研究荣获1911年诺贝尔物理学奖)所说的,当你做实验时,你的眼睛要睁着",-1.0
何泽慧,1534,"战时生活艰苦,波特把自己房前屋后的绿地都种上土 豆、西红柿,何泽慧还记得她跟随波特锯木头烤火的情景",-1.0
何泽慧,1538,"5月1日,抱着不满半岁的女儿祖玄(为纪念祖父 钱玄同而起名),一家三口登上了Andre Lebon号轮 船返回祖国",-1.0
何泽慧,1552,"而作为女性,她认为""妇女学科学者在 能力、智力等方面并没有什么困难,对比法国在女性权利方面的保护,她还 对中国许多机关不任用已婚女子表示了不满",-1.0
何泽慧,1621,"北平的政府机构和有钱人纷纷南迁, 市场萧条,就业困难",-1.0
何泽慧,1622,"我不愿放弃物理,又没能在北平的学校或研究机构找到 合适的工作,唯一的选择是考研究生",-1.0
何泽慧,1628,"钱先生对我说,我们能否不依赖进口的Ilford 核乳胶,自己研究出同样灵 敏甚至更好的核乳胶来?他让我看一篇论述乳胶制作的文章,自己试一试",-1.0
何泽慧,1688,"1942年,在国内 何泽慧传 图5-5 5 王淦昌 抗日战争十分艰苦的条件下,时任浙江大 学教授的王淦昌创造性地提出了用铍-7 的 K电子俘获来证实中微子存在的实验方 案",-1.8
何泽慧,1724,"他被任命为中央大学校长,临行前,他在昆明做了 一场关于原子弹原理问题的报告,并恳请梅贻琦允许他从联大带走了核物理学 家赵忠尧",-1.0
何泽慧,1790,"困难主要 是所用化学药品国内不能全买到,质量优良的明胶亦不易购买,可以在乳胶中 产生反冲质子的中子源也没有",-1.0
何泽慧,1792,就可以利用云室研究正电子与负电子的散射问题了,-1.0
何泽慧,1796,"当年12月开始研究负电子和正电 子之散射的辐射改正,试图解决何泽慧在德国的实验结果与印度理论物理学 家巴巴的计算结果在高能区不相符合的问题",-1.0
何泽慧,1797,"但是,由于次年5月金星南去西 南参加土改工作造成研究中断,在这期间国外已解决了这个问题,后来这一题 目只好取消了",-1.0
何泽慧,1823,彭德怀司令员亲自到东黄城根向钱先生和 赵先生请教有关问题,-1.0
何泽慧,1824,"我军首先得有一些能探测放射性的设备,而困难的是, 我们当时不仅盖革管还在试制阶段,就连盖革淬灭电路上急需的阻值在10 M 的淬灭电阻,竟然跑遍北京的无线电商店加旧货店也寻不着!没有办法,连这 也得自己做:截取一段玻璃棒,两端绕上裸铜丝,用真空蒸发法在中间蒸上一 层薄薄的金膜,再用石蜡封上",-1.0
何泽慧,1844,"第一阶段, 组成一个由副研及以上的科研人员组成的计划委员会, 讨论拟定全所计划草案;第二阶段,将全所科研人员分 成核物理、放射化学、宇宙线、理论物理四个组,先对 全所的计划草案提意见,然后制订本组具体的五年计划 与1953年年度计划,最后再讨论培干问题",-1.0
何泽慧,1924,"何泽慧讲究工作方法,将要解决的问题列出清单逐个解决",-1.0
何泽慧,1925,这些问题是: 颗粒大小及其均匀问题雾点问题颗粒聚结问题潜影衰退问题 增感问题真空脱裂问题储存问题,-1.0
何泽慧,1926,"例如颗粒大小及其均匀问题,研究了加少量碘化钾与溴化镉的影响",-1.0
何泽慧,1932,雾点问题更是何泽慧直接提出要解决的问题,-1.0
何泽慧,1937,"如何解决雾点问题?她 Br 0.10 0.02 o 10 20 图6-4 乳 又提出了将原料明胶多次用蒸馏水浸泡提纯的方法,这是从厚厚的德文书上查 到的",-1.0
何泽慧,1938,"就这样,在她的严格把关下,一个问题、一个问题地去解决,于1956 年制成对质子、粒子及裂变碎片灵敏的原子核乳胶核-2和核-3以及核-2 载硼、载锂乳胶,在主要性能上达到与英国伊尔福C-2 乳胶相当的水平",-1.0
何泽慧,1964,这就为提高灵敏度问题指明了方向,-1.0
何泽慧,2047,"在留苏副博士论文答辩前夕放弃学位调到实习团的杨桢说:""当时在苏联学习 是这样:他们有一个总工程师,我们中国人这里就安排一个人跟他学怎么当总 工程师;他们有一个技术员,我们就让一个人去学怎么当技术员;他们是物理 学家,我们就安排一名物理学家和对方学",-1.0
何泽慧,2061,"也是在苏联做副博士论文即将完成时接到调令而放弃学位到实习团报到的 钱皋韵(1927 )回忆道: 我初次见到何泽慧先生是1955年11月初,在莫斯科大剧院背后普希金街 的十月旅馆",-1.0
何泽慧,2069,"从列宁格勒大学物理系放弃获学士学位的机会而直接参加实习团的黄胜年 (19322009)和顾以藩(19332007)在《我们所知道的钱三强与何泽慧先 生》32一文中回忆了与何泽慧见面及学习的情形: 我们到达时,实习团的同志们都在研究所(当时称热工实验室,后公开 称理论与实验物理研究所)里,晚上才回来",-1.0
何泽慧,2077,"两位先生每次都从头至尾参 加,跟大家一起提问题,一起寻求答案",-1.0
何泽慧,2109,"一些留美、留欧的科学 家,如张文裕、汪德昭、王承书、谢家麟、张家骅、丁渝、郑林生、范新弼、 李整武、萧伦、冯锡璋等也回国了,同时补充了大量学习核物理的留苏学生和 北大、清华等高校毕业的本科生,物理研究所充满了生气,工作空前繁忙",-1.0
何泽慧,2182,"他当着全室人员的面 宣布说:正因为我又是所长,又是这个室的主任,今后凡是遇到分配经费、 分配仪器等问题,我们这个室, 一定不能与别人争,只能吃亏,不能占便 宜",-1.0
何泽慧,2201,"但是,做中子物理的实验比做带电粒子核反应又困难得多",-1.0
何泽慧,2205,"早期,连屏蔽用的含硼石蜡块都得自己做,更是辛苦",-1.0
何泽慧,2228,"几年之后,我国就有了自己的中子 标准,并用以解决了一系列实用问题",-1.0
何泽慧,2249,于敏受批判是因为不关心政 治的所谓白专道路,-1.0
何泽慧,2255,"本来,何泽慧看到 坨里附近有磁家务煤矿,她去考察以后了解到有的矿井有500米深,山岩可挡 住大量宇宙线,就让孙汉城设计加工了一个铅室,准备开展稀有现象双 衰变的研究,这是关系到轻子数是否守恒的问题",-1.0
何泽慧,2314,"线里的一些大问题,她则通过会议组织研究",-1.0
何泽慧,2328,"在讨论1958年北京大学化学系毕业后来所从事闪烁晶体研制工作 的俞嗣蛟是否提的问题时,出现了严重分歧",-1.0
何泽慧,2343,"当时 我很生气,因为我费了很大劲才焊上的电阻被拔掉了",-1.5
何泽慧,2388,"他在美国获得博士学位后,于1950年冲破 阻力回国",-1.0
何泽慧,2414,"九局领导就召开了一次班组长以上的科技骨干动员大会,将任 务当中需要解决的科学技术问题按学科进行分解",-1.0
何泽慧,2474,"何先生让我们先汇报我们的 实验技术、测量方法、数据处理、误差计算及一批样品的测量结果,然后就大 家提出的问题和意见予以回答",-1.0
何泽慧,2490,"虽然数电子径迹数目太麻烦,不实用,但通过此工作, 孙汉城也掌握了如何计算电子束打重金属靶产生X 射线的能谱与产额的方法, 当他26年后设计民用的集装箱检查装置时就得心应手了",-1.0
何泽慧,2498,"钱三强和得意弟子们都下放走了,剩下了孤独的何泽慧",-1.0
何泽慧,2523,"在实验中遇到过许多困难,先生要求大家献计献策,互相帮助解决问题",-1.0
何泽慧,2550,可惜我们没有将此问题再向她请教,-1.0
何泽慧,2572,"一次晚上发生 了煤气中毒事故,亏得一起下乡的同屋的原子能职工医院胡岳珍大夫及时发现,才 避免了悲剧的发生",-1.0
何泽慧,2636,"我们研究裂变遇到的最大困难是堆 垒,这种探测器不怕粒子,正是我们想要的",-1.0
何泽慧,2666,"每种探测方法都各有 特点,只要能充分发挥它的特点,就能解决其他方法不能解决的问题,做出有 意义的成果",-1.0
何泽慧,2671,"在何先生看来,简单设备也有独到之处,关键在于 我们能不能找到适宜的、悬而未决的科学问题巧妙地加以解决",-1.0
何泽慧,2680,"有 一 次批判会上,主持人还打招呼,对钱三强说: 你可以坐下回答问题",-1.0
何泽慧,2694,"当时她已经50多岁了,身单体弱, 她宁愿承受艰苦的劳动,都不愿意弯下腰来委曲求全",-1.0
何泽慧,2709,"何泽慧最伤心的事是,原子能研究所的两派群众组织都派人到中关村来抄 家,也许知道何泽慧的脾气,他们趁她不在家的时候突然上门",-2.5
何泽慧,2749,"记者:钱先生的心态也跟您一样好吗? 何泽慧:他不如我,他要生气",-1.0
何泽慧,2751,"思想改造、劳动锻炼这当然是必修课,但我们曾是一个科学 工作者,世界上有无穷无尽的问题可以去研究,也应该去研究",-1.0
何泽慧,2832,"1968年3月25日, 一部和二部物理线的部分科研人员以革命群众的 名义给聂荣臻副总理写信,题为关于原子核物理基础研究体制问题的建 议",-1.0
何泽慧,2837,"虽然聂荣臻因二月逆流事件处境艰难,但这封信还 是起了一定效果",-1.0
