科学家,句子编号,句子,情感得分
杜德娜,2042,"虽然大多数的脱靶效应不至于摧 毁细胞,但我们从疾病和癌症中早就认识到,即使是单一突变也可能给 生物体带来灭顶之灾",-1.0
杜德娜,2049,"不过,问题在于,无论计算机算法设计得多么 精良,它可能也无法穷尽所有的脱靶位点",-1.0
杜德娜,2050,"鉴于这些问题,研究人员采取了第二种策略,即,假定我们对脱靶 位点一无所知,检测它们的唯一办法就是通过实验来寻找那些不该出现 的新突变",-1.0
杜德娜,2062,"到今天,CRISPR技术也不过才出现短短几年,但是几乎所有疾病 的治疗方案都有可能因CRISPR而改变",-1.0
杜德娜,2063,"除了癌症、艾滋病,以及我们 目前讨论过的遗传病,从已经发表的科学文献里,我们发现,CRISPR 可能用于治疗的疾病清单越来越长:软骨发育不全症、慢性肉芽肿、阿 尔茨海默病、先天性失聪、肌萎缩侧索硬化、高胆固醇、糖尿病、戴 萨克斯症、皮肤疾病、脆性X染色体综合征,甚至不育症",-0.3333
杜德娜,2065,"由于CRISPR可以对任何DNA序列进行精确定位并修复,它被吹捧 成了万能灵药,可以消灭一切疾病",-1.0
杜德娜,2067,"许多 疾病从自闭症到心脏病都没有明显的遗传学原因,或者是由遗 传变异和环境因素的复杂、综合作用所致",-1.0
杜德娜,2071,"此前的基因工程技术,包括基因治疗和RNA干扰,也曾受到过类似 的追捧,被誉为最终改写医学的突破性进展,但数百个临床治疗失败的 例子无疑对这些热情浇了一盆冷水",-1.0
杜德娜,2079,"如果 我们还没有对安全性和伦理问题有充分的理解,如果我们没能创造机会 让所有的利益相关人参与讨论,科学家最好暂时不要编辑生殖细胞系",-1.0
杜德娜,2080,"不过,说真的,我们是否哪天可能会具备这样的智力和情操,来掌握我 们的遗传命运?从我最初意识到CRISPR的惊人潜力的那一刻,这 个问题就在我脑海里久久萦绕,至今尚无答案",-1.0
杜德娜,2102,"为了吸引塞缪尔作为科学顾问加盟,克里斯蒂娜向他保证,她的公 司只在人类胚胎中引入能够预防遗传病的突变,而不会制造任何跟预防 疾病无关的DNA突变",-1.0
杜德娜,2116,"考虑到CRISPR已经用于多种动物(从线虫到山 羊),此次更是应用于灵长类动物,CRISPR应用于编辑人类的基因 组,只是时间早晚的问题",-1.0
杜德娜,2118,"固然,我无法否认基 因编辑会给世界带来种种惊人的益处让我们更好地理解人类的遗传 特征,让食物生产的过程更加可持续,并治愈许多折磨人的遗传病",-1.0
杜德娜,2119,"与 此同时,我也越来越担心CRISPR可能会用于他途",-1.0
杜德娜,2127,"我逐渐意识到,问题并不是基因编辑是否会用于编辑人类生殖细胞 系,而是这件事情何时会发生,以及如何发生",-1.0
杜德娜,2137,"辛斯海默对那些批评遗传工程不过是改造人类的新 式空想的人士不无嘲讽:显而易见,人类并不完美,缺陷多多",-1.0
杜德娜,2143,"进行首次基因治疗临床试验的 首席科学家弗伦奇安德森,对试图利用基因编辑来改进人类细胞(无 论是体细胞还是生殖细胞)的想法,从技术和伦理的角度坦率地提出了 批评",-1.0
杜德娜,2157,"到了20世纪 90年代,通过修饰小鼠生殖细胞系的特定基因来制造出人体疾病的小鼠 模型这样的实验已经成为常规操作",-1.0
杜德娜,2168,"自从 人类对全基因组测序之后,许多人认为遗传学家很快就能够找到疾病的 遗传学基础,并理解更广泛的人体特征(从身体到认知)的遗传学根 源",-1.0
杜德娜,2172,"这种操作果真可以安全地治好遗传病吗?它是否有某些无法预见的 副作用?在当时,我们还无法设计实验来回答这些问题",-1.0
杜德娜,2173,"假定这些操作 是安全的,医生和患者是否会仅仅用于治疗?他们是否会跨过红线进行 某些非必需的遗传修饰?虽然当时我没有全身心地投入思考这些问题, 但提起生殖细胞系这个话题时,我还是感到非常困扰",-1.5
杜德娜,2177,"虽然我没 有参加这次会议当时,我的研究重心还是微小的RNA分子如何折叠 出精巧的三维结构,但事后的会议记录让我确信,对干预人类生殖细胞 系担心的不止我一人,让我忧虑的事情也并不新奇",-1.0
杜德娜,2179,"像今天许多忧心忡忡的科学家一样,这些研究人 员也在思索这些棘手的问题,包括:科学家在改写生殖细胞系的时候是 否逾越了任何自然或者神启的律法?这些努力是否让优生学(这个观 念在20世纪给人类带来了许多灾难)死灰复燃?虽然有这些沉重的伦理 学问题要考虑,1998年会议的与会人员仍然对利用最新的科学突破来改 进人类的前景感到乐观",-0.2
杜德娜,2180,"专家小组讨论的话题包括清除疾病、治疗严重 的遗传缺陷、一般性地改进演化的自然进程他们认为,在必要的时 候,我们需要采取这些干预措施",-1.0
杜德娜,2182,"该研究报告的结论是,在当时的情况下,生殖 细胞系干预的安全性尚无法得到保障,相关的伦理问题非常严峻,以此 来改进人类的风险尤为突出",-1.0
杜德娜,2192,"当然,这里也有伦理问题需要考虑",-1.0
杜德娜,2193,"如 果产前测试显示胚胎可能患有某种严重的异常疾病,家长往往有两个选 择:等待分娩或者流产",-1.0
杜德娜,2196,"虽然胚胎着床前基因诊断仍然有些技术问题需要解 决,不过整体上,它可以有效预防一些遗传病",-1.0
杜德娜,2198,"这项技术虽然避 免了堕胎的伦理争议,却必须考虑另外一些沉重的哲学问题",-1.0
杜德娜,2201,"今天,在许多国家(包 括印度和中国),胚胎着床前性别选择都是非法的,除非是为了避免X 染色体连锁的疾病(比如在英国)",-1.0
杜德娜,2232,"显然,这里有许多哲学、实践以及安全上的问题下一章我会详 细谈到它们,并展开深入的讨论,但是,所有这些并不意味着我们要彻 底禁止使用该技术",-1.0
杜德娜,2241,"在黑暗中躺着,我感到心脏怦怦直跳,我无法摆脱梦里留下的那份糟糕 的预感",-1.0
杜德娜,2245,"更糟糕的是,CRISPR不仅仅用于世界各地的学术机构 和公司研发部门,也以100美元的价格在网上向消费者出售",-1.0
杜德娜,2265,"事实上,鉴于针对转基因生物广泛存在的忧虑和敌视态度,我尤其 担心,关于生殖细胞系编辑的信息缺位或者信息错误,可能会让我们无 法在需要的时候使用CRISPR ,即使它是安全的",-1.0
杜德娜,2268,"联合其他有共同关切的科学家,我们可能在灾难发生之 前拯救CRISPR吗?如果等到灾难发生之后再采取行动,那我们岂非重 蹈了核武器的覆辙? 我也回顾了重组DNA技术的发展历史,并试图从中汲取教益",-0.3333
杜德娜,2278,"此外,由于SV40病毒会在小鼠中引发癌 症,人们担心SV40的DNA片段会引起某种新型的致癌病原体,一旦释 放到环境里,它也许会在人类或者其他物种中传播致癌基因或者抗生素 耐药基因,带来麻烦",-1.0
杜德娜,2297,"与会的媒体人士向普通 大众传达了科学家的讨论内容,这样,公众不满或敌意情绪就没有机会 出现,这种透明的交流方式最终为研究得以继续赢得了大众的普遍支 持",-1.0
杜德娜,2298,"不过,对第二次阿西罗马会议也不乏批评的声音",-1.0
杜德娜,2300,"另外一些人的不满是,这次会议没有谈及 生物安全和伦理议题",-1.0
杜德娜,2301,"更多的批评矛头指向的是这种观念这些专家 认为自己是评估该技术的风险、收益和伦理挑战的最佳人选,因为他们 试图来定义这场辩论的基本概念,如亚利桑那州立大学的一位科学史专 家本杰明赫特尔伯(Benjamin Hurlbut)所言:这套策略完全背离了民 主程序",-1.0
杜德娜,2306,"不过,这里有一个问题,那就是社会无法对它不 理解的技术做决定,对它毫不知情的技术更是如此",-1.0
杜德娜,2314,"显然,当务之急是开诚布公地探讨生殖细胞系编辑的问题,不能再 有任何推迟,我感到自己有必要参与开启这个讨论",-1.0
杜德娜,2343,"我认为,这很大程度上是因为CRISPR降低了技术难度,使 得之前非常困难的生殖细胞系编辑成为可能",-2.0
杜德娜,2350,"当我们的对话进行到下午,我们思考了有关社会正义、生殖自由的话 题,并公开讨论了对优生学的担忧",-1.0
杜德娜,2351,"一些出席者对于科学在这个方向的 发展心存疑窦,而另一些人则认为生殖细胞系编辑并没有什么问题,起 码理论上没有什么问题,只要它安全、有效,只要收益显著大于风险, 我们就没有必要把这项技术与其他医疗措施区别对待",-0.3333
杜德娜,2352,"不过,最终我们意识到,这个问题的决定权不在我们",-1.0
杜德娜,2365,"我们认为,这篇文章的目的应该是引起大家对这个问题的关注,而 不是事无巨细地讨论这个问题",-1.0
杜德娜,2389,"对于这篇文章是否会被接纳,我之前是有顾虑的,但是文章一发 表,这些忧虑就涣然冰释",-1.0
杜德娜,2401,"如果传闻并不属实,正是由于像我这样认为应该叫停这类研究的 人的担心才传出来,那岂不是讽刺? 我越是思考这件事,就越觉得关于人类生殖细胞系基因编辑的研究 可能出乱子",-1.0
杜德娜,2405,"我最大的担忧是,这可能会引起公众对这项新兴的技术产 生敌意,而忽视了它潜在的巨大好处",-1.0
杜德娜,2412,"那些乙型球蛋白基因受损的人,会得一种叫作乙 型地中海贫血的血液疾病",-1.0
杜德娜,2419,他们的方法也有点问题,-0.8
杜德娜,2425,"事实上,这些安全风险正是我所担心的,这也是激励我发起公开倡 议,在人类生殖细胞系中叫停这类实验的原因",-1.0
杜德娜,2427,"不可 否认的事实是,我们已经越过了临界点现在生殖细胞系编辑已经用 于人类胚胎了,这距离临床试验,只是时间早晚的问题",-1.0
杜德娜,2461,"他们留意到(当然,他们大大简化了问 题),基因编辑可能会完全清除遗传缺陷 ,并显著减少慢性疾病带来 的伤害",-1.0
杜德娜,2464,"一个月之后,久负盛名 的哈佛学者史蒂芬平克(Steven Pinker)在《波士顿环球报》上著文, 对围绕诸如CRISPR等最新生物技术的过分谨慎的态度表达了不满",-1.0
杜德娜,2485,林林总总的话题可以分成三个大类:安全问题、伦理 问题和监管问题,-1.0
杜德娜,2486,"关于安全问题,我们需要讨论,在何种情况下,针对生殖细胞系的 基因编辑可以被认定为足够安全,可以用于临床治疗",-1.0
杜德娜,2489,"除此之外,人类遗传学的全部知识是否有朝一日能使我们准 确预测并提前规避最糟糕的后果?对此我心存疑虑",-2.5
杜德娜,2496,"受 邀人包括玛利亚贾辛和达娜卡罗尔,她们是利用DNA剪切酶进行基因 编辑的开拓者;埃马纽埃尔卡彭蒂耶,CRISPR课题的合作者;张锋和 乔治丘奇,基因编辑技术的两位创新者;费奥多尔乌尔诺夫(Fyodor Urnov),首位把基因编辑药物用于临床试验的开发者;丹尼尔凯文 (Daniel Kevles),研究优生学史的专家;约翰哈里斯(John Harris),一位支持改进人类的哲学家;玛西达尔诺夫斯基(Marcy Darnovsky),遗传与社会中心的执行主任;凯瑟琳布莉丝(Catherine Bliss),研究性与性别问题的专家,以及鲁哈本杰明(Ruha Benjamin),研究种族与民族、健康与生物技术问题的学者",-0.3333
杜德娜,2500,"事实 上,这次会议结束的时候(2015年12月3日),我发现自己思考的问题 没有比会议之前减少,甚至更多了",-1.0
杜德娜,2512,"但根据最新的 研究,即使是这个问题如何确保基因编辑工具的精确性达到100% 很快也将被攻克",-1.0
杜德娜,2527,"一个办法是胚胎植 入前检查,我们在使用CRISPR编辑过基因组之后,将胚胎植入母亲的 子宫之前,仍然有机会检测到我们不希望的罕见突变",-1.0
杜德娜,2531,"在评估生殖细胞系基因编辑准确性的时候,还有许多问题需要考 虑,但最前沿的科学进展表明,这些问题并非无法克服的挑战",-1.0
杜德娜,2538,"研究人员现在推测,那些 携带着一份会引起囊性纤维化疾病突变拷贝(如果带有两份就会得病) 的人,对肺结核的抵抗力更强在17~19世纪之间,1/5的欧洲人因 为肺结核而丧命",-1.0
杜德娜,2539,"即使是跟神经退行性疾病(比如阿尔茨海默病)有关 的变异可能也有益处,比如在年轻的时候认知能力更强,情节记忆和工 作记忆力更好",-1.0
杜德娜,2549,"编辑一个尚未出生的人类 基因,这必然会牵扯出各种各样的伦理问题,有些问题是如此复杂,我 不得不呼吁暂时停止对生殖细胞系的基因编辑,以便我们详细考察这些 问题",-1.0
杜德娜,2550,"仅仅因为我们能够编辑人类的生殖细胞系,就意味着我们应当去做 这件事吗?这是一个我不断扪心自问的问题",-1.0
杜德娜,2552,"比如,当父母同时患有隐性遗传病比如囊性 纤维化、镰状细胞病、白化病、范可尼贫血的时候,他们的孩子注 定也会患上这些疾病",-1.0
杜德娜,2554,"一个类似的情形是显性遗传病比如亨廷 顿疾病、马凡综合征只需要一份突变基因就足以导致疾病了,无论 突变基因来自父亲还是母亲",-1.0
杜德娜,2555,"虽然这些疾病可以通过体细胞编辑得到治疗,但是生殖细胞系编辑 可以从源头上解决问题,让孩子压根儿就不必受苦",-1.0
杜德娜,2559,"这个时候,生殖细胞系编辑还是必要的吗?如果我 们同时考虑这两种情况,权衡之下,生殖细胞系编辑是更好,还是更 坏?它缓解的痛苦是否多于它造成的痛苦? 这个问题-我们是否应当去做?让科学家和普罗大众都感到 难以抉择",-1.0
杜德娜,2563,"在面对这种棘手的问题时,宗教是一个明显的伦理向导",-1.0
杜德娜,2575,"可以说,大自然不是一个工程师,而更像一个修补匠, 而且水平相当糟糕",-1.3
杜德娜,2576,它的粗心大意对于那些不幸携带了特定遗传突变的 人来说显得无比残忍,-1.0
杜德娜,2580,"这是因为前者不是人工制造的,而后者是人工制造的 吗?在我看来,这种对自然与非自然的区分是虚假的",-1.0
杜德娜,2581,"如果这种观念阻 止了我们缓解人类的痛苦,那它还是有害的",-1.0
杜德娜,2584,"她的妹妹患上了一种罕见但严酷的遗传病,身体和心智健康严 重受损,也给大家庭造成了极大的痛苦",-1.0
杜德娜,2585,"如果我可以使用生殖细胞系 编辑把人群中的这种突变剔除,让其他人不再遭受我妹妹遭受的痛苦, 我会毫不犹豫地这么做!她说这话时,我看到泪水涌上了她的眼眶",-1.0
杜德娜,2587,"我当时没有勇气问他是否 也携带着突变基因,如果是,那么他很可能不久也会被疾病夺去行动能 力和言语能力,甚至不久就离开人世",-1.0
杜德娜,2588,"看到灾难降临在我们爱的人身上 已经是非常痛苦的折磨了,更何况是降临到自己头上",-1.3333
杜德娜,2589,"诸如此类的故事彰显了遗传病会带来怎样的人间悲剧,这也反映了 我们迟迟没有正面解决它们",-1.0
杜德娜,2596,"有些生物伦理学者也表达了类似的担忧,暗示生殖细胞系编辑改 变了人性的本质,改造人类的基因组最终会改变人性本身",-1.0
杜德娜,2598,"但是,当我想到那些 因为遗传病受苦的个人和家庭,我不得不说,我们不能彻底放弃使用生 殖细胞系编辑的可能,因为那样代价就太大了",-1.0
杜德娜,2600,"在首次国际峰会上,我们谈起了这两个问题,但并未找 到解决之道",-1.0
杜德娜,2601,"第一个问题是,一旦医生开始使用CRISPR来拯救生命, 是否每个人都有能力控制生殖细胞系编辑如何使用;第二个问题跟社会 正义有关,即CRISPR会如何影响社会",-1.0
杜德娜,2608,"讽刺的是,一旦允许用于治疗疾病的生殖细胞系编辑,其他更明显 的非医学遗传改进恐怕也会逐渐变成现实",-1.0
杜德娜,2613,"这种类型的实验是属于治疗疾病,还是遗传改进?它的最终目的是 预防疾病,但是它也使得孩子有了其他人所没有的优势特征",-1.0
杜德娜,2625,"毕竟,相比产前基因治疗干预疾病,为患有遗传病的个体提供终 生治疗要昂贵得多",-1.0
杜德娜,2633,"正如残障人士维权组 织指出的那样,使用基因编辑修复失聪或肥胖,这可能会导致社会更 缺乏包容,迫使每个人都跟其他人一样,甚至会鼓励人们歧视那些能力 不同的人,而不是接纳我们天然的差异",-1.0
杜德娜,2637,"正是出于这种担心基因编辑也许会进一步恶化目前对少数群体 的歧视,许多作者认为生殖细胞系编辑与优生学是一丘之貉",-1.0
杜德娜,2640,"悲哀的是,在20世纪30年代的美国,类似的优生学运动是稀松 平常的事,在许多州,直到20世纪70年代,强制绝育才完全终止",-1.0
杜德娜,2643,"从技术上而言,在胚胎里使用CRISPR来对抗疾病 的确是一种优生学实践,但胚胎植入前的检查也是,超声技术也是,产 前补充维生素也是,甚至孕妇孕期戒酒也是",-1.0
杜德娜,2649,"我对生殖细胞系编辑伦理困境的思考也在不断演变但是,我发 现,我的思考不断地回到选择的问题",-1.0
杜德娜,2652,"正如一位亨廷顿疾病患者查尔斯萨拜恩(Charles Sabine)所言:那些身患遗传病并为此受苦的人,丝毫不觉得这里有任 何的伦理困境",-1.0
杜德娜,2670,"关于生殖细胞系编辑的公共政策之语焉不详,让监管执行变得更为 困难",-1.0
杜德娜,2677,"与此相反,在墨西哥,关于改造人类遗传物质的规定考虑的是它们 的目的:如果是为了治疗严重的疾病或缺陷就是可以的,用于其他目 的都不行",-1.0
杜德娜,2678,"但问题是,谁来判定何种状况是严重的疾病或缺陷?政府, 医生,还是患者? 美国国会至今甚至都不敢正视有关在人类胚胎中使用CRISPR进行 临床治疗的请愿书(更别提看懂了)这无异于立法上的鸵鸟政策",-1.0
杜德娜,2681,"这个问题的解决办法是,2016年国会又临时增加了一项规定,FDA对于 这样的申请一律视而不见,就如同从未收到)",-1.0
杜德娜,2698,"虽然就此达成国际共识的可能性还难以捉摸,我们仍然不能放弃, 必须勇于尝试",-1.0
杜德娜,2701,"盲目推进新技术,当 然会带来新的问题,比如,为了争夺核武器带来的优越地位,许多国家 投入巨资进行研发,进行军备竞赛,彻底改变了全球政治体系,许多人 的生命因此危在旦夕",-1.0
杜德娜,2715,"如果你有兴趣,不妨琢磨一下这个发人深省的问题:在未来500 年,类似CRISPR的技术对社会、对人类还有哪些方面的影响? 毫无疑问,许多变化是有益的",-1.0
杜德娜,2718,"再设想一下,农民、牧民利用 CRISPR改造过的农作物和动物解决了全球饥饿问题,并使它们更好地 适应气候变暖",-1.0
杜德娜,2735,"不过,我还是试着回答了她的问题",-1.0
杜德娜,2750,"特别是在过去5年,我经历了人际关系的方方面面,从 深厚的友情到恼人的背叛,我也从中汲取了教益,加深了对自己的认 识",-1.0
杜德娜,2753,"当前,公众对科学家工作的不信任正日益加深事实上, 越来越多的人开始怀疑科学是否真的在解释世界、造福世界",-1.0
杜德娜,2756,"除非我们跟这些反对者及时对话、沟通,消除误 会,否则不信任就会日渐加深",-1.0
杜德娜,2757,"对于这些交流失败的情形,科学家也负有部分责任",-1.0
杜德娜,2768,"如果说目前有什么因素阻碍了我们应对这项挑战,那就是交流壁 垒",-1.0
杜德娜,2775,"教育机 构需要重新思考学生是如何学习的,以及学生如何把所学的知识用来解 决真正的社会问题",-1.0
杜德娜,2779,"完成一个想法总是比提出一个想法更为困难,但是我感到身边的同事们 对于这些跨学科项目的兴趣越来越浓",-1.0
杜德娜,2828,"比如,HTT基因编码 的蛋白质叫作Huntingtin ,亨廷顿疾病就是由HTT基因突变引起的",-1.0
