科学家,句子编号,句子,情感得分
卡塔林·考里科,4652,"大多数时候,它们引起 的疾病都很轻微:普通感冒或胃肠道问题",-1.0
卡塔林·考里科,4667,"但当科学家和公共卫生官员听到无症状时,他们更 加担心了",-1.0
卡塔林·考里科,4680,"这些蛋白质的协同作用使病毒能够 逃避宿主的免疫系统,进入细胞,破坏正常的细胞功能,劫持细 胞,并开始大量的,有时甚至是致命的自我复制",-1.0
卡塔林·考里科,4713,"我计算过,如果一个小时不阅读,我 就会错过11篇关于这种病毒及其引起的疾病的有价值的论文",-1.0
卡塔林·考里科,4748,"一期临床是安 全评估,它要回答的问题是:这种疫苗或疗法安全吗? 在多少剂量 下? 这个阶段包括健康志愿者,并测试几种不同的剂量",-1.0
卡塔林·考里科,4749,"二期临床 要回答的问题是:它有效吗? 就疫苗而言,问题变成,它是否会引 起有效的免疫反应?到了三期临床阶段,产品将在更广泛的人群中 进行测试试验参与者越多样化,结果就越能说明问题,越可靠",-1.0
卡塔林·考里科,4750,"在这个阶段,我们关注的是产品的有效性以及在前期试验中可能遗 漏的任何问题",-1.0
卡塔林·考里科,4775,"我尽力回答科莫的问题,同时在心里想,天 哪, 这真奇怪",-1.0
卡塔林·考里科,4788,"当然,还有数以万计的试验参与 者,他们每个人都自愿在前所未有的恐惧时期测试利用相对较新的 平台研发的新疫苗",-1.0
卡塔林·考里科,4793,"他们打开 针剂瓶,填充注射器,在疫苗卡上记录详细信息,安慰那些害怕针 头的人",-1.0
卡塔林·考里科,4811,"终于又在疗养院见到了我丈夫 我母亲 隔离 我一直很孤独 好害怕 好样的礼物 看到了我的孩子们 终于抱起了刚出生的外孙 抱起了刚出生的外孙,是的,我也应该这样做",-1.25
卡塔林·考里科,4868,"不过,我开始担心,我的阅读恐怕很难跟上进展",-1.0
卡塔林·考里科,4869,"我想起了多 年前听过的那位专家的讲座,还记得当那位偶像开始讲话时,我何 其失望,心下明白他没有阅读最新文献",-1.0
卡塔林·考里科,4870,"我不希望这种事发生在我身上,永远不希望",-1.0
卡塔林·考里科,4875,"人们读到了 一些有关疫苗的事情, 感到害怕: 疫苗会改变你的DNA, 疫苗会让 你得COVID-19, 疫苗生产得太快了, 疫苗会使人不育, 疫苗会改 变月经周期",-1.0
卡塔林·考里科,4878,"不过,偶尔我也会看到一些 基于一点点事实的谎言,例如,任何引起免疫激活的东西都可以暂 时改变月经周期",-1.0
卡塔林·考里科,4882,"我那时没有,现在也没有责怪那些心怀恐惧的人",-1.0
卡塔林·考里科,4883,"这些疫苗背 后的科学原理很复杂,而人们常常害怕自己不理解的东西",-1.0
卡塔林·考里科,4884,"不幸的 是,一些本应更了解情况的人却在积极宣扬恐惧,使用半真半假的 事实或彻头彻尾的谎言",-1.0
卡塔林·考里科,4885,"有时,他们这样做是为了说服心怀恐惧的 人购买某种东西,通常是他们声称可以保护人们免受病毒感染 的产品",-1.0
卡塔林·考里科,4888,"写这本书时,如果我搜索假尿苷,谷歌的算法会把我指向 有关该术语的最常见问题之一:假尿苷有毒吗? 我想,这个问题之 所以出现,是因为许多人曾经用谷歌搜索过信息,他们试图了解有 关的疫苗",-1.0
卡塔林·考里科,4895,"因此,当问题出现时,我尽我所能",-1.0
卡塔林·考里科,4897,"我向人们指出了一些研究和数据,这些研究和 数据解释了为什么他们无须害怕",-1.0
卡塔林·考里科,4938,"这样的事情是怎么发生的呢? 这是怎么发生的? 站在林肯中心《时代》100人峰会的舞台上,强烈的灯光让我 很难看清观众,这一刻我脑海里浮现的问题是:我是如何从一个 没有自来水的、家里仅有一个房间那样的简朴生活中走出来,与世 界上最有影响力的人一起站在纽约的这个舞台上的?这当然不是我 的初衷",-1.0
卡塔林·考里科,4991,"另一篇介绍我的文章题为《考里科问题》,当我第一次读到 这个标题时,我笑了",-1.0
卡塔林·考里科,4992,"啊,他们还用我的名字命名了一个问题",-1.0
卡塔林·考里科,4993,这篇由好科学计划 (Good Science Project) 执行主任斯图 尔特 巴克 (Stuart Buck) 撰写并发表在STAT上的文章提出了一 些重要的问题,-1.0
卡塔林·考里科,5012,"而我认为, 科学最好的方面在于提出问题,探究新事物,无论这将把你带到何 方",-1.0
卡塔林·考里科,5017,"科学家们正在研究mRNA在治疗多种癌症、囊性纤 维化和罕见代谢性疾病,在开发针对一些最令人烦恼的传染病的疫 苗方面的潜力",-1.0
卡塔林·考里科,5040,"我读到的东西会引发新的问题,而这些问题将引向新的实验",-1.0
