科学家,句子编号,句子,情感得分
吴健雄,2229,"吴健雄曾经在不同的场合,特别是在担任美国物理学会会长 期间,通过官方和民间调查过不少歧视女性的例子,如60年代初, 在美国所谓10所重点顶尖大学的高级教师中,女性助教授和副教 授只占百分之一",-1.0
吴健雄,2241,"吴健雄对穆特日的感慨,并非都是在发泄自己内心的愤恨,而 是她感到在这地球上人们对女性的歧视是没有国界的,只是受歧 视的程度不同罢了",-1.0
吴健雄,2245,"所以她到处呐喊,有时在参加科学大会时,也要 捎上几句妇女问题,有时干脆离开业务课题,大谈妇女权利的不平 等",-1.0
吴健雄,2253,"后经查明这种镰形细胞贫血症是 因血红素失常而造成,在纽约上城的哈林区以及华盛顿一带居住 的黑人,不少人患这种病,其中又以女性为多,得了这种贫血症毋 庸讳言是非常痛苦的,这些黑人一般经济比较困难,有病也看不 起,所以,吴健雄领着几位研究人员利用原子核物理的一种方法来 研究红血球的结构,并与纽约市一家医学中心合作进行治疗,医治 好了不少病例,深受患者家属的称颂",-0.7333
吴健雄,2256,"一个科学家感到不幸的就是自己的研究成果被他人拿去运 用,而运用的成功和失败、被人歌颂还是咒骂,他本人全然不知,这 大概就是苦恼的原因",-0.3333
吴健雄,2260,"当然,传统观念中对于从事科 吴 健 雄 传 WU JIAN XIONG ZHUAN 学研究工作的女性的歧视,也是原因之一",-1.0
吴健雄,2266,同时我也相信社会和经济的因素并不是阻碍妇女进入科学和技术 领域的实际障碍,-1.0
吴健雄,2267,任何前进的绊脚石正是并且从来就是所谓无可 指责的传统观念,-1.0
吴健雄,2268,"妇女已被实践证明与男性同样胜任科学技术领 域里的工作,但实际情况妇女在这领域内仍受到歧视排斥",-1.0
吴健雄,2290,"每次回国,除了座谈科学技术 外,话题最多的是谈妇女问题",-1.0
吴健雄,2301,"说起那 次祝寿还有一段故事: 吴健雄一向不喜欢人们为她祝寿,她一直遵循中国的传统看 法,认为年轻时不应过什么生日,只有人很老了,大家觉得你一生 做了很多事,才庆祝一下生日",-1.0
吴健雄,2308,接着她又细致地问起国内女教授的家庭情况:工资高不高?带小 孩有没有困难等等,-1.0
吴健雄,2309,"当一些女教授谈起女性家务繁重的问题时,吴健雄若有所思 地点点头,关切地说:是不是请个人帮忙",-1.0
吴健雄,2423,"最能说明问题的,是吴健雄除自己的著作论文外,她还与袁 家骝于1961年至1963年出版了两人合写的《实验物理学方法》 一书(上、下两册),这也是他们夫妇心血的结晶,虽说很多人都 搞实验,但系统的总结并不多,而他俩在这片处女地上默默地耕 耘、收获",-1.0
吴健雄,2429,"有时记者爱问一 些俏皮问题,她常常这样回答:这个请您去问我家先生",-1.0
吴健雄,2443,"吴健雄每次回国,当我们陪同他们夫妇到外 地参观时,不论是订票、订房间,还是其他活动,遇有麻烦时,若对 方不知吴健雄名字,你跟他说这就是丁洁琼,问题很快就会解 决",-1.0
吴健雄,2516,"但也有人说,袁 家骝才这么个小不点,能懂这份孝心吗? 袁世凯死后,家道中落,袁氏后代的17个儿子、15个女儿大 多生活都发生问题",-1.0
吴健雄,2605,"问题是吴健雄的家教、中国的礼俗,还不可能达到 这样文明的地步",-1.0
吴健雄,2627,"他不只是欣赏这个学生,而且觉得这个学生人才难得,从此便 记住了她的名字,并且在他脑子里牢固扎根:吴健雄是个女才子",-1.0
吴健雄,2649,但问题是胡适这次来美国是专门参加哈佛大学300周年纪念 会并发表演讲,-1.0
吴健雄,2698,"其实,这件事说白了也没有什么,莫说当今,就在当时又怎样? 吴健雄未婚,选择对象天经地义,无可非议;不过对胡适就不一样, 他已完婚,他的地位身份都不能让他明目张胆地谈情说爱,可是他 对自己的婚姻不满又无法摆脱,更摆不脱与那些现代化、具有高度 文化、才貌出众的美女之间的感情",-1.0
吴健雄,2711,"正如当时台湾某些报刊所写: 面对这突如其来的残酷事实,吴健雄简直被惊吓呆了,悲痛和害怕 使她不停地打颤,连话都说不出一句,她不能理解这里所发生的一 切,她简直有些精神恍惚! 在人们一阵忙乱后,吴健雄也坐下来开始沉思了",-1.0
吴健雄,2717,"她认为胡适的个人生 活是不幸的,他也是旧社会封建礼教的牺牲品,他不满意自己的婚 姻,又不敢坚决地抗争;长期来感情未受到应有的尊重,也得不到 人们的同情和关怀",-0.3333
吴健雄,2726,"吴健雄接受了导师 与同学们诚挚的祝贺后, 一个人悄悄来到了校园的林荫道,她要独 自考虑一下,今后的路怎么走?她第一次抱怨了自己:献身于这物 理事业,真没有意思",-1.0
吴健雄,2745,"在这传书中,常常夹有一些 令人眼花缭乱的物理符号,大概是他们同学物理的优势,谈情说爱 也不忘专业交流,这是一种松散的心照不宣的爱情,这松散的恋爱 已整整谈了5年多了,也许他俩内心早已确定,旁人未必得知,所 以这中间又插进威尔森和斯坦利,他们都具有西方式的直露和 强攻的精神,使吴健雄一度和袁家骝的关系处于一种较温和的 低潮",-1.0
吴健雄,2757,"当时有几位 老人担心他家庭的背景,劝他南下要慎重",-1.0
吴健雄,2768,"在赴美的轮船上,他只买了一张三等舱的船票,身上仅 恋 爱 婚 姻 家 庭 LIAN AI HUN YIN JIA TING 有40美金,在船上只能吃腥味很重的臭鱼,他吃不下这种恶劣的 伙食,但也舍不得去吃那要付一块钱一碗的稀粥",-1.0
吴健雄,2790,"所以,他们之间的友谊见得着摸得着,没有水份,没有虚伪",-1.0
吴健雄,2792,"有年暑假,吴健雄没有到南加州来与他作伴,而是和斯坦利外出旅 游,尽管袁家骝内心很痛苦,但他非常坦然,他认为有情终会成眷 属,无情想拴也拴不住",-1.5
吴健雄,2797,"在他身上时时处处显有这方面的优良传统,诸如艰苦、朴 素、勤俭、节约",-1.0
吴健雄,2799,"有时学生公寓如遇到生活 及设备方面一些问题,人们总爱找袁家骝,他也总是乐呵呵地去帮 忙",-1.0
吴健雄,2814,"她的心中,一直有着两个绚丽的梦: 一个是金光灿灿 的科学梦,这个梦曾经是那样地使她着迷,使她陶醉,这个梦,由于 和她对于贫困而羸弱的祖国的深深依恋联系在一起,而显得更加 神圣,更加具有庄严的使命感",-1.0
吴健雄,2816,"但当这两个梦发生冲突,需要抉择的时候,她还是毫不犹豫地 放弃了后者,扑向前者",-1.0
吴健雄,2836,"一个远离家乡,远 离母亲的女性,当她第一次面对自己生理上的许多突然变化,虽然 她年龄成熟、文化层次高,但仍感到有些惊慌和害怕, 一开始她还 以为胃不舒服,食欲不振,有点烦躁",-1.0
吴健雄,2870,"对于一些社会 活动参加不多,也不太喜欢旅行,基本上是一个比较静态和喜爱思 考问题的人",-1.0
吴健雄,2910,"所以她为非物理专业人员,特别是教师、 学生、科研及行政管理人员,写了不少文章,作过多次演 讲",-1.0
吴健雄,2922,"但让我作全面评述是很困难的,我只 能就我所熟悉的领域谈些看法",-1.5
吴健雄,2961,"漫谈中国大学的教育 20世纪80年代中期,南京大学应美国约翰斯 霍普金斯大 学邀请,组成代表团赴巴尔的摩,途经纽约哥伦比亚大学时,和吴 健雄座谈了关于学校改革的问题",-1.0
吴健雄,2966,"吴健雄说她也时 常想着这个问题,她记住《贞观政要》里唐太宗的一句名言:治国 犹如栽树,本根不摇,则枝叶茂荣",-1.0
吴健雄,2971,"她似乎不同意这样 做,她说:这不是教师问题,而要从制度上采取措施,使那些资深 教授、甚至是做研究的教授也能为大一大二开点课,这对教师 有好处,但有些人天生就不会讲课,只能作研究,这也不勉强",-1.0
吴健雄,2983,"如果说中国留学生和 美国学生的区别,主要在于中国学生书本基础知识好,勤奋、刻苦; 美国学生思维活跃,敢提问题",-1.0
吴健雄,3003,为此在美国常常引起一些人为的悲剧,-1.0
吴健雄,3030,"(三)基础研究和应用研究 基础研究这一名词已初步获得大家公认:即是以不考虑实用 为目标的它导致新的知识它提供科学的资本它是针 对自然界某些引人兴趣或提出挑战的问题,也可通俗地理解:基础 研究的真实动机往往是人们单纯的好奇心而引起的",-1.0
吴健雄,3031,"应用研究的定义又是指什么呢?就是指一位科学家所探索 的知识用来解决某一实际问题的,他所从事的工作就应称为应用 研究或叫开发性研究",-1.0
吴健雄,3048,但他为他的观点所设计的实验却不支持他的想 法,-1.0
吴健雄,3059,"如果不 是军用雷达的应用导致高超的微波技术的出现,就不可能发现类 星体",-1.0
吴健雄,3096,"将来生物学上的成 就也许会使我们能控制基因的突变过程与合成,其效果可能破坏 社会的平衡,将会造成很大的社会问题,要避免这种危机,需要负 责任的公民的通力合作,如果我们要想使人类的福利有持续的增 吴 健 雄 传 WU JIAN XIONG ZHUAN 长,那么,消除两种文化之间的隔阂将是刻不容缓的了",-1.0
吴健雄,3150,"大约在同一时期,在欧洲也有一位知名的现代科学创始人伽 利略(死于1642年),他认为一位科学家必须走出纯理性思维范 吴 健 雄 传 WU JIAN XIONG ZHUAN 畴,并在实验的形式下,多提出一些敏锐的问题",-1.0
吴健雄,3170,"第五,对西方基督教的传 教士,只注意他们传教的一面,而忽视了他们传播科学知识的一 面,所以对他们基本上采取了排斥的态度",-1.0
吴健雄,3176,"另外,还有一种西学中源的学说,也阻碍了西方科技进入中 国,清代数学家梅文鼎的几何即勾股论,以及谁知欧罗言,乃与 周髀同等均为这种学术的反映",-1.0
吴健雄,3189,"(五)50年代至今,中国科技已进入世界前列 从北京新政府成立以来,中国训练了大批人才,50年代就号 召向科学进军,中间虽然受到一些挫折,但现在在许多领域已雄踞 世界前沿",-1.0
吴健雄,3208,"这些问题,我都想过",-1.0
吴健雄,3209,"但我们不妨回 头看看20世纪碰到了多少问题:先是推翻清政府,接着是军阀混 吴 健 雄 传 WU JIAN XIONG ZHUAN 战,然后又是日本的侵略;继而是人民的抗战、国共内战;1949年 后又经历了各种运动包括文化大革命",-1.0
吴健雄,3214,"她在一次教育会 上这样说:我感到这几年的美国教育状况似乎不妙,在今年举行 的有关科学和数学的国际比赛中,美国的选手落在了其他国家的 后面,研读科学和数学的在校人数也锐减,难道这不令人深思吗? 当今的美国正面临着日新月异的科学和技术的挑战,而我们政府 的决策又越来越多地涉及到科学和技术方面的问题,但我们的大 学、特别是工科学校人员短缺,设备过时",-1.0
吴健雄,3223,"对吴健雄的讲话,也有人认为并无独特新鲜之处,说在美国教 育部两次给总统的报告中已提到这些问题",-1.0
吴健雄,3232,"' 有人说科学的大发展,弄不好会给地球带来毁灭性灾难;有人 说对可能引起的灾难(如生态失衡、气候变化等),其积极态度是设 法制服它,而不是被动地等待消亡",-0.3333
吴健雄,3257,"她说,那次做宇称不守恒实验,困难那 么多,条件那样差,要是没有恒心、毅力和韧劲,肯定会半途而废",-1.0
吴健雄,3260,"吴 健雄在谈到自己的学习经历时说,我们中国同学的学习方法有一 缺陷,不大愿意向老师、向一切内行的人提问题",-1.0
吴健雄,3264,"因此要学会提问题,这是个很有益的 学习方式",-1.0
吴健雄,3265,"她举了一个事例:美国有个大科学家,小时候,每天放 学回家,母亲都要问他今天有没有向老师提问题",-1.0
吴健雄,3278,"本来我们对这门课很紧张害怕,但一听 她授课,紧张害怕全没有了,反而觉得是一种艺术享受",-1.0
吴健雄,3323,"作实验就好像打仗一样,必须反复考证可能发生的困难,克服困难 就是实验的乐趣,越艰难,越要坚持下去,能否成功,往往是最后一 分钟",-0.3333
吴健雄,3324,"这就是毅力!攻克科学堡垒,除勇气外,还要连续不断地解 决问题,排除障碍,方能达到目的",-1.0
吴健雄,3345,"特别是在极低温条件下进行试验,条件更恶劣,但吴健雄都能以顽 强的意志克服重重困难,完成一项项实验,从不退缩",-1.0
吴健雄,3364,"那我说了你可不要生气,依我看,你的报 告可以压缩一下,用不着两个半小时,只要40分钟就够了,你可用 简单的公式,或通俗的语言概括几个要点,然后把那些大家已知道 及可有可无的话都去掉,这样可以省去你很多时间",-1.0
吴健雄,3366,"这时,同学们一听说大名鼎鼎的吴健雄在场,也都围过来要她 讲讲该怎么做学问的问题",-1.0
吴健雄,3379,"不幸,以后他的三项较高级考试 都失败了",-1.0
吴健雄,3381,"一开始,李时珍是跟随他父亲从实际经验中学习,不久他觉 得,需要更好的了解诊断疾病的原理及治疗疾病的一套方法,要达 此目的,就必须对药物有更精确的识别",-1.0
吴健雄,3398,这是一个多 么漫长而艰苦的过程啊,-1.0
吴健雄,3447,"实事求是就是客观地 去探求真理,有这种精神才会有信心、决心和勇气对待困难与失 败;有冒险精神,才敢于创新,想人所未想,做人所未做的事",-1.0
吴健雄,3458,科学家也要能经受艰苦的考验,-1.0
吴健雄,3466,"科学家不是文艺明星,要经得起寂寞和枯燥的考验",-1.0
吴健雄,3485,"谈到核废料的堆放问题,吴健雄说:核废料必须堆放在干燥 的、不动的、人口稀少的、冷却的、非地震带",-1.0
吴健雄,3491,"所以,凡有核废料国家,不要总是想把隐患引 给他人,而是要研究如何用一种新的方法去处理,从根本上去解决 核废料的堆放问题,美国在这方面已花了很多钱,也取得了初步的 成果",-1.0
吴健雄,3492,"苏联切尔诺贝尔核电站的核事故,向科学工作者及管理人员 提出一个问题,任何工作,那怕是最科学最严格管理的事情,也难 免出现错误",-1.0
吴健雄,3493,"问题是发生了错误以后,要勇于面对现实,不能掩过 饰非,大事化小,小事化了,要去立即纠正错误,对此,袁家骝先生 说过吴健雄这样一个故事",-1.0
吴健雄,3501,"但有些著名科学家,并未自己动手去复核,一听说是吴健雄门 下的人做出来的就坚信不移,说不用浪费时间去复核,吴健雄做的 实验还能错吗?甚至批评那些纠正的、持质疑态度的人是疯子,是 神经病!这时的吴健雄还蒙在鼓里,不知道同行的议论",-1.0
吴健雄,3504,"但吴健雄没有过多的责备学 生,她觉得事情发生在她的实验室,虽然不是她自己做的实验,但 作为老师有不可推卸的责任,她在给研究生上课时特地讲了这次 事故,告诫大家说:我们科学家不是文学家,来不得半点虚构和幻 想,实验出错是难免的,但尚未最后做完就不要草率结束,如果觉 得错了就应立即修正,其实科学实验说到底是在不断修正错误、在 提高认识中前进的",-1.0
吴健雄,3531,"在耶稣会对中国的影响衰微以后的100年,中国再次与西方 接触,但不幸的是,新的遭遇播下了两次战争的种子,结果使中国 人长时期地对西方文化产生怨恨和抗拒,特别是对少数披着宗教 外衣而搞非宗教活动的人",-1.0
吴健雄,3532,这种不幸持续了相当长时间才消逝,-1.0
吴健雄,3544,"我真 是盛名之下她曾跟某报负责人说:我不喜欢曝光,也不喜欢 耸动的标题",-1.0
吴健雄,3545,"还有一事,吴健雄也不欣赏,即有些人总想从她身上挖掘一些 私人生活素材,而对科研做学问并无兴趣",-1.0
吴健雄,3585,"谁知 双方商定后的第二年(1967年)2月17日,莎瓦 娜萨不幸去世",-1.0
吴健雄,3603,那正是在中国抗日战 争最激烈、最艰苦的时刻,-2.5
吴健雄,3637,"因为她爱思索,凡书中、实验中不 得其解,或遇到什么困难,她就不自觉地蹙眉思索,所以当她离开 实验室与同事相处,也不自觉地蹙眉",-1.0
吴健雄,3695,"她欢喜讨论问题,不论对方意 见正确与否,她总是耐心的听完",-1.0
吴健雄,3716,"战争与死亡、动乱 与复兴,这一切更让她体会到灾难深重的民族和家庭的不幸",-1.0
吴健雄,3734,"从客观方面来说,她在中国20世纪前半期老一辈科学家中还 数年轻的,1940年才获得博士学位,按理该回国服务;可这时的中 国正陷入艰苦的抗战,而她的核裂变链式反应的实验,已引起她 的导师和当局的高度重视,博士后的实验更加证实了她已经进入 到初期原子弹的外围工作,她不能不考虑,要能为苦难中的祖国尽 一些力量,是留在美国还是回到中国呢?究竟在何处更能发挥作 用?毫无疑问,回中国没有制原子弹的条件",-1.0
吴健雄,3744,"1945年8月,二次大战在日本投降后结束,吴健雄和袁家骝 便又开始考虑回国的问题",-1.0
吴健雄,3762,"家中发生的这一切不幸,在她心理上留下了痛苦的巨大 阴 影",-1.0
吴健雄,3779,"在这左右为难的局面中,像吴健雄这一类长期居于海外的著 名科学家,便出现了对祖国认同归属的困难,这是可以理解的",-1.0
吴健雄,3787,"迈出这一步 并不容易,这本来是大多数来美国的移民都同样会遇到的问题,但 对于吴健雄和袁家骝来说,家庭的特殊背景,自幼就受中国传统文 化的教育,从没有移居他国的观念",-1.0
吴健雄,3790,"再说他们夫妇到美国后对几代华侨创业的沉重苦难也深有了解, 所以对加入美国籍的事他们的内心就更显得沉重和充满了彷徨矛 盾的心情",-1.0
吴健雄,3801,"连中国话也不丢掉,他们夫妇俩平时在家里 基本上都讲中国话;只是因为儿子、媳妇说中文困难,他们与孩子 们之间的对话,才基本上用英语",-1.0
吴健雄,3819,"袁家骝对他的家庭及赫赫有名 的祖父,一向视为包袱;吴健雄因为家中哥哥、弟弟、叔叔的不幸去 世在感情上难以平静",-1.0
吴健雄,3821,"每当他们对某一问题犹豫不决时,就到外边散步、消遣",-1.0
吴健雄,3877,叔叔和弟弟在 文革初期又相继不幸去世,-1.0
吴健雄,3879,"这次归来,她竭力掩饰自己的这些痛苦",-1.0
吴健雄,3889,"而今抱恨终天,怀无涯之痛,唉 吴健雄、袁家骝在这次归乡之旅中,他们虽然很激动地会见了 许多亲朋好友,但也感受到那时文革末期的一种奇特的气氛,既 对新中国驱除了很多误解,又对许多亲朋好友在文革中受到的 折磨深表同情,特别是吴健雄在浏河老家,面对全家亲人,无一复 在,甚至连自己父母的坟墓也找不到,这是她感情上难以接受的, 其痛苦之情,可想而知",-0.1667
吴健雄,3890,"而她这种感情在当时还不敢流露,这就更 增加了悲剧的气氛",-1.0
吴健雄,3893,"其实,在文革中,像吴健雄、袁家骝家中的不幸,在中国有千 千万万,这是整个中华民族的不幸",-1.0
吴健雄,3912,"因为那时文革的红色风暴尚未 结束,他们对中国政坛仍有几分畏惧和恐怖感",-1.0
吴健雄,3943,"接着周总理 谈了很多从国家到个人的挫折,以及我们党对知识分子的政策",-1.0
吴健雄,3959,"除父母是正常病故外,叔叔和弟弟在这场文革的初期就不幸身 亡,哥哥吴健英未能顶住1957年那场风暴也过早的去世了,如今 情 系 祖 国 QING XI ZU GUO 连父母的坟墓也不知去向 当时文革尚未结束,四人帮仍在横行,她想到自己提的问 题太尖锐、太棘手了",-1.0
吴健雄,3973,"她也不再提起家中发生的那令人悲伤的往事,即使有人提出, 她总是重复周总理的话:一切向前看",-1.0
吴健雄,3988,"吴健雄亦曾经表示过她的忧虑,她说:十分奇怪的是他可以 学会法文,但是却忘掉了他的中文",-1.0
吴健雄,3989,"她还说她在美国的中国朋友, 他们的孩子也都忘掉了中文,这是很不幸的",-1.5
吴健雄,4050,"不幸的是,我们中国,在此 以前的十几年来(指文革)对于大学的教育稍有松懈",-1.0
吴健雄,4060,"接着在当晚的7 点,她又不顾疲劳地带我们到唐人街一家华人大酒店,举行了一个 有近20位在纽约的中央大学老校友欢迎我们的宴会",-1.0
吴健雄,4114,"1999年4月,建设中的明德中学(解聘如摄) 情 系 祖 国 QING XI ZU GUO 1997年4月,为了了却吴健雄生前为明德学校建一座科技楼 的遗愿,袁家骝又亲自来到该校捐款人民币200万元,并为大楼的 设计、选址等问题四处奔波据不完全统计,自1988年至1997 年,他们已为明德学校捐款400多万人民币",-1.0
吴健雄,4132,"吴健雄说:和 平统一祖国的问题,是和平统一不是台湾回归祖国,因为台湾从来 没有脱离祖国",-1.0
吴健雄,4156,"但我最害怕的也是宴请,因为每次宴会 都是吃一半倒一半",-2.5
吴健雄,4173,"那位先生满不在乎地说:到 了,到了,没有问题",-1.0
吴健雄,4174,事实上出了问题,-1.0
吴健雄,4175,"吴健雄忧心如焚,跟南京民航交涉,他们也不清楚在哪个环节 上出了问题,问多了还嫌烦",-1.0
吴健雄,4179,"他们回到国内,除了远程乘飞机外,一般都是乘火车,火车上的卫 生间是他们最害怕进去的地方,据说是世界各国火车少见的脏地方",-2.5
吴健雄,4185,"吴健雄夫妇回国后遇到的恶劣的服务态度和不顺心的事很 多,诸如未穿西服而被挡在宾馆外不让进;去开会因没乘坐小轿车 就被没完没了的查问;不会讲地方话处处挨宰 他们尝到了 种种苦头,可他们最多跟陪同人员轻描淡写地说几句,从不向有关 领导反映",-1.0
吴健雄,4188,"但在科技教 育上的问题她却提出尖锐批评,绝不含糊",-1.0
吴健雄,4213,"真是一派胡言! 吴健雄继续愤怒地驳斥:我可以原谅一些人对中国的无知,但 对那些有意污蔑的挑衅者绝不客气",-1.0
吴健雄,4235,"为了永远记住 父母的恩德,她在家乡用她父母的名义设立了基金会,以尽做女儿 的孝心,同时支援家乡的贫苦学生",-1.0
吴健雄,4249,"她一方面觉得美国对女性、对黑人、对亚裔人的歧视和不平 情 系 祖 国 QING XI ZU GUO 等,表示愤慨;另一方面又觉得世界上还没有哪个国家能像美国, 基本上都是外来移民组合的,这样包容兼蓄的相处也是不易的",-1.0
吴健雄,4251,"她觉得美国社会不 公,有种族歧视,可为什么还有很多人要争着到美国定居或寻求职 业呢?难道这仅仅是为了多赚几个钱?她常常为这些问题所 困 扰",-1.0
吴健雄,4258,"吴健雄认为,中国没有改革开放,也就不会有今天的成绩,但 她也认为改革开放初期,在某些方面又好像重复了过去西方走过 的弯路,如她在国内看到一些小工厂为了一点利益就放弃了保护 生态环境,国内很多学校教师无住房,但又有很多高楼大厦闲置在 那里",-1.0
吴健雄,4299,"命名吴健雄星有什么研究意义呢?根据吴健雄星(2752 号)的发现者,紫金山天文台杨捷兴专家说:要回答这个问题,我 们首先要回顾一下小行星的研究情况",-1.0
吴健雄,4324,"1997年是吴健雄教授85周岁,又是她朝思暮盼的香港回归 情 系 祖 国 QING XI ZU GUO 之时,她曾说要争取回来过85岁寿辰,南京大学已向她发出邀请, 师生们正翘首等待她回来,没想到不幸的意外事件发生了",-1.0
吴健雄,4343,"也许就因为恢复良好,人们放松了警惕,不幸的事情终于 发生了",-1.0
吴健雄,4353,"这一天,新华社及中央人民广播电台 正式发布新闻: 中国科学院外籍院士,美国哥伦比亚大学美 籍华裔教授吴健雄女士,因再次中风不幸去世,享年84岁",-1.0
吴健雄,4354,"当人们从电台和报纸惊悉这个不幸的消息时,都感到非常意 外和悲痛!从报上得知中国驻纽约总领馆代总领事任录等人于 17日前往吴健雄家中代表中国政府对这位世界著名的物理学家 的逝世表示深切的哀悼",-1.0
吴健雄,4384,"与吴健雄同龄的、一世情深的伴侣袁家骝,强忍万般悲痛,最 后与爱妻道别:最亲爱的健雄,让我再仔细看看你,让我最后与你 吻别,安息吧,我和纬承、婕塔、露西永远永远怀念你! 吴健雄生前好友莫利亚一直强忍内心悲哀、泣不成声,为 安慰袁家骝教授,特记录并发表了这份追悼会的文稿",-1.0
吴健雄,4437,"1997年2月16日,吴健雄教授不幸离开了我们,遵照其遗 愿,4月6日,先生骨灰回归故乡太仓浏河,暂厝吴健雄教授先父 吴 健 雄 传 WU JIAN XIONG ZHUAN 创办的明德学校校史陈列馆",-1.0
吴健雄,4489,科学家向艺术家(建 筑师)提出了一个艰难的题目:如何以建筑的语汇来表达这一模 型?能否解决好这一问题成了成败的关键,-1.0
吴健雄,4495,"细想吴健雄的一生,是艰难的一生,也是梦幻的一生,她每前 进一步都留下闪光的足迹:从幼稚的小学生到大学的高才生;从高 才生到无价之宝的博士论文;从博士论文到打破千年的所谓宇称 守恒定律;从宇称不守恒又成了衰变研究的世界权威她真 不愧为一个有益于人类的科学家,这桩桩件件的往事,恍如昨天, 宛似一场凄迷的梦",-1.0
吴健雄,4546,"纪念吴健雄教授国际学术会议组织委员会 1997.4.7 附 录 FU LU 邀 请 书 宇称不守恒发现以来的物理学 纪念吴健雄教授 国际学术会议 1997.8.16~18 中国 南京 吴健雄教授,这位一代人杰,誉满全球的女科学家,今年2月 16日与世长辞了",-1.0
吴健雄,4549,"为了纪念这位伟大的科学家,中国物理学会和她的母校 南京大学和东南大学,将于今年8月16日~18日举办一个国际 学术会议,主题定为宇称不守恒发现以来的物理学,将从核物 理,粒子物理,天体物理和一般物理四个方面总结宇称不守恒发现 以来物理学的重大进展,研讨21世纪物理学面临的重大问题",-0.5
吴健雄,4598,附 录 FU LU 附 六 著名的中国物理学家王淦昌的来信 冯端教授: 现在南京大学举行的宇称不守恒发现后的物理学并纪念吴 健雄教授国际会议是一次很有意义的学术聚会,-1.0
吴健雄,4618,"本次大会的主要议题为宇称 不守恒发现以来的物理学,与会的专家学者将从核物理、粒子物 理、天体物理与一般物理学等方面,研讨21世纪物理学面临的重 大问题",-1.0
