科学家,句子编号,句子,情感得分
丽丝·迈特纳,2152,"78在1933年, 这也是当时德国政治局势的一种反映,那种局势迫使丽丝 迈特纳去考虑许多和物理学全然无关的问题",-1.0
丽丝·迈特纳,2160,"但是人们能干什么呢?生活还在继续, 而且尽管有那些经济非常困难的时期,物理学也还在继续 着",-2.0
丽丝·迈特纳,2167,"3 尽管如此,政治还是使人们挺担心,以致在1月底的一 个星期一早晨,安妮玛丽 薛定谔想找一些同伴并来到丽丝 的住处听无线电广播",-1.2
丽丝·迈特纳,2177,"共产党员受到指责,数以千计 的党员被捕人狱,宣布了紧急状态,魏玛宪法所作的人权保 证被停止,大选是在书报检查、逮捕、殴打和暗杀中举行的, 各地警察参与其事或袖手旁观",-1.0
丽丝·迈特纳,2184,"褐衫队员们在街 上横冲直撞,把政府位置上不合作的官员从肉体上消灭,把 犹太律师和犹太法官从法庭上逐出,并且逮捕了政治上的反 对者",-1.0
丽丝·迈特纳,2221,"当爱因斯坦反驳了这种肆意 的歪曲时,他就被指摘为没能在向我们涌来的谎言洪 水面前捍卫德国",-1.0
丽丝·迈特纳,2230,"大 学的假期已经正式延长到5月1日,显然是为了有时间在各 种问题上达成一种看法",-1.0
丽丝·迈特纳,2234,"作为大学的兼职教授,丽丝 迈特纳被要求填一份调查 表,要填明被聘日期,战争职务性质,以及最后的和唯一重 要的问题 Rassezugeborigkeit der 4 Groeltern (她的祖父 母和外祖父母的民族成分)",-1.0
丽丝·迈特纳,2251,8 由于战争服务而免于解雇的那些人面临着困难的选择 了,-1.0
丽丝·迈特纳,2263,"我在12年的艰辛工作中在格廷根建立起来的 一切东西全都毁于一旦了 我到树林中散了一次步,悲观绝 望,考虑着如何援救我的家庭",-1.0
丽丝·迈特纳,2265,"海蒂保持了冷静的头脑,没有任何绝望的表现",-1.0
丽丝·迈特纳,2278,"在犹太人中,也很少有人 了解纳粹将使用一切手段来把他们从德国生活中清除掉 不仅使用法律,而且也使用欺骗、威胁和暴力",-1.0
丽丝·迈特纳,2303,"他觉得无用了,痛苦 而孤独;他觉得自己活得太长了",-1.0
丽丝·迈特纳,2331,"对丽丝来说, 有过许多和朋友们的苦恼讨论,不眠之夜, 一种无助的和孤 立的感觉;对那些合作者们来说,则是新的权力、党的会议 和研究所范围之内的权势较量",-1.0
丽丝·迈特纳,2338,"像许多学术界人士一样,他曾经是不关心政治 的,现在他觉得难以相信在美国和加拿大的报纸上读到的那 些东西了",-1.0
丽丝·迈特纳,2345,"你不在这里对艾迪特来说也是很 145 难过的你知道她有时会多么垂头丧气,而且在现在这种时候 我也不是使她感到好一些的合适人选",-1.0
丽丝·迈特纳,2349,"而且,她又一次请求了哈恩放弃加利福尼亚之 行而返回柏林",-1.0
丽丝·迈特纳,2350,"这是所有我们的科学熟人和科学同事的意 见,而不仅仅是我个人的愿望哈伯的辞职当然使人们感 到很痛苦",-1.5
丽丝·迈特纳,2357,"但是人们必 须赞赏普朗克、劳厄、[威廉 ]施楞克和许多别人弗朗 克有一次来过柏林,他不被允许再涉足于他[从前的]研究 所,这确实是他很难忍受的,而不幸却对许多人都没有两样",-1.0
丽丝·迈特纳,2359,"反犹主 义只是一个问题;这里还有一些同样严重乃至更加严重的问 题,而任何关心德国的人都应该为所有这些问题将如何发展 而担心",-0.2
丽丝·迈特纳,2368,"3 普朗克、哈恩和其他身居有影响地位的人们,相信自己 没什么事可作,只能保护自己和挽救各大学、学会和研究所 185 14.5 中剩下来的东西,但是继续生存要付出代价:在某些问题上 低头认输,在其余问题上寻求折衷办法",-1.0
丽丝·迈特纳,2390,"那么我为什么 应该反对它呢?你们看,道义的观点是完全不存在的,或是很软 弱的而正是在这种基础上,我在1931年就得到了一个结论: 希特勒将会掌权,并非因为纳粹革命的力量是如此地强大,而是 因为我认为那将不会有任何的阻力",-1.0
丽丝·迈特纳,2397,"他们可能觉得对他们的犹 太朋友的处理是令人扫兴的,甚至是令人伤心的,然而在他 们看来,那还不是不可忍受的;他们的焦点不是在道德上或 个人权利上,而是在他们自己的职业上",-1.0
丽丝·迈特纳,2407,普朗 克也担心此事会给留下来的人带来政治伤害,-1.0
丽丝·迈特纳,2408,他要求薛定谔 借口健康问题而提出请假,-1.0
丽丝·迈特纳,2414,普朗克劝一位担心的同事 说:到国外去愉快地旅行一次并作一点研究工作吧,-1.0
丽丝·迈特纳,2420,"移居国外是艰难的:全世界正 处于经济衰退中,工作很难找",-1.0
丽丝·迈特纳,2422,"她舍不了她的物理分部: 我从它最早的一块小石头建起了它;可以说,它是我一生的 工作,而且把我自己和它分离开来显得是那样困难得可 怕",-1.0
丽丝·迈特纳,2424,"她办好了一切手续,然后 却在普朗克的劝告下放弃了;普朗克认为,她的离开可能会 189 2020.9.1 149 妨害她的重返柏林",-1.0
丽丝·迈特纳,2441,她不准备 为了未知的东西放弃已有的东西,-1.0
丽丝·迈特纳,2442,她已经亲自看到了她那些 逃亡朋友们的流离失所和哈伯的悲剧,-1.0
丽丝·迈特纳,2444,"在 1933年的夏季中,迈特纳的名字出现在即将在柏林大学被解 职 的 人 们 的 名 单 上 ; 虽 然 对 战 前 就 已 是 正 式 (planmassige) 教师的人们给予豁免,但是迈特纳当普朗克的 助教却有是否planmassig 的问题,因为她直到1922年才取 得大学授课资格 (Habilitation)",-1.0
丽丝·迈特纳,2462,"1934年, 一个后来被他的合作者描述成 用最讨厌的方法制造麻烦的人的青年Dozent (讲师)荷尔 曼 法楞布喇赫在他的讲师协会头目的教唆下企图对迈特纳 发动攻击",-1.75
丽丝·迈特纳,2464,"甭管真假,迈特纳知道这是文不对题的,因 为使她成为任何一个狭路相逢的机会主义的麻烦制造者的靶 子的,是种族问题而不是性别问题",-1.0
丽丝·迈特纳,2465,"有些时候,种族的攻击是披着科学批评的伪装的",-1.0
丽丝·迈特纳,2475,"一个月后他又写道:Naturwissenschaften 现在 日子很难过我现在收到的每一篇文章都是雪中送炭式的 帮助 [出版者]很婉转地通知我说,我的作者中非亚 利安人太多了",-0.25
丽丝·迈特纳,2479,"7一种种族主义的亚利安物理152 学的两个长期宣扬者约翰 斯塔克和厄恩斯特 盖尔克,责 备柏林诺通过几十年传播爱因斯坦的言论而排斥每一种别 的意见来和普朗克合谋压制科学中的自由讨论",-1.0
丽丝·迈特纳,2481,"Naturwis- 193 senschaften 发行困难,从而在1935年8月间,它的出版者尤 里亚斯 施普灵格就终于辞退了柏林诺",-1.0
丽丝·迈特纳,2501,"他们认为那都是政治问题,不在他们的责任范围 之内,但是当他们自己的影响和他们学科的前途受到威胁时, 他们却愿意起来斗争了",-1.0
丽丝·迈特纳,2516,"例如,在1935年,有 一位因为他的反纳粹观点而上了黑名单的青年物理学家马丁 诺德迈耶尔向普朗克申诉说:迈特纳教授女士通知我说, 您担心我的被任用将成为研究所的一种负担对我来说, 威廉皇帝研究所是唯一的出路,因为它不受大学的控制 这意味着进行科学研究或放弃物理之间的区别",-1.0
丽丝·迈特纳,2528,"很不幸的是,这只有在我离开德国以后才被 我弄明白",-1.5
丽丝·迈特纳,2529,"81 然而,对多数科学家来说,在第三帝国统治下工作的道 德根本就不是一个问题",-1.0
丽丝·迈特纳,2530,"相反地,他们使自己确信,他们通 过使科学不受道德问题或政治问题的影响而最有效地反抗了 纳粹",-1.0
丽丝·迈特纳,2532,"普朗克厌恶纳粹,但是却达成155 了折衷办法来一般地保持德国科学而特别地保持威廉皇帝学 会",-1.0
丽丝·迈特纳,2537,"3 在战争的很久以后,哈恩还会回忆这些细微末节,把它 们说成痛苦的经历,8尽管他的研究所从来没受过苦",-1.0
丽丝·迈特纳,2538,"迷恋 着他的研究所而且为将来担着惊怕,他不愿意用道德上的保 留使问题复杂化",-1.0
丽丝·迈特纳,2555,87普朗克为冒犯政府而甚感难过,-1.0
丽丝·迈特纳,2567,哈恩担心他已经明显地削弱了自己的研究所,-1.0
丽丝·迈特纳,2583,"8战后不久拍摄的一张照片,显示出斯特喇斯曼像一个 被多年的困苦和焦虑折磨坏了的人",-1.0
丽丝·迈特纳,2589,"他相信科 学家们不应该积极地参与政治,并且在参加了爱因斯坦被普 鲁士科学院开除的斗争以后,责备了爱因斯坦的公开言论",-1.0
丽丝·迈特纳,2594,他为了把约翰 斯塔克拒于普鲁士科学院门外而进行了艰苦的斗争,-1.0
丽丝·迈特纳,2607,"当阿诺耳德 柏林诺变得 越来越孤独、颓废和病弱时,劳厄就是他最忠实的朋友",-1.0
丽丝·迈特纳,2671,"然而,困难在于多数中子源都是很弱的:数以千计的粒 子可以轰击一种轻元素(通常是铍)而只产生少数几个中子",-1.0
丽丝·迈特纳,2672,"在这个问题上,罗马集体是幸运的",-1.0
丽丝·迈特纳,2697,"因此,就不仅可能而且很可能的就是铀将俘获一个中子, 然后通过发射而衰变为元素93: 232U+n3U23?+-e 但是问题还不止如此,在中子轰击下,铀至少产生4种 新的活性物",-1.0
丽丝·迈特纳,2748,"只有 一个例外:1934年9月,化学家和铼的发现者之一伊达 诺 达克批评了费密的化学及其微小核变化的假设",-1.0
丽丝·迈特纳,2751,"在罗马,她的文章被读了但被忽视了,而在柏林 则从来没被认真考虑过",-1.0
丽丝·迈特纳,2792,"只要可能,人们总是试图利用化学分 离法,但这总是有困难的,因为物质数量太小而其化学性质 又不很确定",-1.0
丽丝·迈特纳,2814,"相反地,对于 (n,a) 反应中所发射 的粒子的寻索曾经是不成功的",-1.0
丽丝·迈特纳,2815,"从物理学家的角度来看,局 势是相当令人不满意的",-1.0
丽丝·迈特纳,2824,"相反地,迈特纳的工作却表明,铀问题已经变得更大得多,更 难得多,也比仅仪是新元素的寻求更重要得多了",-1.0
丽丝·迈特纳,2844,"她在Zeitschrift fur Physik 上发表的报告,证明了 这种任务是多么地困难",-1.0
丽丝·迈特纳,2862,"在1937年,不论是迈特纳还是任何别的物理 学家,都不曾设想过大分裂或较大的蜕变---这问题从来没 有讨论过",-1.0
丽丝·迈特纳,2889,"迈特纳指出:对于封 外才克尔所提出的模型来说, 三种同质异能核的假说带来了相当大的困难",-1.0
丽丝·迈特纳,2908,"困难不在于方法或数据而在于从一开始就形成了研究的 构架的那些假设-物理学所规定的小的核电荷,关于铀后 元素的错误化学",-1.0
丽丝·迈特纳,2909,"当这两条错误的原理被粗心大意地拼接起 来时,困难就成为多重的了;每一条原理都给另一条原理带 来了一种真理的外表,每一条原理都妨碍了另一条原理的认 真检验",-1.0
丽丝·迈特纳,2921,"作为集体的领导和唯一的物理学家,她对整个计划负 责;更加了解它的那些困难而且更加为那些方面而伤脑筋,她 没有充分地理解[斯特喇斯曼的观点]",-1.0
丽丝·迈特纳,2924,她接受了他们认为那太困难的判断,-1.0
丽丝·迈特纳,2926,我确实认为我们的不幸 就在于我们没有检查滤过物,-1.0
丽丝·迈特纳,2929,"正因为我懂得的化学太少,我很自然地总是担心那 些没有作过的事情",-1.0
丽丝·迈特纳,2931,Chemische Berichte 上的报告天衣无缝地回答了有着 化学兴趣的问题,-1.0
丽丝·迈特纳,2934,化学没有更多的问题了,-1.0
丽丝·迈特纳,2940,"除了同质异能性以外,迈特纳还受到过程1和2中的 衰变系列的长度的困扰:她知道,238U 仅仅俘获一个中子不应 该造成一个那么不稳定的核,以致需要五次或更多次相继的 发射来放松它",-1.0
丽丝·迈特纳,2949,"很在乎用科学上的承认来加强他的岌岌可危的政治地位 的哈恩,对居里有点儿生气",-1.0
丽丝·迈特纳,2958,"和铀相比,钍的研究是在本质上更加 困难的,因为在衰变产物中放射性钍(228Th) 倾向于掩蔽较 弱的中子诱发的活性",-1.0
丽丝·迈特纳,2959,"在这个问题上,柏林集体有他们的优 势",-1.0
丽丝·迈特纳,2973,"说明三个平行 (n,) 反应的问题是一个更大的问题",-1.0
丽丝·迈特纳,2997,"后来 她写道:很不幸的是,我们只在寻找滤过物中的一种钍同位 素的范围内重复了法国科学家们的实验,我们很肯定地判断 了那里没有这种东西",-1.5
丽丝·迈特纳,2999,"巴黎集体和柏林集体是竞争对手,他们带着很大的敬意、 有时是恼怒、而且还有某种傲视心理来看待对方",-1.0
丽丝·迈特纳,3008,"不愿意假设这可能实际上就是镧,居里和萨维奇 得出结论说,它除了铀后元素以外不可能是任何东西,它和 其他已知的铀后元素有着很不相同的[化学]性质,这是在 它的诠释方面带来了巨大困难的一种假说",-1.0
丽丝·迈特纳,3031,"尽管当局还没作任 何事情,哈恩却急于免除麻烦",-1.0
丽丝·迈特纳,3034,"那一 天,他在艾贝伯菲耳德和附近的里沃库森发表了演讲;丽丝 同时去见了一位律师艾里什 布莱斯特博士,讨论了改变她 的法定地位的问题",-1.0
丽丝·迈特纳,3041,"因此,为了不要在那天惹得艾迪特难过, 丽丝在那天上午就到他们家中去参加了庆祝活动",-1.0
丽丝·迈特纳,3050,"她在日记上加 写道:什么都没有,只有维也纳华尔滋[指绕圈子]:足以 把我赶入绝望了",-1.0
丽丝·迈特纳,3056,"痛苦得难以言宣的实情就是,哈恩已经准备好,要牺牲186 她来保护他的研究所 也保护他自己,他本能地疏远了她",-1.0
丽丝·迈特纳,3062,"他有一些和他 一样憎恨纳粹的朋友,也有一些在体制中颇有地位的朋友,有 些人的党龄还很长",-1.0
丽丝·迈特纳,3064,"他们决定她应该请威廉皇帝 学会的总会长厄恩斯特 特耳肖澄清她的地位,包括如果被 解职时的养老金问题",-1.0
丽丝·迈特纳,3072,6 这种保证在解除丽丝的恐惧方面作用很小,-1.0
丽丝·迈特纳,3080,她在国外的朋友们知道她遇到了麻烦,-1.0
丽丝·迈特纳,3104,"她最担心的是她被迫离开研究所,她 唯一的希望就是她可以作为例外而适当保留自己的地位",-0.75
丽丝·迈特纳,3110,"当他们回来时,丽丝 在劳厄的Autogastebuch (宾客留言簿)上题写了歌德的一句 话:当困难的日子来到我们的生活中时,上帝就赐予我们以 阳光、友谊和美",-1.0
丽丝·迈特纳,3113,"快到4月底时,迈特纳了解到,作为哈恩和霍尔莱恩谈 话的一种后果,教育部正在考虑她的问题",-1.0
丽丝·迈特纳,3167,"那天晚上,丽丝在 哈恩家和古斯塔夫 赫兹及爱伦 赫兹讨论了局势,但是回 家时对他们的总是顾左右而言他的不着边际的谈话很不满 意",-1.5
丽丝·迈特纳,3187,很烦恼 的她就于5月20日又去会见了卡尔 玻什,-1.5
丽丝·迈特纳,3191,"在和哈恩教授一起继续 进行科学工作期间,她曾经解决了许多很大的问题",-1.0
丽丝·迈特纳,3193,"随着奥地利的回归,她已变成[德国]公民,从 而可以设想她的离职问题早晚会变得尖锐起来",-1.0
丽丝·迈特纳,3194,"因为迈特纳女士 244 125000000 在国际科学界很有声望,窃以为为了研究所的利益最好能够设法 解决这个问题",-1.0
丽丝·迈特纳,3197,"唯一的问题是,迈 特纳持有奥地利护照,必须为她取得可以返回德国的证明,否则 到国外去谋职是不可能的,或者是发给迈特纳女士以德国护照",-1.0
丽丝·迈特纳,3219,"展,打电话给艾迪特,平静,半小时后,罗斯保德 太太骑车来说,艾迪特不断地在电话中说丽丝,丽丝,大不幸 已经发生了",-1.0
丽丝·迈特纳,3223,现在丽丝自己的困难突出起来了,-1.0
丽丝·迈特纳,3232,"您在说了您会来以后却 没有来,这使我们全都很失望下星期五是我们关于核问题的 座谈会因此请您打起精神在本星期内来这里,坐飞机来一会 儿就到",-1.25
丽丝·迈特纳,3277,"我不能 抱怨,他在6月17日告诉维斯特迪耶克说",-1.0
丽丝·迈特纳,3284,佛克尔开始考虑 迈特纳的问题实际上多么严重了,-1.0
丽丝·迈特纳,3290,"51 甚至在这些话被写下来以前,迈特纳就已经得到了这些 问题的确切答案",-1.0
丽丝·迈特纳,3306,"3 196 明明白白摆在她面前,浓缩在单独一张纸上的,正是迈 特纳所曾担心过的每一件事情",-1.0
丽丝·迈特纳,3328,"尽管如此,玻尔相信一个有她那种资格的人几乎不应 该[有]困难得到长期解决问题的办法,只要她能脱出 目前那种危险的处境",-1.0
丽丝·迈特纳,3330,8 玻尔的信正好在考斯特尔和佛克尔变得相当失望时寄到 了他们的手中,-1.3
丽丝·迈特纳,3340,"我只怕即使那时也还会有困难,因为这种规定是适用于德国 而不是适用于奥国的",-1.0
丽丝·迈特纳,3345,"他们根据国家的荣誉提出了申诉:有198 鉴于德国政府的行事已经强制驱逐了许多一流的科学家和别 的学者,他们在法国、英国、比利时、丹麦和美国找到了职 位;有鉴于同样的不幸现在正等待着丽丝 迈特纳博士教授 女七他们根据荷兰的科学优势的荣誉提出了申诉:有 鉴于如果一位像迈特纳女士这样资历的科学家能够在我国工 作将对物理学在荷兰的发展具有巨大的价值和益处他 们提出丽丝 迈特纳在荷兰将是受欢迎的;有鉴于这一建议 得到了阿姆斯特丹的王国科学院的同意有鉴于她将在哈 尔勒姆以及格罗宁根的实验室中工作最重要的也许是, 他们说明了迈特纳的出现不会造成任何一个荷兰公民的经济 困难:有鉴于[支援迈特纳的]金钱迄今一直是由私人团体 捐助的她不会剥夺任何荷兰科学家的就业机会",-0.3333
丽丝·迈特纳,3348,"5按照德 哈斯的 说法,如果教育部能够承认丽丝 迈特纳的人境将有助于荷 兰的利益,司法部就会更好地看待这一问题;为此,她最好 有一个确定的大学职位",-1.0
丽丝·迈特纳,3354,7 仍然存在钱的问题,-1.0
丽丝·迈特纳,3365,"一位工 业家写信给佛克尔说,我们理解那么多不幸人士的不愉快处 境,但是我们有那么多的责任要承担,以致不再能参加你们 的筹款了",-1.0
丽丝·迈特纳,3374,这 听起来根本就很困难,-1.5
丽丝·迈特纳,3377,"迈特纳的另一个朋友,乌得勒支的H.R. 克 鲁伊特教授宣称自己当然很高兴地愿意运用他对政府的 影响,但是只有当问题变得真正很尖锐时才会运用 然后他就告诫佛克尔和考斯特尔说,首先要仔细考虑[你们 正在]作的是什么事,特别因为[养老金权利的丧失]显然 是不可逆转的",-1.0
丽丝·迈特纳,3381,"他们知道她即将被免职,而且也知道 她的护照和签证的问题,但是德拜的6月16日的信写得那么 慎重,以致他们不知道她已被明确禁止离开德国,从而就没 有意识到她在禁令被严格强化之前尽快出逃的重要性",-1.0
丽丝·迈特纳,3384,3 快到月底时.考斯特尔认为最好到柏林去亲自看看情况 到底多么糟糕.而且必要时就把迈特纳带回荷兰,-1.0
丽丝·迈特纳,3387,"恕我直言,请不要为男性 保护的本能所支配请想想瓦尔堡,他说他是不受干扰地 离开的,而且没遇到任何麻烦",-1.0
丽丝·迈特纳,3391,他的模棱 两可反映了他的担心:永远可能我们两个人弄不到钱,-1.0
丽丝·迈特纳,3418,"关于她的邀请和入境批准的一切程式化手续还完全没 有办妥,而如果出现了没有预料到的困难,我当然会通知您",-1.0
丽丝·迈特纳,3420,困难几乎立刻就出现了,-1.0
丽丝·迈特纳,3433,"老外才克尔当时正以国务秘书的身份 签署发给国外各大使馆的命令,禁止移民的犹太人把款项转 移出德国,这是一项大大增加了移民困难的命令",-1.0
丽丝·迈特纳,3477,"107 1907年,迈特纳作为一个贫困的大学生来到了柏林",-1.0
丽丝·迈特纳,3503,"哈恩发回了最衷心的祝贺, 并且说,我们听到这消息当然非常高兴,因为我们近来有点 担心",-1.0
丽丝·迈特纳,3508,"她完全抑制了它;她只谈到了表面上的实际问题,但却处于 最紧张的心情下",-1.0
丽丝·迈特纳,3514,"1 但钱还不是使她最烦恼的事,比一切都重要的是她只怕 找不到一个地方去工作",-2.5
丽丝·迈特纳,3530,她的苦恼并没有阻碍 她赏识考斯特尔家的孩子们,-1.0
丽丝·迈特纳,3544,"""i27 7月28日,丽丝 迈特纳带着藏起来的钱飞抵哥本哈 根沿途一直担心如果飞机被迫降在德国将有什么事情落 在我的头上",-1.0
丽丝·迈特纳,3550,"以往的记忆,更愉快的来访,和现在 的痛苦现实形成了强烈的对比",-1.0
丽丝·迈特纳,3565,"他判断迈特纳的困难处境是可能的然而并非实际的,从而 艾利斯的信也就没得到任何结果",-1.0
丽丝·迈特纳,3568,"迈特纳不明白为什么一个妇女学院 被牵涉进来,或为什么布喇格不直接给她写信而却给席格班 一种选择权:如果您不喜欢这个建议而宁愿不把它告诉迈特 纳女士,我将是完全理解的",-1.0
丽丝·迈特纳,3579,"自从在三十一 年前到达柏林以来,她还从来没有感到过如此地孤独",-1.0
丽丝·迈特纳,3580,"知道 数以千计的人都和她一样是流亡者,只有更加使她绝望",-1.0
丽丝·迈特纳,3595,"我 相信 现在既然部里已经介入这一问题 权宜之计就是由 迈特纳女士先自己请假,直到威廉皇帝学会决定了她的去留问题 时为止",-1.0
丽丝·迈特纳,3599,"他被以往几个月中的211 事件弄得筋疲力尽,而且对将来的事件满怀恐惧",-1.0
丽丝·迈特纳,3601,"当然,她的离去解决了他所 面临的最急迫的政治问题,但他仍然是脆弱的:作为一位非 纳粹分子,他的存在使得研究所(以及威廉皇帝学会)还不 能和纳粹教条完全达到Gleichschaltung (纯正,一致)",-1.0
丽丝·迈特纳,3604,"剩了一个人,我觉得完全无助 了",-1.0
丽丝·迈特纳,3609,"她,永远力图在她的业务生活和 私人生活的每一方面保持正直的一个人,竟然非法地越过了 国境,未经声明而放弃了她的位置,没说一句话而离开了她 的合作者们和一些亲密的朋友们",-1.0
丽丝·迈特纳,3618,"5 满心想着自己的烦恼,奥托同意 了太容易地同意了 再讨论这些事情是没用的",-1.0
丽丝·迈特纳,3619,"对我来说,每一件事情现 212 在是而将来也会是很困难的,我用不着对你说了",-1.5
丽丝·迈特纳,3620,"在研究所 中,我觉得自己毫无信心,而且对将来的事情很害怕",-1.5
丽丝·迈特纳,3625,"如果弗[拉末斯菲耳德]问起我是否神经出了毛病,那是因 为他认为我放弃了我的责任",-1.0
丽丝·迈特纳,3626,"那么,为什么不坦白地说明教育部 和特耳肖博士在三个星期以前就已建议让我请假呢?而小哈 恩,我的这位过于匆忙的Totenfeier (葬礼人员),却在我离职以 前就已上任了 这在那些或许对我还有点感情的人们看来能 够意味着什么呢?他们必然会认为我逃避了自己的责任,如果你 不肯明确地告诉他们说我不可能再待下去了 我的未来已被 割去了,我的过去也应该被剥夺吗?我没有干任何错事,为 什么我应该被当作一个非人乃至一个被活埋的人那样对待呢?一 切事情已经足够困苦了",-1.0
丽丝·迈特纳,3628,"我将像你在来信中那样愤慨地答复你吗?你对近几个星 期的事态发展一点概念也没有吗?[整个夏天,希特勒都在进行一 种狂热的宣传,在德国民族的自治问题上攻击捷克斯洛伐克;当 时入侵已迫在眉睫,而战争歇斯底里就成了用更恐怖的手段对付 犹太人的借口和伪装",-0.3333
丽丝·迈特纳,3633,"我曾经把这种共同工作看成 213 我一生最好的和最美的部分,而想到这些人现在可能认为我已经 抛弃了他们是使我非常痛心的也许你会理解我并不是真正 愤慨,尽管我不能说我觉得很好,而且我也知道,这对您也很不 幸地是不容易忍受的不要愤慨或生气,我们要互相帮助,而 不是把事情弄得比现状更坏",-1.0
丽丝·迈特纳,3635,"他对维也纳物理学 家约塞夫 马陶赫感兴趣;那是一位著名的质谱学家,在维 也纳遇到了一些困难,因为他像斯特喇斯曼一样没有参加必 要的纳粹控制下的组织",-1.0
丽丝·迈特纳,3638,"不论讨论自己的代替者会使丽丝感到多痛苦,她还是感 谢奥托仍然征求她的意见的",-1.0
丽丝·迈特纳,3639,甚至在较小的问题上也是如此,-1.0
丽丝·迈特纳,3644,"哈恩在9月间写 道:虽然我睡眠很好,但是我很疲倦,不像刚刚度过六星期 的假,却像刚刚艰苦地工作了一年似的",-1.0
丽丝·迈特纳,3654,"她的财务依赖性使她大感失望 在9月初,她已经还了狄 尔克 考斯特尔一些钱,尽管他再三推辞 而且她不断 地用各种各样的小事去催促奥托,关于她的书籍和设备,放 忘了地方的文件和家用物品,期刊的订阅和养老金的安排,等 等",-1.0
丽丝·迈特纳,3670,"但是我必须考虑此事,特别是因为现 在我自己感到从未有过的疲劳和精神倦怠",-1.0
丽丝·迈特纳,3671,"24 亲爱的奥托!请不要生气,我现在必须谈到我的处境",-1.0
丽丝·迈特纳,3672,我 感到如此完全地失落和无助,-1.0
丽丝·迈特纳,3674,"在这儿,我完全是孤独的,不能征求任何人的意见 L [莱斯特,迈特纳的律师]寄给我一个表,让我填井签名",-1.0
丽丝·迈特纳,3677,"那么,为什么威廉皇帝学会不肯 同意呢?我绝不是不耐烦,但一切事情都似乎很不对头 一切事物都慢得像蜗牛;仅仅是要摆脱我!我知道,小哈恩,你 有许多问题要考虑,而且那对你来说也是很难的,但是在工 作了30年以后,我应该甚至连几本书也不带就走开吗?我再 次请求你,不要生气",-1.0
丽丝·迈特纳,3686,"随着难民们越来越穷困,他们的人数也 越来越多,愿意收容他们的国家也越来越少了",-1.0
丽丝·迈特纳,3698,"但我事实上并不是愤恨,这只不过是因为目前 我找不到生活的意义而且我很孤独",-1.5
丽丝·迈特纳,3700,"在1938年的下半 年,由于艾迪特的病和关于丽丝的刺激,我自己(在心理 上)是如此疲惫得可怕,以致在交谈时常常流下泪来,这使 我大为尴尬",-1.0
丽丝·迈特纳,3712,"昨天晚6点左右,我们有一次小小的香槟 酒会以纪念过去的危机日子上个星期,事实上没作任何工 作,焦虑是可怕的,而现在,感谢上帝,我们摆脱了那种可怕的 压力",-1.0
丽丝·迈特纳,3731,"迈特纳关于战争的焦虑暂时被放下了,但是她对经济的 担心却是无时不在的",-1.0
丽丝·迈特纳,3734,"可能有某种困难,因为当时计划请你和最 高天空 [oberste Himmel, 即 Heinrich Himmler-希姆莱的 姓和德语的天相近]进行一次个人谈话",-1.0
丽丝·迈特纳,3735,"当他们听说你 不在德国时,他们可能生气了",-1.0
丽丝·迈特纳,3741,"当哈恩建议迈特纳祝贺库尔特 菲 利普晋升教授时,她愤怒地回答说:我不会给菲利普写信",-1.0
丽丝·迈特纳,3747,"4丽丝知道,伊莉莎白是公开声称反对迫害犹太人的,而 作为纳粹体制下的学术界中的一位妇女,她也绝不是没有自 己的困难",-1.0
丽丝·迈特纳,3749,"后来伊莉莎白回 忆说,丽丝的信在语气上是受到伤害的,常常是愤慨的,这 表明对她来说适应新的处境是如何地困难",-1.0
丽丝·迈特纳,3750,"41 作为丽丝的不愉快的核心的,是她对工作的不满意",-1.0
丽丝·迈特纳,3777,"8 丽丝对她给奥托造成的负担是很清楚的 她会说这 样麻烦你实在抱歉,但是她没有办法",-1.0
丽丝·迈特纳,3779,"让 别人到另一个国家去是困难的,特别你们每一个人都有那么多事 情要作",-1.0
丽丝·迈特纳,3780,"而对我来说也是困难的,当然事情的进展会和去作时很 不相同",-1.0
丽丝·迈特纳,3783,"人(包括我)是很奇怪的,他们有某些小的愿望, 即使当他们心中充满了烦恼的时候",-1.0
丽丝·迈特纳,3786,"对不起,小哈恩,还有一件事要麻烦你",-1.0
丽丝·迈特纳,3842,"另一方面,问题是急迫的:例如,[莱斯利 ]库克 [哈恩从前的一个学生]从剑桥写信来说,[诺尔曼 ]菲则尔、 [伊岗 ]布瑞彻尔(一个印度人)和他正在或者即将作强中子源 对铀的反应的工作",-1.0
丽丝·迈特纳,3846,"你为什么认为这里有几种物质?你得到了几 种半衰期吗?为什么您认为它可以被增强?你用慢中子得到的更 多得多吗?而且,和16分钟[准Re] 相比等价辐射的活性强 度有多大?你为什么认为有几种同质异能素?观察到了多于两种 的物质吗?请多费心回答这些问题,即使还不怎么确定",-1.0
丽丝·迈特纳,3849,"一组完全新的同质异能素,同 时铀被卷人到比他们所能解释的更多的反应中了?用她那些 关于3 . 5小时物质相对于1 .6分钟准Re 的强度的问题,她试 图确定开始的核是不是不同于23U 的铀同位素",-1.0
丽丝·迈特纳,3889,"在那以后的日子里,纳粹当 局禁止了犹太人出现在公共场所,把犹太孩子从学校里赶了 出来,并且为了水晶夜的损失而处了已经很贫困的犹太社团 227 十亿马克的罚款",-1.5
丽丝·迈特纳,3912,镭的结果提出了诠释方面的若干严厉问题,-1.0
丽丝·迈特纳,3914,但是对 镭来说最严重的困难还在于它的形成机制,-1.0
