科学家,句子编号,句子,情感得分,情感类别
屠呦呦,181,"参加合影的部分教师,第三排 左起:第九位,林启寿(植物化学家,最突出的成就是在20世纪70年代编著了一本国内较高水平的、唯一 较系统而完整的植物化学专著《中草药成分化学》);第十位,楼之岑(生药学家,北京医学院药学系副主任, 中国工程院医药与卫生工程学部首批院士、生药学国家重点学科首席学术带头人);第十一位,蒋明谦(有机 化学家,中国科学院学部委员、院士);第十二位,薛愚(药物化学家,国立北京大学医学院药学系主任);第 十三位,王序(有机化学家,中国科学院院士,北京医学院药学系主任) 屠呦呦传 1955年,屠呦呦被分配 到卫生部中医研究院(现中 国中医科学院)工作 研究实习员的爱情 1955年,经历4年的勤奋学习后,屠呦呦大学 毕业了",0.0,中性
屠呦呦,182,"正在这一年,共和国百事待兴,中医研究院开 始筹建,直属于卫生部,也就是现在的中国中医科 学院,一批名老中医从各地抽调奔赴北京,充实 中医研究的专家力 量",0.0,中性
屠呦呦,183,"大学刚刚毕业 的屠呦呦,洋溢着 青春活力,被分配 到中医研究院中药 研究所工作",0.0,中性
屠呦呦,184,"工作初期,屠 呦呦主要从事生药 学研究",0.0,中性
屠呦呦,185,"1956年, 全国掀起防治血吸 虫病的高潮",0.0,中性
屠呦呦,186,"她和 第二章 向医而行 20世纪50年代,时为副教授的楼之岑指导在卫生部中医研究院中药研究所任研究实习员的屠呦呦研究中药 自己的大学老师楼之岑共同完成了对有效药物半 边莲的生药学研究,1958年,这项研究成果被人 民卫生出版社出版的《中药鉴定参考资料》收录",0.0,中性
屠呦呦,187,"此后,屠呦呦又完成了品种比较复杂的中药银柴 胡的生药学研究,1959年,这项成果被收入《中 药志》",0.0,中性
屠呦呦,188,"这两项研究,都属于她大学期间专业所学 的 范 畴",1.0,正面
屠呦呦,189,"屠 呦 呦 传 与许多专注于科研的学者类似,生活上,屠呦 呦是个实打实的粗线条,不太会照顾自己, 一 心扑在工作上",1.0,正面
屠呦呦,190,"有一回,她的身份证明找不到了, 让同事帮忙找找,打开她的箱子,发现里面东西放 得乱七八糟,被大家戏称:能收拾得那么不妥当, 完全不像女生",1.0,正面
屠呦呦,191,"屠呦呦现在自己也说,要让身边的生活琐事变 得井井有条,我依然不灵光,成家后,买菜、买 东西之类的事情,基本上都由我家老李做",0.0,中性
屠呦呦,192,"屠呦 1957年时的屠呦呦 屠份主 子 义 延 設 積 極 1958年,屠呦呦被授予卫生部机关青年社会主义建设积极份子 第二章 向医而行 1961年,父亲屠濂规题赠给屠呦呦的照片(正、背面) 呦口中的老李,是她的丈夫李廷钊",0.0,中性
屠呦呦,193,"李廷钊1931年9月出生于宁波,与屠呦呦是 同乡,两人还曾是效实中学的同学",0.0,中性
屠呦呦,194,"1951年,李 廷钊从效实中学毕业后赴北京外国语学校学习外 语",0.0,中性
屠呦呦,195,"此时正值抗美援朝,他和班上的许多同学纷纷 提出要到朝鲜战场",0.0,中性
屠呦呦,196,"消息传到了周恩来总理处,周 总理说:不要去朝鲜战场,国家亟需大量优秀人 才,你们应继续学习深造",1.0,正面
屠呦呦,197,"李廷钊因此未能到朝 屠呦呦传 鲜,而是到了农大补习班学习",0.0,中性
屠呦呦,198,当时他最想报考的学校是北京 工业学院和清华大学,0.0,中性
屠呦呦,199,"1952年, 他如愿考入北京工业学院;在 校期间,他表现非常出色,担 任了班长",2.0,正面
屠呦呦,200,"1954年至1960年, 他被派到苏联列宁格勒工学 院留学,获得硕士学位",0.0,中性
屠呦呦,201,"归国 后,李廷钊被分配到位于黑龙 1962年参加中医研究 院西医离职学习中医班时的 屠呦呦 江齐齐哈尔的北满钢厂工作,后又在马鞍山钢铁厂 (19611964年)、北京钢铁学院(19641976年) 和冶金部等单位工作",0.0,中性
屠呦呦,202,"从钢铁实务、科研到管理, 他的人生与钢铁结下了不解之缘",0.0,中性
屠呦呦,203,"在马鞍山钢铁厂期间,李廷钊有个姐姐恰好在 北京工作",0.0,中性
屠呦呦,204,"因为都是同乡,屠呦呦常会同李廷钊的 姐姐会面;当李廷钊从马鞍山到北京看望姐姐时, 也常会遇到老同学屠呦呦",0.0,中性
屠呦呦,205,"姐姐看出他们间的意 思,主动当起了红娘",0.0,中性
屠呦呦,206,"一来二往,两颗年轻的心, 渐渐走到了一起",0.0,中性
屠呦呦,207,"第二章 向医而行 1963年,他们 在北京重逢两年后, 正 式 走 进 了 婚 姻 殿堂",0.0,中性
屠呦呦,208,"有 朋 友 戏 称 , 李廷钊与屠呦呦的 结合,是传统(中 药)与现代(钢铁)的融合",0.0,中性
屠呦呦,209,"1963年,屠呦呦与李廷钊结婚照 大学同学王慕邹的妻子,也与屠 呦呦熟识",0.0,中性
屠呦呦,210,"她说,婚后屠呦呦不擅于 做家务,家中大小事务基本由先生全 包,屠呦呦与一般女孩子的兴趣不一 样,她是个心胸开阔的人,精力都用 在工作上了",0.0,中性
屠呦呦,211,"虽然在家中角色有所不同,但婚 后屠呦呦两口子共同的主题,实际上 只有两个字奉献",1.0,正面
屠呦呦,212,"交给你任务,当时对我们来说, 就努力工作,把国家任务完成",1.0,正面
屠呦呦,213,"只要 1965年夏,屠呦呦初为人母,图为屠呦呦 大女儿李敏 有任务,孩子一扔,就走了",0.0,中性
屠呦呦,214,"说起往事,屠呦呦 显得很淡定",0.0,中性
屠呦呦,215,"那时,她被派去海南岛,丈夫李廷钊 因为在苏联学过冶金的背景已下放到五七干校,为 了不影响工作,他们咬牙把不到4岁的大女儿送到 了托儿所全托班,小女儿则一直在宁波老家由老人 照顾",1.0,正面
屠呦呦,216,"也正是由于长时间的骨肉分离,以至于大 图为1974年春,屠呦呦的小女儿李军与外公屠濂规、外婆姚仲千的合影",0.0,中性
屠呦呦,217,"为了523工作,屠呦呦将女 儿放在宁波老家,托由父母照料 第二章 向医而行 时如何能认出自己",0.0,中性
屠呦呦,218,"三四年才能有一次的母女相会, 一直持续多 年",1.0,正面
屠呦呦,219,"女儿李军也很长时间里无法理解,母亲怎么能 为了科研、为了事业,就可以舍弃自己的家庭,连 孩子也不顾不上照顾? 每次都颇为陌生的母女相会,也让屠呦呦 暗暗怀疑过自己当初的选择",-1.0,负面
屠呦呦,220,"多年过后,她依然会 有些懊悔地说:孩子长大后,甚至一度不想回到 北京和我们一起生活",0.0,中性
屠呦呦,221,"当初的选择,在现在看起来有些不近人情,对 于如今家中摆满女儿和外孙女照片的屠呦呦和李廷 钊而言,这是情非得已,是那个年代的人都理解的 无奈选择",0.0,中性
屠呦呦,222,"自愿脱产学中医 1959年,参加工作4年后,屠呦呦成为卫生部 组织的中医研究院西医离职学习中医班第三期 学员,开始系统地学习中医药知识",0.0,中性
屠呦呦,223,"第二章 向医而行 对于屠呦呦而言,这也为她之后在中医药中寻 得灵感,继而发现青蒿素埋下了伏笔",1.0,正面
屠呦呦,224,"在20世纪5060年代的中国医药界,中医学 习西医已形成风气",0.0,中性
屠呦呦,225,"1954年,毛泽东高瞻远瞩向全国卫生系统发出 西医学习中医的号召,主张中西医结合,其主 旨是取中医和西医之长,创造一个既高于中医,又 高于西医的新医学,为建设新中国服务",1.0,正面
屠呦呦,226,"为此,毛 泽东作出了全面而深刻的指示:今后最重要的是 首先要西医学中医",0.0,中性
屠呦呦,227,"并提出了一些具体的改进措 施:要抽调100名至200名医科大学或医学院的毕 业生交给有名的中医,去学他们的临床经验,而 学习就应当抱着虚心的态度",0.0,中性
屠呦呦,228,"西医学习中医是光 荣的,因为经过学习、教育、提高,就可以把中 西医界限取消,成为中国真正统一的医学,以贡 献于世界",0.0,中性
屠呦呦,229,"对当时的中国医学界而言,西医学习中医 的提法,并不似今天这么司空见惯",0.0,中性
屠呦呦,230,"新中国成立前后,全国卫生形势非常严峻:疫 屠呦呦传 病丛生,缺医少药,医疗卫生条件非常落后",0.0,中性
屠呦呦,231,"当时 全国西医仅有2万多人,中医虽有几十万人,但却 不能正常发挥作用",0.0,中性
屠呦呦,232,"当时,中医药有劲使不出的原因在于,新 中国成立初期公布的《中医师暂行条例》《中医师 暂行条例施行细则》《医师、中医师、牙医师、药 师考试暂行办法》等中医药管理文件,规定了一些 脱离实际、颇为苛刻的办法",0.0,中性
屠呦呦,233,"如此导致的结果之一就是:1953年,全国92 个大中城市和165个县登记、审查合格的中医只有 1.4万多人",0.0,中性
屠呦呦,234,"山西省运城专区18个县,竟没有一名 合格中医",0.0,中性
屠呦呦,235,"天津市中医水平在当时是比较高的,但 参加考试的530多个中医只有55个合格",0.0,中性
屠呦呦,236,"江西省 卫生厅1950年和1951年先后进行了两次全省中医 师登记审查换发执照工作,总登记人数为8728人, 而被承认为正式中医师的仅424人,审定为临时 中医师的3648人,其余实际上被取消了行医资格",0.0,中性
屠呦呦,237,"1950年曾将审查不合格的1355人通知由专署考试, 由于没有充分考虑许多中医提出的缓期考试的 第二章 向医而行 20世纪50年代的毛泽东 要求,结果报考者仅727人,有327人没有通过, 这更引起一些中医的不满",-1.0,负面
屠呦呦,238,"此外,在具体卫生工作中,也出现了不少问 题,如实行公费医疗制度没有认真考虑中医的作 用,吃中药不报销,大医院不吸收中医参加工作; 办中医进修学校主要讲授简单的西医诊疗技术,片 面地鼓励中医改学西医;各高等医学院校,没有考 虑讲授中医药课程;中华医学会不吸收中医会员; 中药产供销无人管理;盲目取缔一些深受群众欢迎 屠呦呦传 又确能治病的中成药",1.0,正面
屠呦呦,239,"有人发表文章,公开声称中 医是封建医,鼓吹随着封建社会的消灭,中医 也应被消灭",0.0,中性
屠呦呦,240,"1956年8月24日,毛泽东接见参加第 一 届 全国音乐周的代表,并同中国音乐家协会负责人 谈话",0.0,中性
屠呦呦,241,"这次谈话,毛泽东深刻地论述了中国化 何以必要的道理,中西医结合则多次成为他进 行阐述时的例子,他指出:如果先学了西医,先 学了解剖学、药物学等等,再来研究中医、中药, 是可以快一点把中国的东西搞好的",0.0,中性
屠呦呦,242,"要把根本 道理讲清楚:基本原理,西洋的也要学",0.0,中性
屠呦呦,243,"解剖刀一 定要用中国式的,讲不通",0.0,中性
屠呦呦,244,"就医学来说,要以西 方的近代科学来研究中国的传统医学的规律,发 展中国的新医学",0.0,中性
屠呦呦,245,"你们是西医,但是要中 国化,要学到一套以后来研究中国的东西,把学 的东西中国化",0.0,中性
屠呦呦,246,"应该学习外国的长处,来整理 中国的,创造出中国自己的、有独特的民族风格 的东西",1.0,正面
屠呦呦,247,"这样道理才能讲通,也才不会丧失民族 信心",1.0,正面
屠呦呦,248,"44 至此,毛泽东已逐渐清晰 完整地表达了他关于中西 医结合思想的思考:通过西 医学习中医,中医学习现代 科学技术,中西医学密切合 作,应用现代科学技术继承和 发扬祖国医学遗产,从而走出 一条具有中国特色的新医药学 发展之路",1.0,正面
屠呦呦,249,"1958年10月11日,卫生 部党组向中央写了《关于西 第二章 向医而行 中 国 医 革 学 号 一 个 伟 大 的 它 审 , 努 力 苯 掘 , 加 以 提 高",0.0,中性
屠呦呦,250,"1958年10月,毛泽东就卫生部向中央写的《关于西医 学中医离职学习班的总结报告》所作出的重要批示 医学中医离职学习班的总结报告》",0.0,中性
屠呦呦,251,"毛泽东作了中 国医药学是一个伟大的宝库,应当努力发掘,加以 提高的著名批示",1.0,正面
屠呦呦,252,"这表明,毛泽东不仅把中医药 看成是中国传统文化留给我们的一份珍贵遗产,而 且特别强调要充分挖掘其现实价值",0.0,中性
屠呦呦,253,"从此,我国的中西医结合工作迅速起步",0.0,中性
屠呦呦,254,"就在毛泽东1958年10月11日关于中医药的 重要批示中,他也特别提及:我看如能在1958 屠呦呦传 年每个省、市、自治区各办一个7080人的西 医离职学习班,以两年为期,则在1960年冬或 1961年春,我们就有大约2000名这样的中西结 合的高级医生,其中可能出几个高明的理论家",0.0,中性
屠呦呦,255,"据1960年全国西学中经验交流会时统计的资 料,全国西医离职学习中医班有37个,学员2300 第二章 向医而行 余人,在职学习中医的有36000余人",0.0,中性
屠呦呦,256,"高、中级医 药院校也大多开设了中医学课程,培养了一大批西 学中人员",0.0,中性
屠呦呦,257,"其中,大多数成为以后中医或中西医结 合研究的技术骨干和学术带头人",0.0,中性
屠呦呦,258,"1959年,屠呦呦便积极成为了中医研究院西 医离职学习中医班第三期学员",0.0,中性
屠呦呦,259,"在持续两年半的 1960年,中医研究院西 医离职学习中医班第三届毕业 同学留影",0.0,中性
屠呦呦,260,第二排左六为屠呦 呦,0.0,中性
屠呦呦,261,"前排右八为蒲辅周,当代 杰出的中医临床家,曾为周恩 来总理的保健医生",1.0,正面
屠呦呦,262,"前排右十 为杜自明,中医正骨专家,周 恩来总理曾亲自到友谊医院向 其遗体告别",0.0,中性
屠呦呦,263,"前排左十为高合 年,时任中医研究院副院长",0.0,中性
屠呦呦,264,"前排左一为国医大师唐由之, 曾经为毛泽东治疗眼疾",0.0,中性
屠呦呦,265,"第四 排右十为资深研究员高晓山, 药性理论的先驱 屠呦呦传 脱产学习中,她不但掌握了理论知识,而且参加过 临床学习",0.0,中性
屠呦呦,266,"根据自己的专业,屠呦呦还深入药材公司,向 老药工学习中药鉴别及中药炮制技术,并参加北京 市的中药炮制经验总结,从而对药材的品种真伪和 道地质量以及炮制技术有了感性认识",1.0,正面
屠呦呦,267,"中药炮制是中医用药的特点之一,是指按照中 医药理论,根据药材自身性质以及调剂、制剂和临 床应用的需要,所采用的一项独特的制药技术",0.0,中性
屠呦呦,268,"中 药必须经过炮制之后才能入药,即通过净制、切 制、炮炙等手段,来实现降低或消除中药的毒性或 副作用、改变或缓和药物的性质以及增强药物疗效 的目的",1.0,正面
屠呦呦,269,"学习完成后,屠呦呦参加了卫生部下达的中药 炮制研究工作,是《中药炮制经验集成》 一书的主 要编著者之一,该书广泛收集了各省市的中药炮制 经验,对有关文献进行了比较系统的整理",0.0,中性
屠呦呦,270,"正因为有这样的一次极具开创性的脱产培训, 屠呦呦真正开始熟练掌握拥有能阅读中医和西医两 第二章 向医而行 同志系 浙江者 人,现年 三 十 发",0.0,中性
屠呦呦,271,"自 一 九五九年十 月 至 一九六士年二月在 中医研究院西医离职学习中 医班第三期学习期滞,准 予结业",0.0,中性
屠呦呦,272,"中年人民共和国卫生部部鲁 一九六4年三月 日 种医学语言的能力,并能够了解各自的历史和理念 差异,进而将传统医学经验性知识和现代生物医学 最高水平联系在一起,成为了像当年毛泽东讲的 其中可能出几个高明的理论家中的一员,为今 后青蒿素研究打下了坚实的基础",0.0,中性
屠呦呦,273,"第三章 矢志寻蒿 100 第三章 矢志寻蒿 神秘523 1969年1月21 日,屠呦呦迎来科研人生的重 要转折",0.0,中性
屠呦呦,274,"这一天,屠呦呦了解到一个之前素未听闻的全 国大协作项目全国523任务",0.0,中性
屠呦呦,275,"523办公室负责人专程来到中医研究院,开 诚布公地说:中药抗疟已做了好多工作,到流行 地调查,曾收集验秘方来试验,有的有一定效果但 不满意,用法、制剂等方面也存在问题",-1.0,负面
屠呦呦,276,"方子拿了 不少,很多是大复方,这么多药怎么办,哪个方子 好,什么起主要作用,我们经验少,办法少,希望 你们能参加此项任务",1.0,正面
屠呦呦,277,"疟疾,中国民间俗称打摆子,在今天的中 国已基本绝迹",0.0,中性
屠呦呦,278,多数人对它的认知来自反映战争年 代或者更久远年代的影视、戏曲或文学作品,0.0,中性
屠呦呦,279,"发起 病来一会高烧焚身,一会如坠冰窟,颤抖不止 疟疾也是军队行动的无形杀手,在古今中外的 每干人宪疾发病率 >100 50-100 10-50 1-10 0.1-1 0-0.1 不存在疟疾 缺少数据 Source:Nalionad mohrni oouto/progpornie rpotu 2013年有疟疾传播的国家和地区 战争史中,因疟疾流行 造成部队严重减员,从 而导致军事行动失败的 战例,时有记载",-1.0,负面
屠呦呦,280,"在人类与疟疾的战斗 史中,起初最有效的治 疟药物,来自金鸡纳树",0.0,中性
屠呦呦,281,"19世纪,法国化学家从 金鸡纳树 金鸡纳树皮中分离出抗疟成分奎宁",0.0,中性
屠呦呦,282,"随后,二战期 间科学家又发明了奎宁替代物氯喹",1.0,正面
屠呦呦,283,氯喹曾一 度是抗击疟疾的特效药,0.0,中性
屠呦呦,284,"但是,引发疟疾的疟原虫在被氯喹克制了将近 200年后,渐渐表现出了强大的抗药性",0.0,中性
屠呦呦,285,"特别是到 第三章 矢志寻蒿 了20世纪60年代,疟疾再次肆虐东南亚,疫情蔓 延到无法控制的程度",0.0,中性
屠呦呦,286,"也就是在这一时期,美国发动了二战以后参战 人数最多、影响最大的越南战争",0.0,中性
屠呦呦,287,"随着战事升级, 美越双方伤亡人数不断攀升",0.0,中性
屠呦呦,288,"很快,越南战场上却出现了比子弹、炸弹更可 怕的敌人抗药性恶性疟疾",0.0,中性
屠呦呦,289,"美越两军苦战 在亚洲热带雨林,疟疾像是第三方,疯狂袭击交战 美越战争中受疟 疾威胁的士兵 屠呦呦传 的双方",0.0,中性
屠呦呦,290,"有关资料报道,在越南战争中,1964年, 美军因疟疾造成的非战减员比战伤减员高出45 倍",0.0,中性
屠呦呦,291,1965年驻越美军的疟疾发病率高达50%,0.0,中性
屠呦呦,292,"据 河内卫生局统计,越南人民军队19611968年伤 病员比例,除1968年第一季度伤员多于病员外, 其他时间都是病员远远超过伤员,病员中大多数是 患疟疾",0.0,中性
屠呦呦,293,"越南地处热带,山岳纵横,丛林密布,气候炎 热潮湿,蚊虫四季孳生,本就是疟疾终年流行的地 区",0.0,中性
屠呦呦,294,"而当时的抗疟药氯喹及其衍生药,对越南流行 的疟疾已经基本无效了",0.0,中性
屠呦呦,295,"能否抵抗疟疾,甚至成了越南战场上美越双方 的胜负手",0.0,中性
屠呦呦,296,"美国为解决这一难题,专门成立了疟疾委员 会,大量增加研究经费,组织了几十个单位,参加 抗疟研究任务",0.0,中性
屠呦呦,297,"至1972年,美国华尔特里德陆军 研究院,就已筛选了21.4万种化合物,但没有找 到理想的新结构类型抗疟药",0.0,中性
屠呦呦,298,"越共总书记胡志明亲自到同属社会主义阵营且 第三章 矢志寻蒿 1965年,毛泽东 在长沙接见越共总书 记胡志明 紧密相邻的中国,向毛泽东提出支援抗疟疾药物和 方法的请求",0.0,中性
屠呦呦,299,"在革命战争时期曾感染过疟疾、深知其害的 毛泽东回答说:解决你们的问题,也是解决我们的 问题",-1.0,负面
屠呦呦,300,"应越共的请求,毛泽东、周恩来指示,有关部 门要把解决热带地区部队受疟疾侵害,严重影响部 队战斗力,影响军事行动的问题作为一项紧急援 外、战备任务立项",-1.0,负面
屠呦呦,301,"因此,研制新型抗疟药就成为 当时中国军队医药科技工作者的一项重要的政治任 务,1964年起,军内开展了抗疟药的研究",0.0,中性
屠呦呦,302,"1966年, 军事医学科学院微生物流行病研究所和毒理药理研 究所的专家们就进行了应急预防处方的研究,设计 了防疟1号、2号片,使预防时间从1周延长到10 天至2周",0.0,中性
屠呦呦,303,"鉴于提供防治恶性疟疾药物的紧迫性和艰巨 性,只靠军队的科研力量在短期内完成这项任务 的难度是非常大的,只有组织国内更多的科研力 量,军民大协作才有可能更好地完成这一紧急援 外战备任务",0.0,中性
屠呦呦,304,"因此,针对热带抗药性恶性疟疾防 治要求,中国人民解放军军事医学科学院起草了 三年研究规划草案,经过酝酿讨论和领导审定, 由中国人民解放军总后勤部商请国家科委,会同 国家卫生部、化工部、国防科工委和中国科学院、 医药工业总公司,组织所属的科研、医疗、教学、 制药等单位,在统一计划下分工合作,共同承担 此项任务",0.0,中性
屠呦呦,305,"第三章 矢志寻蒿 国家科委和中国人民解放军总后勤部于1967 年5月23日在北京召开了有关部委、军队总部直 属和有关省、市、区、军队领导及所属单位参加的 疟疾防治药物研究工作协作会议,会议讨论确定 了三年研究规划",0.0,中性
屠呦呦,306,"由此,拉开了抗疟新药研究的序幕",0.0,中性
屠呦呦,307,"由于当时这是一项援外战备紧急军工项目,为 了保密,就以5月23日开会日期为代号称为523 任 务",0.0,中性
屠呦呦,308,"屠呦呦获得诺贝尔奖之后,几乎一夜之间, 523这个代号也迅速进入公众的视野",0.0,中性
屠呦呦,309,很多人把 523与青蒿素的研究画上等号,0.0,中性
屠呦呦,310,"其实,523任 务作为一项巨大的秘密科研工程,涵盖了疟疾防控 的所有领域,不单单只有青蒿素研究",0.0,中性
屠呦呦,311,而且;这一 科研工程的开展涉及全国诸多省市和行业,0.0,中性
屠呦呦,312,"新中国成立后,我国的疟疾防治工作前后经历 四个阶段",0.0,中性
屠呦呦,313,50年代属于第一阶段:重点调查及降低 发病率阶段;60年代和70年代属于第二阶段:控 制流行阶段;80年代和90年代属于第三阶段:消 59 523科研组人 员在开展研究工作 除疟疾阶段;2000年之后进入了第四个阶段:巩固 消除疟疾成果阶段,0.0,中性
屠呦呦,314,"523任务处于20世纪六七十年代,即第二 个阶段之中",0.0,中性
屠呦呦,315,523任务绝非仅为了抗美援越,0.0,中性
屠呦呦,316,"20世纪50年代,国家陆续出台《少数民族地区疟 疾防治工作方案》和《疟疾防治规划》等多份规划 方案,组织卫生工作队、防疫队、医疗队进入高疟 区,抢救疟疾患者,进行预防工作;设立疟疾防治 所,进行疟疾防治科研和培训技术骨干等工作;同 时举办疟疾训练班,培养专业技术队伍",1.0,正面
屠呦呦,317,"一系列工 第三章 矢志寻蒿 作之下,我国的疟疾防控工作开始得到了系统的管 理,疟疾发病率一度由1955年的102.8/万下降到 1958年的21.6/万",0.0,中性
屠呦呦,318,"但是,由于政治、经济以及自然因素的关系,20 世纪60年代初和70年代初我国又大范围爆发疟疾, 全国发病人数多达1000万至2000万,1960年和 1970年全国平均发病率分别高达155.4/万和296.1/万, 其中1970年是新中国成立后疟疾发病率最高的一年",0.0,中性
屠呦呦,319,"毛泽东所言的解决你们的问题,也是解决我 们的问题,现在看来,这句话含义深刻",-1.0,负面
屠呦呦,320,"在那个 时期,疟疾问题已属于内忧外患,到了非解决 不可的地步",-1.0,负面
屠呦呦,321,"523项目的任务十分明确,就是通过军民合 作开发防治疟疾药物,同时对所开发防治药物的要 求是高效、速效,预防药物要长效",0.0,中性
屠呦呦,322,"自此,先后有7个省市全面开展了抗疟药物的 调研普查和筛选研究",0.0,中性
屠呦呦,323,"至1969年筛选的化合物和 包括青蒿在内的中草药有万余种,但未能取得理想 的结果",0.0,中性
屠呦呦,324,"屠呦呦传 出任课题组组长 接到参与523任务的要求,中医研究院也 有些犯难",0.0,中性
屠呦呦,325,"作为文化大革命的重灾区,当时的中医研 究院,科研工作几近全面停顿,许多经验丰富的老 专家已靠边站",0.0,中性
屠呦呦,326,"523的重担能交给谁?谁可以接? 39岁的屠呦呦!虽然职称尚是研究实习员,但 来到中药所已14年的她,兼具中西医背景,正致 力于研究从植物中提取有效化学成分,已经步入中 药所研究第二梯队",0.0,中性
屠呦呦,327,"以当时中药所的现状,屠呦呦正是最合适的人 选",0.0,中性
屠呦呦,328,"自20多岁便与屠呦呦共事的中国中医科学院 中药所原所长姜廷良说,将重任委以屠呦呦,在 于她扎实的中西医知识和被同事公认的科研能力 水平",0.0,中性
屠呦呦,329,"1969年1月起,中医研究院中药所内,多了个 第三章 矢志寻蒿 大量翻阅历代医籍、认真走访老中医,甚至连一封 封群众来信都一定要打开看看的忙碌身影",1.0,正面
屠呦呦,330,"这就是39岁的屠呦呦,在被任命为课题组组 长后,她正式走上抗疟之路",0.0,中性
屠呦呦,331,"当时,谁也没有料到,这会是523任务取 得重大进展的开始",0.0,中性
屠呦呦,332,"说是课题组,在最初的阶段,屠呦呦只是光 杆司令,只有她一个人孤独地踏上了寻药之路",-1.0,负面
屠呦呦,333,"先从本草研究入手,屠呦呦开始广泛收集、整 理历代医籍,查阅群众献方,请教老中医专家",0.0,中性
屠呦呦,334,"仅 用3个月的时间,她就收集了包括内服、外用,植 物、动物、矿物药在内的2000多个方药,在此基 础上精选编辑了包含640个方药的《疟疾单秘验方 集》,于1969年4月送交523办公室,并开始 转送相关单位参考",0.0,中性
屠呦呦,335,"这其中,其实就包括后来提取出青蒿素的 青 蒿",0.0,中性
屠呦呦,336,"不过,在第一轮的药物筛选和实验中,青蒿并 没有成为屠呦呦重点关注的对象",0.0,中性
屠呦呦,337,"当时,配伍解决 屠呦呦传 (浙江)5(6藏灵的二些,香 附子二鱼,北沙参三修 水剪 额 ( 江 西 ) 方 :青前五绝量毕斤 布法:指汁幺吃水煎泉或窃细水,开 永允服",0.0,中性
屠呦呦,338,"然即:档定、贵州,云油、广回期 备施各地肉有配其宅前治屿:(1) 肯背三带 麻沙概三雨(又名 混芝廉)水激联指护效俱 好(广目) (2)清青做( 四 川 ) 3 ( 背 三 龄 能 平 三 能 水 霜 数 ( 临 建 ) : ( 膺 游 心一把 生蔡三块岛警少许 前二西捣汁,领忘镑(描 涎 ) ; (6方高八喝,具姆人经共丸 如招子大 启发前四五小时最 二十(刷)(唐站四南, 两偿三蜂快局寝二雨,研麒 泉 保吹三绫,于启发前二小 财整消途下(湖角)i7 皆 一两,感瓜叶三原,马领草二 脚 官检二两,九指子大,邻 4+(0+ 0000011 次服三终(广西)108) 蜜 五 级 浙 员 三 染, 检一趋,开束,分二 吹水酒党屉(红西); V1 惰需六鱼,草果缝率, 高梅三位,骨皮经半, 水应敲(福嚏):0分 鸢四网,地骨皮四, 卑画停二而,单不快叶 设炭十脐*水蘸(广西 就 ) 3 0 育 鸽 尖 一 鱼 , 成单草一染,火药一分, 够 婴 一 个 婚 吃 ( 云 动 ) ; 常三鲶岛银单三 绘)路边金三烧,论虎 剩三能,蛇送三寸,水 激尤要汁,拍发育融t 糊泉)50黄需尖 一龚, 画妆于皮一能鲸子叶 尖 一 绕,亚冰柏实 一 大幕一 水应额(云 南 ) 补方:女叶一里五网 用注:群锦汁泉或澳~溶泉 18~ 1969年4月,《疟疾单秘验方集》封面与其中有关青蒿的内容 常山碱致呕吐的副作用问题,才是屠呦呦工作的重 点",-1.0,负面
屠呦呦,339,"她选取一些有止呕功效的中药配伍常山碱,在 鸽子及猫的呕吐模型上进行药理实验",0.0,中性
屠呦呦,340,"但是,最好 的组合也只是对鸽子的呕吐模型较为有效,对猫呕 吐模型基本无效",0.0,中性
屠呦呦,341,"1969年5月起,她开始制备中药水提物、乙 醇提物送军事医学科学院进行抗疟药筛选,至6 月底送样品50余个",0.0,中性
屠呦呦,342,"其中,发现胡椒提取物对鼠 第三章 矢志寻蒿 辣椒加明矾,要带下去做临 床疗效观察",1.0,正面
屠呦呦,343,"此时,中药所派屠呦呦 等3人前往海南",0.0,中性
屠呦呦,344,"在海南疟 1969年,屠呦呦在执行 523任务中荣获五好队员 称 号 疾疫区的临床验证发现,尽管胡椒和辣椒加明矾 的多种制备样品对鼠疟抑制率达80%以上,但对 疟疾病人只能改善症状,并不能使患者的疟原虫 转阴",1.0,正面
屠呦呦,345,"任务结束后,屠呦呦被广东省523办公室 授予五好队员称号",0.0,中性
屠呦呦,346,"1970年,课题组的主要精力还是开展对胡椒 的深入研究,29月,先后送中国军事医学科学 院测试胡椒等各种提取物和混合物样品120余个",0.0,中性
屠呦呦,347,"经效价测定,发现胡椒经分离提取后,不能提高 效价;调节成分比例,虽能提高效价,但远不如 氯喹",1.0,正面
屠呦呦,348,"1971年广州会议上,523中医中药工作只能 上、不能下的目标被再次明确",0.0,中性
屠呦呦,349,"由此,屠呦呦课题 组被充实到4人,屠组长的麾下,才算真正有 第三章 矢志寻蒿 了3个团队成员",0.0,中性
屠呦呦,350,"直至1971年9月初,筛选了100余种中药的 水提物和醇提物样品200余个",0.0,中性
屠呦呦,351,"他们期盼着能有所 收获,但结果令人失望 筛选过的中药里,对疟原虫的抑制率最高的也 只有40%左右",-1.0,负面
屠呦呦,352,"难道史书上记载不可信? 难道实验方案不合理? 难道在中医药这个宝库中就发掘不 出宝来? 一个氯喹不可超越,一个常山已到 了尽头,真的就无路可走了吗? 第191号样品 重新埋下头去,看医书!屠呦呦 的执拗和坚持带动着大家",1.0,正面
