node_name,node_type,weight,sentiment,word_count,degree
巴尔的摩当我在匈牙利的生物研究中心开始工作时他的里程 碑式的病毒专著让我着迷能当面告诉他他的书如何影响了我 真是一件令人高兴的事,institution,1,0.0,0,1
这次活动感觉像是同学聚会活动结束后我们一群人回到了老 朋友拉斯洛 萨巴多斯的家读大学时他和我们一起经历了很多 铁路冒险在南美工作多年后拉斯洛回到了生物研究中心 我的同学现在遍布世界各地工作出色在忙碌的世界旅行,institution,1,0.0,0,1
富兰克林凯瑟琳,institution,1,0.0,0,1
布鲁克医疗疗养院的人接种疫苗一周后那里暴发了covid-19病毒 感染疗养院内有70人检测呈阳性多亏了疫苗每个人都活了下,institution,1,0.0,0,1
宾夕法尼亚州家中的窗台上和所有花卉一样球茎绽放出缤纷色 彩与花朵,institution,1,0.0,0,1
有时我静静地坐着看它们想起我母亲的花园我外祖母在 市场上卖的花还有匈牙利艺术家兼植物学家薇拉 乔波迪书中的 插图她的作品让年幼的我着迷,institution,1,0.0,0,1
不这不是我的初衷更重要的是它很可能会有不同的走 向 我通常不会沉迷于“如果”但是它们就在那里如果匈牙,institution,1,0.0,0,1
功地将我驱逐出境会如何如果我没有遇见埃利奥特会如何 如果戴维没有插手拯救我的职业生涯会如何如果科学期刊早几,institution,1,0.0,0,1
们的研究工作我很快就会读到有一天他们将取得现在我们谁都无 法想象的突破 还有太多的东西有待发现,institution,1,0.0,0,1
你永远不会经历这样突如其来的顿悟 所以我就是现,institution,1,0.0,0,1
吴健雄,scientist,0,0.0020823529411764705,13251,281
vogt(加拿大国际介子物理中心主任,institution,2,0.0,0,1
昊健雄 传 张怀亮 编著,institution,1,0.0,0,1
nupresslpublicl.ptt.js.cn 经 销 全国各地新华书店,institution,1,0.0,0,1
任物理系教授兼系主任开两门课普通物理和近代物理,institution,1,0.0,0,1
吴健雄逝世后国际学术界部分,institution,1,0.0,0,1
"我对吴健雄十分敬佩并且喜欢她的“为人”,作为她的朋友我 感到荣幸 james.p.vary (",institution,1,0.0,0,1
我在一篇文章中提到吴健雄于19361937年间在柏克利辐,institution,1,0.0,0,1
barrett(美国阿里桑那大学著名教授,institution,1,0.0,0,1
初1980年我任南京大学“校外事办公室”副主任并兼管“校友,institution,1,0.0,0,1
"理的女皇”,这可不是诗而是严谨的科学家的评语正是这些把",institution,1,0.0,0,1
普平奖章是为纪念1901年至1931年在哥伦,institution,1,0.0,0,1
此外最能反映吴健雄学术水平的就是世界各国一些著名的,institution,1,0.0,0,1
"家港“粮艘海舶蛮商夷贾辐揍云集”,“方舟大船次第来舶”,成",institution,1,0.0,0,1
海她的父亲吴仲裔参加了革命党的工作1911年辛亥革命后,institution,1,0.0,0,1
吴仲裔便也回到浏河老家,institution,1,0.0,0,1
小嘴送过去于是这位老秀才摇头晃脑的解释“这薇薇吗它的本 意是诗经’中提到的一种草本植物你懂吗?就是一种草”小健,institution,1,0.0,0,1
按常规办教育是先有校址后招学生吴仲裔却是边招生 边找校址他深知建校涉及选址经费地皮建筑还不知猴年 马月才办得成!他取得地方上的权威及遗老们的支持将一座早 就断了香火的破败不堪的火神庙改为校址这样可以一举两得既,institution,1,0.0,0,1
想得很远但千年的封建陋习哪能让女子走出家门读书不要他 们缠足已算先进如今还要他们抛头露面去读书那不是天方夜谭 吴,institution,1,0.0,0,1
"明德女子职业补习学校”,就是说所有注册学生毕业后都能学到 一技之长愿外出工作学校负责推荐这些职业就是学缝纫裁 剪刺绣桑蚕园艺编织等并用一半时间学习文化",institution,1,0.0,0,1
体情况灵活处理宣布凡有类似特殊情况经校董会特批均可入学 就这样一所每年近60人就读的女子补习学校红红火火地开办起,institution,1,0.0,0,1
吴健雄的母亲樊复华是一位贤慧温柔慈祥宽厚的家庭主妇 是一位非常明白事理的人她认为丈夫儿女就是她的希望她所 做的一切事情都是为他们服务的她总是把孩子们的前程放在第,institution,1,0.0,0,1
镇“沪太长途汽车公司”创办人吴健雄对她父亲和叔叔的活跃干,institution,1,0.0,0,1
传“大明朝”扩大“大明朝”的影响何乐而不为呢这些话对吴健,institution,1,0.0,0,1
又方便为何吴仲裔让女儿舍近求远去苏州呢?他是考虑上海风,institution,1,0.0,0,1
个月恨不得插翅飞回去学校下午宣布放假她不等家中人来当 晚就和几位同学一起乘去上海的夜车走了 半年不见的母亲见到小健雄出现在她身边喜欢得不住地流 泪然后又赶忙擦干两眼细细地端详了女儿一番父亲叔叔,institution,1,0.0,0,1
告密戊戌变法终归失败⑧,institution,1,0.0,0,1
"可作全班同学的范本”,并在课堂上朗读了几段吴健雄表面冷 静内心乐滋滋的寒假回家父亲要检查她全部作业她特地将 作文放在最上面让父亲第一眼就看到以等表扬可父亲随手就 把作文簿搁到另一边吴健雄怕父亲疏忽未引起注意待父亲看",institution,1,0.0,0,1
师从胡适的“上海中国公学,institution,1,0.0,0,1
最高奖赏就是被保送到南京的中央大学,institution,1,0.0,0,1
读书鉴于吴健雄享受过师范生免费读,institution,1,0.0,0,1
向一位女作家学习写作向书法家学习书法公学任课师资都富 有教学经验有的还是从其他大学教基础课的老师中聘来的胡 适是兼职校长仍在北京大学当教授他每周穿梭于北平与上海之 间他每到公学除了处理一些校长的行政事务外主要是讲课 都在大礼堂为全校学生上大课分别讲有清300年思想史中,institution,1,0.0,0,1
他没有勇气反抗和分手却又偷偷地去爱别人听说他在1923年,institution,1,0.0,0,1
很不起眼的管仓库的小吏叫阎应元连九品都不是他 居然率领市民与清兵抗争清军未料到这么个小城,institution,1,0.0,0,1
色大字这是日本人经济侵略中国推销他们所制药丸的广告吴,institution,1,0.0,0,1
健雄感到在自己国家首都的车站看到这些东西很不舒服,institution,1,0.0,0,1
着几本书一个人悄悄地来到校园“梅庵”南首的一棵“六朝松”下,institution,1,0.0,0,1
虬枝饶有生意 吴健雄当年读书时常与“六朝松”为伴所以她每次回南京都,institution,1,0.0,0,1
苦读”二字置诸左右就这样她在一年内读的书学的东西远,institution,1,0.0,0,1
二八”事变之后吴健雄的父亲和叔叔 都支持“一 二八”淞沪战役帮助19路军运输从此吴健雄已不,institution,1,0.0,0,1
职的段锡朋任中央大学校长这下又使学生恼火了他们出于对国 民党统治的不满曾由学生会出面向行政院提出要求委派国内知,institution,1,0.0,0,1
要求的许诺但事过几天仍派了段锡朋来当学生们听说靠搞 国民党党务起家的段锡朋已到校就职时感到受了欺骗和羞辱吴 健雄等全校同学便从各教室涌向校长办公室楼下高呼口号反对 段锡朋任中央大学校长部分学生扭打了段锡朋砸毁了段锡朋的,institution,1,0.0,0,1
民党政府已不再允许创办一流大学②不能创一流大学不等于在 校的学生不能成为一流的尽管环境恶劣有的同学更加发奋学,institution,1,0.0,0,1
习以报效祖国吴健雄就正是这样的人她能抓紧时间利用一切,institution,1,0.0,0,1
课她完全可以胜任但过去大学有一条规定助教助教是助而不,institution,1,0.0,0,1
位德高望重的教授来信他想推荐你去中央研究院物理所工作那,institution,1,0.0,0,1
顾静薇对吴健雄的到来表示由衷的高兴她向吴健雄作了热 情的介绍并带她参观地下实验室 实验室约80平方米因楼上房子都分完只好在楼下地下室,institution,1,0.0,0,1
面很有发展前途所以顾静薇也不忍让她再跟自己厮守在一起这 样会埋没她的前途的于是顾静薇思考再三主动地对吴健雄说,institution,1,0.0,0,1
她在美国密西根大学有几位要好的老师和同学只要她推荐准能 接受吴健雄去留学的但能否争取到奖学金名额没有把握她对 吴健雄说“如果你家庭经济条件许可不妨到国外去深造一下那 儿的老师及设备条件都是我们国内所无法相比的说实在的你 是我千方百计请来的我舍不得你走但我不能影响你的前程我 觉得我不能违心地永远把你留在这地下室更不能为眼前的利益,institution,1,0.0,0,1
吴健雄离开上海愚园路的中央研究院上海分院又回到长江 口的浏河镇父亲好久不见她特地拉她一起到浏河边散步春,institution,1,0.0,0,1
这千里长江美景如画不知倾倒了多少文人墨客宋朝朱 敦儒的千里水天一色看孤鸿明灭’的词你还记得吗?他把自然,institution,1,0.0,0,1
大轮船不能靠边要用小船接驳吴健雄一一拥抱了亲人就在岸,institution,1,0.0,0,1
吴健雄的手帕湿透了她强忍着告别亲人的痛苦回到了自己,institution,1,0.0,0,1
了一个陌生的世界什么人也不熟悉什么环境也不了解柏克 利加州大学一位管理人员听说她想参观学校就把她介绍给一 位中国学生会的负责人他叫 victor,institution,1,0.0,0,1
的参观向导他又去忙别的事了⑧,institution,1,0.0,0,1
座大学不如说是一座 山丘花园校园的建 筑都很有特色袁家 骝虽然只比吴健雄早 到两周却恨不得把他,institution,1,0.0,0,1
张告示明确规定所有女生只能走边上的侧门一律不得在正门进 出这样就引起全校女同学的抗议后来很多男生也支持女生的,institution,1,0.0,0,1
从老师到同学都是爱护备至未料到20世纪30年代所谓文明的,institution,1,0.0,0,1
啊!若能在那台迥旋加速器上工作该多幸福啊,institution,1,0.0,0,1
费吴健雄接受了这个条件本来他叔叔吴琢之就答应过承担她 的全部费用,institution,1,0.0,0,1
柏克利加州大学校园 后来多半成为大科学家 吴健雄一开始听英文讲课虽,institution,1,0.0,0,1
眼冒金星几乎晕倒在地吴健雄默默告诫自己挺住挺住!劳伦,institution,1,0.0,0,1
其身行拂乱其所为”她终于咬咬牙坚持了下来,institution,1,0.0,0,1
知道费米是意大利的大科学家是β衰变研究的奠基人之一获得,institution,1,0.0,0,1
根据费米的指点吴健雄的博士论文进展很快实验不断取得 新的突破但中子在反应和吸收上气体的控制和反控制还有大量 的实验要做在此期间指导老师劳伦斯每月都要回实验室一至 两次详细指导吴健雄的实验并帮助她解决了很多难题,institution,1,0.0,0,1
研究生还有本科高年级的部分同学约100多人的大教室被挤得,institution,1,0.0,0,1
驳此外她流畅的英语和优雅的举止使与会的人都给她打了满 分看到人们都鸦雀无声地听她报告她更显得沉着冷静最 后她说“我在加利福尼亚大学(柏克利)第三年研究生学习时开,institution,1,0.0,0,1
必就知道她论文的核心内容这内容只有负责“曼哈顿计划”(制 造原子弹的代号)的几个主要策划人知道所以这就引出后来人们,institution,1,0.0,0,1
年第5期,institution,1,0.0,0,1
了夏坚勇湮没的辉煌,institution,1,0.0,0,1
南京大学出版社1992年p,institution,1,0.0,0,1
③~6吴健雄袁家骝文集,institution,1,0.0,0,1
原子弹之母”的由来 20世纪90年代初期吴健雄被媒界誉为“原子弹之母”“原 子弹的助产士”“原子弹的药剂师”等等说吴健雄解决了原子弹 试制过程中的关键问题原来这风源来自美国传到香港日本又 传到中国大陆和台湾这到底是怎么回事呢?其实细想起来也,institution,1,0.0,0,1
zhuan 费米与吴健雄,institution,1,0.0,0,1
估的作用 “费米1901年生于罗马他早年曾在哥廷根大学罗马大学执 教是著名的意大利物理学家物理学罗马学派创始人之一1938,institution,1,0.0,0,1
并主持了第一座原子反应堆(也有称原子炉)的设计建造和试验,institution,1,0.0,0,1
原子要用一个中子那当然首先得制出随后用掉那个中子,institution,1,0.0,0,1
子可用而无需再去制造它们它们能击中另外两个铀原子分裂 它们同时使它们每一个都又发射出两个中子在这第二个裂变,institution,1,0.0,0,1
要的话)转达给美国海军的有关当局,institution,1,0.0,0,1
因斯坦并起草了一封信给罗斯福总统希望这位德高望重全美公 认的最为卓著的科学家能作为第一签名人并把信转交总统爱因 斯坦非常仔细地推敲信中的用词造句当他读到,institution,1,0.0,0,1
铀元素在 最近的将来就可以被转变为一种新的主要能源这一新的现象,institution,1,0.0,0,1
吴健雄在柏克利加州大学的博士论文题目就在于检验费 米的理论费米的理论到底是什么?有人说这不就是指“韧致 辐射”理论嘛有人说这与原子核分裂反应相关所以吴健雄 的论文到底写了什么,institution,1,0.0,0,1
吴健雄“检验费米的韧致辐射理论”的论文虽说劳伦斯是指,institution,1,0.0,0,1
原因我就不多说了吴小姐今天还有很多话未讲但只能讲到这 里请大家谅解她不能违反规定”①这时人们才恍悟过来难怪 对吴健雄的报告有余音未尽的感觉原来是出于国家保密的需 要然后又响起一阵暴风雨般的掌声,institution,1,0.0,0,1
在1941年4月26日对吴健雄有篇专访标题是“一 位女博士生在原子核研究上成绩卓著”报道中首先把吴健雄的,institution,1,0.0,0,1
实在在的科学家把她称为娇小的中国女孩与美国一些赫赫有名 的大科学家并肩工作说她平时很害羞但做起学术报告来非常,institution,1,0.0,0,1
料代替铀235”⑫,institution,1,0.0,0,1
r.groves)将军被任命为执行,institution,1,0.0,0,1
有或摧毁他们 第六多管齐下一齐上马曼哈顿计划’的主要内容一是,institution,1,0.0,0,1
以上三种说法对吴健雄来说每种因素都存在她权衡轻重 与丈夫不在一起只是暂时的奥本海默待基地实验室建好后肯定 让她去最根本原因还是柏克利加州大学歧视女性不肯留人迫使 吴健雄痛心地离开教育她培养她使她成才的柏克利加州大学,institution,1,0.0,0,1
以未带她到基地去是怕她身体难以支持望吴健雄不要误解劳 伦斯再三表示一定要推荐她到“曼哈顿计划”来基地的筹建工程 尚未就绪整个规划国家主管单位尚未最后核定要她先到有关,institution,1,0.0,0,1
迎刚讲了一个学期还未等这些军官培训结束吴健雄就接到3,institution,1,0.0,0,1
会有这样的系和专业?”大家哈哈大笑最后他们问“吴小姐愿意,institution,1,0.0,0,1
"k.d.niehols),他是代表国防部驻哥伦比亚大学的军代 表 一个叫邓宁(j.dunning",institution,1,0.0,0,1
吴健雄正式成为“曼哈顿计划”的成员与过去的一般实验研 究区别在于信任分工选题要求等等有所不同核心机要部门,institution,1,0.0,0,1
过气体扩散法来共同完成②,institution,1,0.0,0,1
实验不等于投入生产实验单位将实验的结果和成品交由两 个工厂投入生产这就是田纳西州的橡树岭工厂那儿负责进行规,institution,1,0.0,0,1
她还保留论文的附本请赶快用基地名义发电报给哥伦比亚大学 的军代表要他们把吴健雄的论文副本立即送来② 纽约接到电报尼库斯上校立即找到吴健雄并说明来意吴健,institution,1,0.0,0,1
说我不是不尊重或不服从你这位领导而是当初费米和塞克瑞都 有言在先凡是我在柏克利加州大学所作的核裂变的关键数据和 结果只有等打完仗才能公开发表我保存的这副本如有需要必,institution,1,0.0,0,1
本交给尼库斯上校尼库斯上校接到后立即派专人送给费米 费米看了吴健雄的有关论文材料方知吴健雄在柏克利加州 大学作实验时也曾多次遇到这类情况他恍然记起吴健雄曾跟他,institution,1,0.0,0,1
吴健雄平时一般都不愿谈及此事但有些事你越是不愿谈新 闻传媒就越要炒得沸沸扬扬这里涉及一个道义问题对此是没 有一个普遍的标准答案的有人觉得迅速结束战争已经更大地 补偿了广岛和长崎的毁灭有人说邪恶在于挑起战争的愿望而不,institution,1,0.0,0,1
是吴健雄博士论文提供了理论依据她是当之无愧的第一颗原子,institution,1,0.0,0,1
看来对吴健雄曾参加美国原子弹的研制试验不应有异议问,institution,1,0.0,0,1
wei 了当时存在的许多严重分歧对于β衰变机制的确立起了关键性,institution,1,0.0,0,1
去校对实验理论结果完全正确吴健雄一下成了知名人物同行 的科学家无不佩服她在β衰变领域中的领先地位 通过多次成功的实验吴健雄在这方面又深入地做了很多出 色的工作除了β衰变谱线之外又分别作了其他几种不同型式的,institution,1,0.0,0,1
的世界权威这也是同行的物理专家的看法不论问到哪位大名鼎 鼎的诺贝尔奖获得者他们都会承认吴健雄在β衰变研究方面的 卓越贡献李政道说我认为“吴健雄为β蜕变领域全世界伟大专 家之一”杨振宁说“吴教授在β衰变中她的多种贡献使得,institution,1,0.0,0,1
才莫说12年22年也不该当上副教授吴健雄虽不一定是旷古 奇才但她的业绩和贡献是有目共睹的她在过去漫长的时间不 能当教授只能说明美国对种族性别存有偏见和歧视 吴健雄的副教授职称是得来不易的吴健雄在物理实验上享有,institution,1,0.0,0,1
⑨参见吴健雄袁家骝文集p,institution,1,0.0,0,1
⑳有关哥伦比亚大学情况见美国大学介绍,institution,1,0.0,0,1
ming 过程都遵循一定的对称性和守恒性于是就称它为“宇称守恒定,institution,1,0.0,0,1
对此现象吴健雄是这样说的“1956年以前所有理论物理,institution,1,0.0,0,1
中占有重要的地位⑨,institution,1,0.0,0,1
将整个空间移过一个位置物理规律不会变化北京的 物理规律必同于南京南京的规律必同于呼和浩特如 果在南京的实验室里做了某个实验得到了某种物理结,institution,1,0.0,0,1
"直到37年后的第一个原子反应堆建成时才 被人们发现其价值像“宇称不守恒”,人们一开始对它既不重视 也不理解总认为是天经地义的宇称守恒包括世界上不少权威科 学家也是这么认为的所以对任何新事物包括科学上的新观点",institution,1,0.0,0,1
实际上非常困难人们可以挥动他的右臂并说这是右边’但 在他对面的人就会反对不那是左边’如果有人递给另一个人,institution,1,0.0,0,1
谁是谁非?不管是正方还是反方他们都是在理论上争来争,institution,1,0.0,0,1
非吴健雄莫属他再三请求她的合作和支持 讨论归讨论但真要她作实验她得慎重考虑吴健雄没有立 即答复她充分了解这项实验的困难确实担心最后她跟李政,institution,1,0.0,0,1
了解到原子核科学在co⁶,institution,1,0.0,0,1
道已经多次反复讨论,institution,1,0.0,0,1
但是规模和设备都不行特别是该研究组的主持人是惟一能与吴,institution,1,0.0,0,1
勒(ambler,institution,1,0.0,0,1
就好像和他通电话交谈的那样,institution,1,0.0,0,1
就说这样的实验当她实验成功,institution,1,0.0,0,1
一个星期四的夜晚吴健雄从华盛顿回到哥伦比亚大学普平 的课堂为同学上课时路经李政道的办公室恰好杨振宁也在那 里他俩向她询问工作的进展情况问及co 的实验吴健雄掩,institution,1,0.0,0,1
其他人作过这方面的计算和实验吴健雄告诉他们“不对称效应,institution,1,0.0,0,1
宇称不守恒”实验成功就好比唱一台大戏戏演出成功产 生了全球的轰动效应观众们再三向“演员”们欢呼雀跃鼓掌致 敬但戏中留下了一点遗憾那就是在“演员”的明星主角和配角,institution,1,0.0,0,1
科学家就是吴健雄长期困惑着科学家的“宇称守恒”之谜破译,institution,1,0.0,0,1
那份已投寄给物理评论的实验报告这是一次小规模纯知情人 的会议大家一致认为这对物理界是一次巨大的冲击他们除了,institution,1,0.0,0,1
从美国来的消息立即传到全球除了中国科学界没有反响 外在法国德国英国荷兰以色利以及苏联等国家都作了报 道科学家们一致称道这是对物理学界又一次最大的冲击 剑桥大学著名的费许(orfrisch,institution,1,0.0,0,1
诺贝尔奖获得者世界著名的物理学界权威鲍利(pauli,institution,1,0.0,0,1
中说他才看到一本印度谈论瑜伽的书书中说起正负两极的源,institution,1,0.0,0,1
访问科学家探讨一个哲学的也是科学的问题 吴 健 雄 传 wu jian xiong zhuan,institution,1,0.0,0,1
中已叙述了这次谈话事后杨振宁又对日本中村教授讲过他 说“毛主席对我在1956年的研究还记得很清楚不仅询问了宇,institution,1,0.0,0,1
演的有效性它被证实是成立的宇称守恒定律的推翻再一次,institution,1,0.0,0,1
着的它涉及的不仅仅是新知识的积累还有老知识的不断修正 从地平学到地球学从经典的牛顿力学到量子力学有很多例证 怀疑那些久已被人所相信的东西是一种胆识不断探索以求验证,institution,1,0.0,0,1
世界物理学界被吴健雄的实验震动了她接到国内外几十所 大学和实验机构的邀请要她去讲述她的实验那一年吴健雄的 旅行演讲不仅在美国还到了瑞士法国意大利及以色列等地 所到之处都受到隆重的接待和热烈的欢迎1957年4月第7届,institution,1,0.0,0,1
周知杨振宁李政道的想法如果不是碰上吴健雄这样一位在弱作 用实验方面的权威对这个问题的重要性有相当清楚的认识并且 有坚持去弄清楚的决心可以确定不会这么快便有结果的那么究 竟是什么原因使吴健雄未能获奖呢?这已成为当代科学史上一桩,institution,1,0.0,0,1
鲍利“吴女士对物理学是如此着迷如此精通!她与我讨论,institution,1,0.0,0,1
和¹2n,institution,1,0.0,0,1
编者作了改写 2吴健雄袁家骝文集,institution,1,0.0,0,1
了正常人血红蛋白正常血红蛋白亚单位和镰刀形细胞的血红蛋 白经过用穆斯堡尔效应作比较和研究表明正常人血红蛋白的 氧亲合性与它的离析的α和β亚单位的明显差别不是由于在激,institution,1,0.0,0,1
大家一个事实南京大学物理系和天文系由冯端(中科院院士,institution,1,0.0,0,1
夫人”又有人说吴健雄的贡献大于居里夫人吴健雄在20世纪,institution,1,0.0,0,1
谁高谁低贡献大小的问题,institution,1,0.0,0,1
人排的序列居里夫人穆特日吴健雄 美国著名物理学家高德哈伯的评语居里夫人吴健雄穆特 日各有所长不宜排次居里夫人富创造吴健雄精确穆特日多 样化,institution,1,0.0,0,1
华裔女性当上美国物理学会会长⑦,institution,1,0.0,0,1
的物理今日办得更有生气她引导大家讨论重大问题例如基础 科研和尖端科研的关系等她还常常亲自操笔审稿定稿防止以,institution,1,0.0,0,1
文尔雅声音很低模棱两可时而还夹上中文弄得对方不知所 云其实这正是她的目的你不能说她不诚实因为她这一行与国 家重点保密的项目素有渊缘而她这种性格与她在战时长期从事 保密实验的经历有关 吴健雄做学术报告或去演讲总是把自己的发言提纲写得很详,institution,1,0.0,0,1
有欠师道尊严吴健雄讲课或作学术报告时同学们都佩服她对问 题理解得很深具有丰富的实践经验听者都觉得她讲得无懈可击,institution,1,0.0,0,1
得到诺贝尔奖也正因为她是妇女而使她的终身教授职务比 一般男士晚了几年”⑨ 在自己身上发生了这一系列荒唐的歧视女性的事情吴健雄 原先曾责怪自己的命运或者说在她身上完全是出于一种偶然的,institution,1,0.0,0,1
吴健雄常常自问难道对女性的不平等只在美国才有这样的 吴,institution,1,0.0,0,1
当有同样的权利和责任对世界科学和文化的发展作出自己的贡 献’这就是一个世纪前美国妇女教育创建者们的信念很遗 憾我不得不说从那以后我们几乎再没有什么进步是什么原因 造成了这种情况呢?我深信任何一位思想开明的人都不会同意这 样一个错误观点就是妇女在智力上不能胜任科学和技术工作,institution,1,0.0,0,1
少省市及大学领导的比例也很少万一有一天这半边天的分量撑 不住天不就要塌下来,institution,1,0.0,0,1
楼里10年前她与袁家骝也在此度过了他们的70大寿说起那 次祝寿还有一段故事,institution,1,0.0,0,1
要学术成果都在是中青年时做出来的人老了精力就差了因此,institution,1,0.0,0,1
时任校党委书记的气象系陆渝蓉教授补问了一句“如果你没 有为科学献身的精神没有付出艰苦的劳动你的老师会喜欢你 吗?”大家又笑起来,institution,1,0.0,0,1
这实在是个喜上加喜吉上加吉的日子,institution,1,0.0,0,1
文章她说“当吴健雄博士将宇称守恒原理’推翻时她也就建立,institution,1,0.0,0,1
在半个世纪的科学生涯(吴健雄袁家骝文集)的首发式上,institution,1,0.0,0,1
学文献时虽能理解其科学意义但对如何取得这些成果却茫然不,institution,1,0.0,0,1
指明了更上一层楼的阶梯也会被关心科学史的人视为宝库更是,institution,1,0.0,0,1
美国闯天下我多次读过她的简历每次都不觉潸然泪下觉得她 这位女性所走的路太苦了如今又读到她的论文’集我想这不 是她书写的这是她用自己的汗水和泪水浇灌成的她这一生是,institution,1,0.0,0,1
科学家吴教授是成功者这是女性的光荣这是女性的骄傲 作为一个女科学家我为她感到自豪今天我们在祝福吴教授的 同时更应感谢袁家骝教授长期以来在家庭中给予吴教授的支,institution,1,0.0,0,1
"奖”,由意大利总统颁发的圣",institution,1,0.0,0,1
用于民用航空事业大大增强了民航飞机的安全性能①,institution,1,0.0,0,1
耶鲁普林斯顿宾州布朗罗契斯特麻省理工学院每校派二名 研究员联合组成董事会研究高能加速器 布鲁克海汶研究所由最初的2000余人到20世纪90年代初 期已发展到3000余人其中各种专业的高级研究员就有500人,institution,1,0.0,0,1
黄子孙龙的传人④,institution,1,0.0,0,1
事业上的原因外与中国的,institution,1,0.0,0,1
文革”期间除了类似“两报一刊”“小红书”外其他书籍几,institution,1,0.0,0,1
生人们的言论和行动多半是抗日不愿过多或公开地放情于男女,institution,1,0.0,0,1
时精通数学的舅舅(天津北洋大学毕业)专门为袁家骝补习数学,institution,1,0.0,0,1
持 就在这天下午袁家骝带她参观时频频询问交谈之后心中感 到一种莫名其妙的兴奋 袁家骝对这位刚从中国来的女同学显得非常热情但又显得,institution,1,0.0,0,1
的实验室果然不出所料当吴健雄边参观边听完陪同人员的详 细介绍后柏克利加州大学物理系对她有着不可抗拒的吸引力,institution,1,0.0,0,1
那些美国男同学也常常产生误解以为她的微笑就含有接纳之意 有一阵吴健雄觉得几位男同学显然超过警戒线好像动了真格就 差把那个“爱”字说出来于是她有意与袁家骝多在一起上课去 图书馆上中餐馆校园漫步形影不离这时其他男同学一见这 两位年轻中国学生那么热乎那么亲近芝麻大的事也能商谈半 天他们说不出是羡慕还是忌妒而特别使他们感受到威胁的是 袁家骝长得不高不矮很帅很结实五官端正微胖很有气魄,institution,1,0.0,0,1
然后用一般的商业电脑把它换算出来这当然是后话只是说明,institution,1,0.0,0,1
也是常有的事问题是吴健雄的家教中国的礼俗还不可能达到 这样“文明”的地步如果友谊没有相当的深度也不会单独拍照,institution,1,0.0,0,1
这“灯泡”的角色她只是在上海公学听男同学议论过胡适心口不,institution,1,0.0,0,1
一说胡适与曹诚英有一段人间的生死恋情后来到了中央大学,institution,1,0.0,0,1
吴健雄传中作者从档案里找出几封信并列出不同时期胡适和 吴健雄之间的亲密关系例如 吴健雄来美国并不是胡适直接帮忙倒是顾静薇慷慨出力 吴健雄刚到美国不久胡适因公务来美曾专门看望了吴健雄在 离美回国等船的码头上又写了一封很长的信给吴健雄,institution,1,0.0,0,1
这一件事就是吴健雄得到博士学位后的第一个暑假1941年,institution,1,0.0,0,1
青春与爱情”的章节中说得相当明白他说吴健雄 到上海念中国公学之时她的青春情怀中确实曾经 受到一位年轻博学当时已名满国内学者的冲激而心生,institution,1,0.0,0,1
世界日报1998年6月21 日至25日连载了历史学家周质 平先生所写的胡适与韦莲司(williams,institution,1,0.0,0,1
因吴健雄教授去世即使在世也不愿谈只字那么这种两个人,institution,1,0.0,0,1
袁家骝的为人特点 人品 袁家骝的为人不仅聪明而且非常厚道他的厚道不是中国,institution,1,0.0,0,1
度他们之间从没有发生过“冷战热战”但也不能由此得出结论 说袁家骝就是不会发脾气他在大是大非面前从来就是脾气十 足的“九一八”事变后的“一 二八”事变他再次看清了蒋介石消,institution,1,0.0,0,1
装简朴的房间总是收拾得干干净净有时学生公寓如遇到生活 及设备方面一些问题人们总爱找袁家骝他也总是乐呵呵地去帮 忙如自己不能做的他会向校方有关人士反映 袁家骝到了南加州依然如此同学们都说他是位极其憨厚的 聪明人他不仅在学业上成绩突出而且他的为人非常谦虚待人,institution,1,0.0,0,1
吴健雄教学和科研都特别忙在家中的时间相对较少有时夜 里回家也得做许多阅读撰稿的准备工作在最紧张的时候有时,institution,1,0.0,0,1
考问题的人但吴健雄只要工作稍许不忙便抽身做点家务有,institution,1,0.0,0,1
单的工具来研究极复杂的现象我以为在我们的后代肯定会把我 们现在的那种人为的划分诸如生物物理生物化学医学物理等 区别完全消失的 时下对生物学的研究已不亚于对物理学的研究研究机构像 雨后春笋法国传统的生物医学的发展自不必说德国法兰克福新,institution,1,0.0,0,1
做她说“这不是教师问题而要从制度上采取措施使那些资深,institution,1,0.0,0,1
产的堡垒和人类进步的主要源泉具有改革创新的意识聪明的 头脑忠诚于科学的众多科学家往往喜欢在富有学术氛围和相对 自由的大学里工作这里的人才设备条件无疑都构成了当代科 学研究的自然园地,institution,1,0.0,0,1
人们称他为纯数学家而他的同事格兰(klein,institution,1,0.0,0,1
以外的天体使我们的想像力感到困惑不解如果我们能够理解,institution,1,0.0,0,1
zhjan 讨论会上一位大学校长毫不含糊地指出阁楼是出不了基础研究 的科学家的他们要么就出自高等学府要么就根本不存在,institution,1,0.0,0,1
家的努力人文学家也应共同承担教育民众的责任社论和文学作 品往往对人们的思想影响极大对舆论也有深远的影响我们如,institution,1,0.0,0,1
元帅有一次对他的园丁说“明天种一棵树!”他的园丁,institution,1,0.0,0,1
定是意味着去唤醒在我们体内先天的和直觉的知识即便如此 他对于世界人类思想发展的影响却远远小于西方思想家,institution,1,0.0,0,1
"原子学”这门课时(当时在美国只有4所大学开这门新课),有人",institution,1,0.0,0,1
不要怕弄脏了手② 1982年6月吴健雄应中国科技大学同学邀请谈了一点体,institution,1,0.0,0,1
事某一课题的实验事前必须对这个项目有深透的了解所花精,institution,1,0.0,0,1
